parcel_id,project_id,survey_number,village,land_area_acres,land_use_type,ownership_type,owner_count,ownership_verified,ownership_conflict,document_status,acquisition_status,possession_status,compensation_status,legal_dispute_flag
PARCEL-0010852,LG-001072,Sy.No 102/2B,Kalyanpur (Barmer),212.34,Commercial,Government,4,1,1,Rejected,Surveyed,Pending,Disputed,1
PARCEL-0010853,LG-001072,Sy.No 103/3C,Nandpur (Barmer),212.34,Residential,Private,1,1,1,Rejected,Surveyed,Pending,Disputed,1
PARCEL-0010854,LG-001072,Sy.No 104/4D,Kishanpur (Barmer),212.34,Barren,Private,1,0,1,Rejected,Surveyed,Pending,Disputed,1
PARCEL-0010855,LG-001072,Sy.No 105/4D,Govindpur (Barmer),212.34,Agricultural,Private,2,1,1,Missing,Identified,Pending,Disputed,1
PARCEL-0010856,LG-001072,Sy.No 106/1A,Fatehpur (Barmer),212.34,Agricultural,Private,1,1,1,Rejected,Surveyed,Pending,Disputed,1
PARCEL-0010857,LG-001072,Sy.No 107/2B,Nandpur (Barmer),212.34,Agricultural,Community,5,1,1,Rejected,Identified,Pending,Disputed,1
PARCEL-0010858,LG-001072,Sy.No 108/3C,Bhavanipur (Barmer),212.34,Commercial,Private,3,0,0,Missing,Surveyed,Pending,Pending,0
PARCEL-0010859,LG-001072,Sy.No 109/1A,Kalyanpur (Barmer),212.34,Barren,Private,5,1,0,Missing,Surveyed,Pending,Pending,0
PARCEL-0010860,LG-001072,Sy.No 110/2B,Anandpur (Barmer),212.34,Agricultural,Government,1,0,0,Missing,Surveyed,Pending,Pending,0
PARCEL-0010861,LG-001072,Sy.No 111/3C,Devpur (Barmer),212.34,Commercial,Government,3,1,0,Rejected,Identified,Pending,Pending,0
PARCEL-0010862,LG-001072,Sy.No 112/4D,Bhavanipur (Barmer),212.34,Agricultural,Community,4,1,0,Rejected,Identified,Pending,Pending,0
PARCEL-0010863,LG-001072,Sy.No 113/2B,Sultanpur (Barmer),212.34,Residential,Private,2,0,1,Missing,Identified,Pending,Disputed,1
PARCEL-0010864,LG-001072,Sy.No 114/2B,Rampur (Barmer),212.34,Commercial,Government,2,0,1,Rejected,Identified,Pending,Disputed,1
PARCEL-0010865,LG-001073,Sy.No 101/4D,Kishanpur (Vijayanagara),736.62,Barren,Private,4,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0010866,LG-001073,Sy.No 102/1A,Chandpur (Vijayanagara),736.62,Agricultural,Community,2,0,0,Verified,Notified,In Progress,Pending,0
PARCEL-0010867,LG-001073,Sy.No 103/3C,Nandpur (Vijayanagara),736.62,Barren,Private,4,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0010868,LG-001073,Sy.No 104/1A,Gopalpur (Vijayanagara),736.62,Agricultural,Government,3,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0010869,LG-001073,Sy.No 105/3C,Madhavpur (Vijayanagara),736.62,Residential,Private,5,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0010870,LG-001073,Sy.No 106/2B,Kalyanpur (Vijayanagara),736.62,Barren,Private,3,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0010871,LG-001073,Sy.No 107/2B,Chandpur (Vijayanagara),736.62,Commercial,Government,3,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0010872,LG-001073,Sy.No 108/3C,Gopalpur (Vijayanagara),736.62,Barren,Government,5,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0010873,LG-001073,Sy.No 109/3C,Nandpur (Vijayanagara),736.62,Commercial,Private,5,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0010874,LG-001073,Sy.No 110/3C,Gopalpur (Vijayanagara),736.62,Residential,Private,5,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0010875,LG-001074,Sy.No 101/3C,Nandpur (Sawai Madhopur),327.56,Barren,Community,2,1,1,Missing,Surveyed,Pending,Disputed,1
PARCEL-0010876,LG-001074,Sy.No 102/4D,Fatehpur (Sawai Madhopur),327.56,Agricultural,Private,5,1,0,Rejected,Surveyed,Pending,Pending,0
PARCEL-0010877,LG-001074,Sy.No 103/2B,Bhavanipur (Sawai Madhopur),327.56,Agricultural,Community,1,1,1,Missing,Identified,Pending,Disputed,1
PARCEL-0010878,LG-001074,Sy.No 104/4D,Fatehpur (Sawai Madhopur),327.56,Barren,Government,4,1,1,Pending,Identified,Pending,Disputed,1
PARCEL-0010879,LG-001074,Sy.No 105/1A,Fatehpur (Sawai Madhopur),327.56,Residential,Government,3,0,0,Pending,Identified,Pending,Pending,0
PARCEL-0010880,LG-001074,Sy.No 106/1A,Govindpur (Sawai Madhopur),327.56,Barren,Government,5,1,1,Rejected,Surveyed,Pending,Disputed,1
PARCEL-0010881,LG-001074,Sy.No 107/1A,Haripur (Sawai Madhopur),327.56,Agricultural,Community,4,1,0,Rejected,Identified,Pending,Pending,0
PARCEL-0010882,LG-001074,Sy.No 108/2B,Nandpur (Sawai Madhopur),327.56,Residential,Community,3,0,1,Pending,Identified,Pending,Disputed,1
PARCEL-0010883,LG-001074,Sy.No 109/2B,Fatehpur (Sawai Madhopur),327.56,Residential,Community,1,1,1,Pending,Identified,Pending,Disputed,1
PARCEL-0010884,LG-001074,Sy.No 110/4D,Bhavanipur (Sawai Madhopur),327.56,Barren,Government,1,1,0,Missing,Identified,Pending,Pending,0
PARCEL-0010885,LG-001075,Sy.No 101/4D,Bhavanipur (Longding),212.4,Commercial,Government,4,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0010886,LG-001075,Sy.No 102/4D,Haripur (Longding),212.4,Agricultural,Private,3,0,0,Verified,Notified,In Progress,Pending,0
PARCEL-0010887,LG-001075,Sy.No 103/3C,Madhavpur (Longding),212.4,Agricultural,Community,1,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0010888,LG-001075,Sy.No 104/3C,Shivpur (Longding),212.4,Commercial,Community,4,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0010889,LG-001075,Sy.No 105/4D,Bhavanipur (Longding),212.4,Residential,Private,2,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0010890,LG-001075,Sy.No 106/2B,Bhavanipur (Longding),212.4,Barren,Government,1,1,1,Verified,Acquired,Taken,Approved,1
PARCEL-0010891,LG-001075,Sy.No 107/4D,Shivpur (Longding),212.4,Commercial,Government,2,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0010892,LG-001075,Sy.No 108/3C,Govindpur (Longding),212.4,Residential,Community,5,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0010893,LG-001075,Sy.No 109/2B,Rampur (Longding),212.4,Commercial,Private,2,0,1,Verified,Transferred,In Progress,Pending,1
PARCEL-0010894,LG-001075,Sy.No 110/2B,Kalyanpur (Longding),212.4,Agricultural,Government,1,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0010895,LG-001075,Sy.No 111/2B,Nandpur (Longding),212.4,Barren,Government,4,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0010896,LG-001075,Sy.No 112/3C,Kalyanpur (Longding),212.4,Commercial,Community,2,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0010897,LG-001075,Sy.No 113/1A,Haripur (Longding),212.4,Barren,Government,3,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0010898,LG-001075,Sy.No 114/2B,Devpur (Longding),212.4,Agricultural,Government,2,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0010899,LG-001075,Sy.No 115/2B,Sultanpur (Longding),212.4,Agricultural,Government,3,0,0,Verified,Notified,In Progress,Pending,0
PARCEL-0010900,LG-001076,Sy.No 101/4D,Chandpur (Tawang),296.05,Barren,Private,4,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0010901,LG-001076,Sy.No 102/3C,Rampur (Tawang),296.05,Agricultural,Community,3,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0010902,LG-001076,Sy.No 103/4D,Bhavanipur (Tawang),296.05,Commercial,Government,5,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0010903,LG-001076,Sy.No 104/2B,Fatehpur (Tawang),296.05,Residential,Private,5,1,1,Verified,Acquired,Taken,Approved,1
PARCEL-0010904,LG-001076,Sy.No 105/4D,Kishanpur (Tawang),296.05,Commercial,Private,1,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0010905,LG-001076,Sy.No 106/1A,Gopalpur (Tawang),296.05,Commercial,Private,5,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0010906,LG-001077,Sy.No 101/1A,Kalyanpur (Gonda),577.57,Barren,Community,1,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0010907,LG-001077,Sy.No 102/1A,Haripur (Gonda),577.57,Barren,Community,4,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0010908,LG-001077,Sy.No 103/2B,Govindpur (Gonda),577.57,Agricultural,Private,2,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0010909,LG-001077,Sy.No 104/4D,Kishanpur (Gonda),577.57,Commercial,Community,2,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0010910,LG-001077,Sy.No 105/4D,Kishanpur (Gonda),577.57,Residential,Community,2,1,1,Verified,Acquired,Taken,Approved,1
PARCEL-0010911,LG-001077,Sy.No 106/4D,Bhavanipur (Gonda),577.57,Commercial,Government,1,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0010912,LG-001077,Sy.No 107/2B,Sultanpur (Gonda),577.57,Agricultural,Government,1,1,1,Verified,Notified,In Progress,Approved,1
PARCEL-0010913,LG-001077,Sy.No 108/4D,Rampur (Gonda),577.57,Agricultural,Private,3,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0010914,LG-001077,Sy.No 109/4D,Govindpur (Gonda),577.57,Commercial,Private,2,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0010915,LG-001077,Sy.No 110/4D,Gopalpur (Gonda),577.57,Agricultural,Government,2,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0010916,LG-001077,Sy.No 111/2B,Bhavanipur (Gonda),577.57,Residential,Community,3,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0010917,LG-001077,Sy.No 112/2B,Kishanpur (Gonda),577.57,Commercial,Community,3,0,0,Verified,Transferred,In Progress,Pending,0
PARCEL-0010918,LG-001077,Sy.No 113/2B,Nandpur (Gonda),577.57,Barren,Government,1,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0010919,LG-001077,Sy.No 114/4D,Madhavpur (Gonda),577.57,Commercial,Private,1,1,1,Verified,Notified,In Progress,Approved,1
PARCEL-0010920,LG-001077,Sy.No 115/2B,Sultanpur (Gonda),577.57,Agricultural,Community,3,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0010921,LG-001078,Sy.No 101/3C,Govindpur (Narsinghpur),152.73,Commercial,Private,5,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0010922,LG-001078,Sy.No 102/3C,Fatehpur (Narsinghpur),152.73,Residential,Government,5,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0010923,LG-001078,Sy.No 103/1A,Rampur (Narsinghpur),152.73,Barren,Private,4,1,1,Verified,Acquired,Taken,Approved,1
PARCEL-0010924,LG-001078,Sy.No 104/1A,Kishanpur (Narsinghpur),152.73,Agricultural,Government,3,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0010925,LG-001078,Sy.No 105/1A,Bhavanipur (Narsinghpur),152.73,Residential,Private,3,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0010926,LG-001078,Sy.No 106/2B,Sultanpur (Narsinghpur),152.73,Agricultural,Government,1,0,0,Verified,Acquired,Taken,Pending,0
PARCEL-0010927,LG-001078,Sy.No 107/3C,Shivpur (Narsinghpur),152.73,Barren,Community,5,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0010928,LG-001078,Sy.No 108/1A,Bhavanipur (Narsinghpur),152.73,Commercial,Government,5,1,1,Verified,Acquired,Taken,Approved,1
PARCEL-0010929,LG-001078,Sy.No 109/1A,Gopalpur (Narsinghpur),152.73,Agricultural,Government,4,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0010930,LG-001078,Sy.No 110/4D,Haripur (Narsinghpur),152.73,Commercial,Community,2,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0010931,LG-001078,Sy.No 111/2B,Haripur (Narsinghpur),152.73,Commercial,Government,1,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0010932,LG-001078,Sy.No 112/1A,Rampur (Narsinghpur),152.73,Barren,Community,4,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0010933,LG-001078,Sy.No 113/2B,Haripur (Narsinghpur),152.73,Residential,Community,2,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0010934,LG-001079,Sy.No 101/4D,Kishanpur (Samastipur),358.02,Barren,Government,4,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0010935,LG-001079,Sy.No 102/4D,Fatehpur (Samastipur),358.02,Commercial,Private,2,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0010936,LG-001079,Sy.No 103/1A,Sultanpur (Samastipur),358.02,Agricultural,Private,5,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0010937,LG-001079,Sy.No 104/4D,Shivpur (Samastipur),358.02,Agricultural,Community,4,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0010938,LG-001079,Sy.No 105/3C,Kishanpur (Samastipur),358.02,Barren,Private,2,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0010939,LG-001079,Sy.No 106/3C,Gopalpur (Samastipur),358.02,Agricultural,Government,1,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0010940,LG-001079,Sy.No 107/4D,Madhavpur (Samastipur),358.02,Residential,Community,1,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0010941,LG-001079,Sy.No 108/3C,Chandpur (Samastipur),358.02,Barren,Private,3,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0010942,LG-001079,Sy.No 109/4D,Gopalpur (Samastipur),358.02,Agricultural,Community,4,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0010943,LG-001079,Sy.No 110/4D,Govindpur (Samastipur),358.02,Agricultural,Private,1,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0010944,LG-001079,Sy.No 111/4D,Kishanpur (Samastipur),358.02,Commercial,Community,2,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0010945,LG-001079,Sy.No 112/3C,Kishanpur (Samastipur),358.02,Residential,Government,2,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0010946,LG-001079,Sy.No 113/1A,Shivpur (Samastipur),358.02,Commercial,Community,2,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0010947,LG-001079,Sy.No 114/3C,Rampur (Samastipur),358.02,Barren,Private,3,0,0,Verified,Notified,In Progress,Pending,0
PARCEL-0010948,LG-001080,Sy.No 101/3C,Nandpur (Hoshiarpur),358.52,Agricultural,Community,4,0,0,Rejected,Surveyed,Pending,Pending,0
PARCEL-0010949,LG-001080,Sy.No 102/4D,Rampur (Hoshiarpur),358.52,Agricultural,Government,1,1,1,Missing,Identified,Pending,Disputed,1
PARCEL-0010950,LG-001080,Sy.No 103/4D,Rampur (Hoshiarpur),358.52,Residential,Community,2,1,0,Missing,Surveyed,Pending,Pending,0
PARCEL-0010951,LG-001080,Sy.No 104/3C,Anandpur (Hoshiarpur),358.52,Barren,Private,2,1,0,Rejected,Surveyed,Pending,Pending,0
PARCEL-0010952,LG-001080,Sy.No 105/3C,Sultanpur (Hoshiarpur),358.52,Agricultural,Community,4,1,0,Rejected,Identified,Pending,Pending,0
PARCEL-0010953,LG-001080,Sy.No 106/1A,Nandpur (Hoshiarpur),358.52,Commercial,Private,1,1,0,Rejected,Identified,Pending,Pending,0
PARCEL-0010954,LG-001080,Sy.No 107/1A,Gopalpur (Hoshiarpur),358.52,Commercial,Community,3,0,0,Pending,Identified,Pending,Pending,0
PARCEL-0010955,LG-001080,Sy.No 108/2B,Fatehpur (Hoshiarpur),358.52,Commercial,Private,4,1,0,Rejected,Surveyed,Pending,Pending,0
PARCEL-0010956,LG-001080,Sy.No 109/4D,Nandpur (Hoshiarpur),358.52,Barren,Private,3,0,1,Missing,Surveyed,Pending,Disputed,1
PARCEL-0010957,LG-001081,Sy.No 101/4D,Nandpur (Bareilly),651.4,Commercial,Government,3,1,1,Pending,Surveyed,Pending,Disputed,1
PARCEL-0010958,LG-001081,Sy.No 102/4D,Anandpur (Bareilly),651.4,Agricultural,Community,4,1,1,Missing,Surveyed,Pending,Disputed,1
PARCEL-0010959,LG-001081,Sy.No 103/4D,Rampur (Bareilly),651.4,Barren,Government,2,0,1,Rejected,Identified,Pending,Disputed,1
PARCEL-0010960,LG-001081,Sy.No 104/3C,Shivpur (Bareilly),651.4,Commercial,Community,1,0,1,Pending,Surveyed,Pending,Disputed,1
PARCEL-0010961,LG-001081,Sy.No 105/3C,Devpur (Bareilly),651.4,Residential,Private,4,0,1,Rejected,Surveyed,Pending,Disputed,1
PARCEL-0010962,LG-001081,Sy.No 106/4D,Madhavpur (Bareilly),651.4,Commercial,Private,5,0,0,Rejected,Surveyed,Pending,Pending,0
PARCEL-0010963,LG-001081,Sy.No 107/4D,Gopalpur (Bareilly),651.4,Agricultural,Government,1,0,1,Rejected,Surveyed,Pending,Disputed,1
PARCEL-0010964,LG-001081,Sy.No 108/3C,Kalyanpur (Bareilly),651.4,Agricultural,Private,1,0,1,Missing,Surveyed,Pending,Disputed,1
PARCEL-0010965,LG-001081,Sy.No 109/2B,Madhavpur (Bareilly),651.4,Commercial,Community,4,1,0,Rejected,Identified,Pending,Pending,0
PARCEL-0010966,LG-001081,Sy.No 110/3C,Rampur (Bareilly),651.4,Commercial,Private,5,0,1,Pending,Identified,Pending,Disputed,1
PARCEL-0010967,LG-001081,Sy.No 111/3C,Kalyanpur (Bareilly),651.4,Barren,Private,3,1,0,Missing,Identified,Pending,Pending,0
PARCEL-0010968,LG-001081,Sy.No 112/1A,Anandpur (Bareilly),651.4,Agricultural,Private,2,0,1,Rejected,Identified,Pending,Disputed,1
PARCEL-0010969,LG-001081,Sy.No 113/4D,Devpur (Bareilly),651.4,Agricultural,Community,1,1,0,Pending,Identified,Pending,Pending,0
PARCEL-0010970,LG-001081,Sy.No 114/2B,Bhavanipur (Bareilly),651.4,Agricultural,Private,1,1,1,Pending,Identified,Pending,Disputed,1
PARCEL-0010971,LG-001082,Sy.No 101/3C,Fatehpur (Valsad),319.3,Barren,Community,5,1,1,Pending,Identified,Pending,Disputed,1
PARCEL-0010972,LG-001082,Sy.No 102/4D,Gopalpur (Valsad),319.3,Agricultural,Community,3,1,0,Rejected,Identified,Pending,Pending,0
PARCEL-0010973,LG-001082,Sy.No 103/4D,Devpur (Valsad),319.3,Barren,Community,1,0,0,Missing,Identified,Pending,Pending,0
PARCEL-0010974,LG-001082,Sy.No 104/1A,Sultanpur (Valsad),319.3,Commercial,Government,3,0,1,Missing,Identified,Pending,Disputed,1
PARCEL-0010975,LG-001082,Sy.No 105/3C,Sultanpur (Valsad),319.3,Commercial,Government,3,0,1,Missing,Identified,Pending,Disputed,1
PARCEL-0010976,LG-001082,Sy.No 106/3C,Bhavanipur (Valsad),319.3,Commercial,Government,1,1,0,Pending,Surveyed,Pending,Pending,0
PARCEL-0010977,LG-001082,Sy.No 107/2B,Sultanpur (Valsad),319.3,Barren,Private,4,0,1,Pending,Identified,Pending,Disputed,1
PARCEL-0010978,LG-001082,Sy.No 108/2B,Govindpur (Valsad),319.3,Barren,Community,1,1,1,Missing,Surveyed,Pending,Disputed,1
PARCEL-0010979,LG-001082,Sy.No 109/1A,Haripur (Valsad),319.3,Residential,Community,4,1,0,Missing,Identified,Pending,Pending,0
PARCEL-0010980,LG-001082,Sy.No 110/1A,Kishanpur (Valsad),319.3,Barren,Private,1,1,0,Missing,Surveyed,Pending,Pending,0
PARCEL-0010981,LG-001082,Sy.No 111/3C,Govindpur (Valsad),319.3,Agricultural,Government,3,0,0,Missing,Identified,Pending,Pending,0
PARCEL-0010982,LG-001082,Sy.No 112/1A,Bhavanipur (Valsad),319.3,Residential,Community,4,1,0,Rejected,Surveyed,Pending,Pending,0
PARCEL-0010983,LG-001082,Sy.No 113/2B,Kalyanpur (Valsad),319.3,Agricultural,Community,5,1,0,Rejected,Identified,Pending,Pending,0
PARCEL-0010984,LG-001082,Sy.No 114/1A,Haripur (Valsad),319.3,Residential,Community,2,1,0,Rejected,Surveyed,Pending,Pending,0
PARCEL-0010985,LG-001082,Sy.No 115/2B,Sultanpur (Valsad),319.3,Commercial,Private,4,1,0,Pending,Surveyed,Pending,Pending,0
PARCEL-0010986,LG-001083,Sy.No 101/1A,Rampur (Phalodi),29.69,Residential,Community,3,0,0,Verified,Transferred,In Progress,Pending,0
PARCEL-0010987,LG-001083,Sy.No 102/2B,Kishanpur (Phalodi),29.69,Agricultural,Community,4,0,0,Verified,Transferred,In Progress,Pending,0
PARCEL-0010988,LG-001083,Sy.No 103/4D,Gopalpur (Phalodi),29.69,Agricultural,Government,5,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0010989,LG-001083,Sy.No 104/1A,Fatehpur (Phalodi),29.69,Commercial,Community,3,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0010990,LG-001083,Sy.No 105/3C,Gopalpur (Phalodi),29.69,Commercial,Government,4,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0010991,LG-001083,Sy.No 106/3C,Nandpur (Phalodi),29.69,Commercial,Community,1,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0010992,LG-001083,Sy.No 107/1A,Rampur (Phalodi),29.69,Residential,Government,5,0,0,Verified,Acquired,Taken,Pending,0
PARCEL-0010993,LG-001083,Sy.No 108/1A,Kalyanpur (Phalodi),29.69,Barren,Private,3,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0010994,LG-001083,Sy.No 109/2B,Shivpur (Phalodi),29.69,Residential,Private,3,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0010995,LG-001083,Sy.No 110/2B,Nandpur (Phalodi),29.69,Commercial,Government,5,1,1,Verified,Transferred,In Progress,Approved,1
PARCEL-0010996,LG-001083,Sy.No 111/4D,Kishanpur (Phalodi),29.69,Commercial,Government,3,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0010997,LG-001083,Sy.No 112/3C,Anandpur (Phalodi),29.69,Barren,Community,1,1,1,Verified,Notified,In Progress,Approved,1
PARCEL-0010998,LG-001083,Sy.No 113/4D,Madhavpur (Phalodi),29.69,Residential,Community,1,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0010999,LG-001083,Sy.No 114/1A,Govindpur (Phalodi),29.69,Barren,Private,5,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0011000,LG-001084,Sy.No 101/1A,Kishanpur (West Karbi Anglong),1196.95,Barren,Government,3,0,0,Rejected,Surveyed,Pending,Pending,0
PARCEL-0011001,LG-001084,Sy.No 102/4D,Madhavpur (West Karbi Anglong),1196.95,Residential,Private,4,0,0,Missing,Surveyed,Pending,Pending,0
PARCEL-0011002,LG-001084,Sy.No 103/4D,Devpur (West Karbi Anglong),1196.95,Residential,Private,4,1,0,Rejected,Identified,Pending,Pending,0
PARCEL-0011003,LG-001084,Sy.No 104/2B,Gopalpur (West Karbi Anglong),1196.95,Commercial,Community,5,1,1,Rejected,Identified,Pending,Disputed,1
PARCEL-0011004,LG-001084,Sy.No 105/2B,Devpur (West Karbi Anglong),1196.95,Agricultural,Private,5,0,1,Rejected,Identified,Pending,Disputed,1
PARCEL-0011005,LG-001085,Sy.No 101/1A,Govindpur (Charaideo),1067.75,Barren,Government,2,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0011006,LG-001085,Sy.No 102/1A,Shivpur (Charaideo),1067.75,Residential,Private,2,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0011007,LG-001085,Sy.No 103/1A,Rampur (Charaideo),1067.75,Barren,Government,5,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0011008,LG-001085,Sy.No 104/4D,Anandpur (Charaideo),1067.75,Commercial,Government,5,1,1,Verified,Transferred,In Progress,Approved,1
PARCEL-0011009,LG-001085,Sy.No 105/2B,Devpur (Charaideo),1067.75,Residential,Community,1,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0011010,LG-001085,Sy.No 106/1A,Bhavanipur (Charaideo),1067.75,Barren,Government,1,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0011011,LG-001086,Sy.No 101/3C,Devpur (Shahid Bhagat Singh Nagar),719.99,Residential,Government,4,1,1,Pending,Identified,Pending,Disputed,1
PARCEL-0011012,LG-001086,Sy.No 102/3C,Kalyanpur (Shahid Bhagat Singh Nagar),719.99,Agricultural,Private,5,1,1,Missing,Identified,Pending,Disputed,1
PARCEL-0011013,LG-001086,Sy.No 103/4D,Haripur (Shahid Bhagat Singh Nagar),719.99,Residential,Government,4,0,0,Missing,Surveyed,Pending,Pending,0
PARCEL-0011014,LG-001086,Sy.No 104/1A,Kishanpur (Shahid Bhagat Singh Nagar),719.99,Commercial,Community,2,1,1,Rejected,Surveyed,Pending,Disputed,1
PARCEL-0011015,LG-001086,Sy.No 105/4D,Bhavanipur (Shahid Bhagat Singh Nagar),719.99,Agricultural,Private,3,1,0,Rejected,Surveyed,Pending,Pending,0
PARCEL-0011016,LG-001086,Sy.No 106/1A,Nandpur (Shahid Bhagat Singh Nagar),719.99,Commercial,Community,4,0,1,Pending,Identified,Pending,Disputed,1
PARCEL-0011017,LG-001086,Sy.No 107/2B,Bhavanipur (Shahid Bhagat Singh Nagar),719.99,Agricultural,Government,3,1,1,Pending,Surveyed,Pending,Disputed,1
PARCEL-0011018,LG-001086,Sy.No 108/1A,Anandpur (Shahid Bhagat Singh Nagar),719.99,Commercial,Government,3,1,0,Pending,Identified,Pending,Pending,0
PARCEL-0011019,LG-001086,Sy.No 109/1A,Fatehpur (Shahid Bhagat Singh Nagar),719.99,Commercial,Community,5,1,0,Pending,Identified,Pending,Pending,0
PARCEL-0011020,LG-001086,Sy.No 110/3C,Gopalpur (Shahid Bhagat Singh Nagar),719.99,Agricultural,Government,4,0,0,Pending,Surveyed,Pending,Pending,0
PARCEL-0011021,LG-001086,Sy.No 111/4D,Anandpur (Shahid Bhagat Singh Nagar),719.99,Residential,Government,5,1,1,Missing,Surveyed,Pending,Disputed,1
PARCEL-0011022,LG-001086,Sy.No 112/1A,Kishanpur (Shahid Bhagat Singh Nagar),719.99,Residential,Private,3,1,0,Pending,Surveyed,Pending,Pending,0
PARCEL-0011023,LG-001087,Sy.No 101/2B,Kishanpur (Baran),560.82,Agricultural,Community,5,0,0,Pending,Identified,Pending,Pending,0
PARCEL-0011024,LG-001087,Sy.No 102/2B,Devpur (Baran),560.82,Commercial,Private,3,0,1,Rejected,Identified,Pending,Disputed,1
PARCEL-0011025,LG-001087,Sy.No 103/1A,Govindpur (Baran),560.82,Agricultural,Government,5,1,1,Pending,Identified,Pending,Disputed,1
PARCEL-0011026,LG-001087,Sy.No 104/2B,Fatehpur (Baran),560.82,Barren,Community,1,1,0,Pending,Surveyed,Pending,Pending,0
PARCEL-0011027,LG-001087,Sy.No 105/3C,Anandpur (Baran),560.82,Agricultural,Government,4,1,1,Missing,Identified,Pending,Disputed,1
PARCEL-0011028,LG-001087,Sy.No 106/1A,Kishanpur (Baran),560.82,Agricultural,Private,3,0,0,Missing,Identified,Pending,Pending,0
PARCEL-0011029,LG-001087,Sy.No 107/2B,Haripur (Baran),560.82,Barren,Government,4,0,1,Pending,Surveyed,Pending,Disputed,1
