admin_id,project_id,department,officer_workload,active_case_count,pending_case_count,staff_available,average_processing_days,approval_backlog,historical_delay_rate,coordination_score
ADM-0003417,LG-000953,Environmental Cell,Medium,12,30,9,34,10,0.28,8.9
ADM-0003418,LG-000954,Revenue Department,High,37,25,2,83,19,0.49,3.3
ADM-0003419,LG-000954,Land Records Cell,High,42,28,12,73,17,0.41,3.6
ADM-0003420,LG-000955,Revenue Department,High,31,16,6,86,28,0.68,3.8
ADM-0003421,LG-000955,Land Records Cell,High,47,8,9,119,28,0.43,2.7
ADM-0003422,LG-000955,Environmental Cell,High,12,21,5,62,39,0.57,2.7
ADM-0003423,LG-000955,Public Works Dept,High,43,22,4,50,23,0.72,4.6
ADM-0003424,LG-000956,Revenue Department,Medium,10,13,8,38,8,0.29,9.5
ADM-0003425,LG-000956,Land Records Cell,Medium,43,16,15,39,8,0.34,9.7
ADM-0003426,LG-000957,Revenue Department,High,15,11,7,53,17,0.47,2.1
ADM-0003427,LG-000957,Land Records Cell,High,39,7,11,62,36,0.61,2.5
ADM-0003428,LG-000957,Environmental Cell,High,44,7,15,50,16,0.48,2.0
ADM-0003429,LG-000958,Revenue Department,Medium,14,12,9,10,0,0.25,6.8
ADM-0003430,LG-000958,Land Records Cell,Medium,28,24,15,26,10,0.18,7.5
ADM-0003431,LG-000959,Revenue Department,Medium,35,29,2,38,1,0.17,8.2
ADM-0003432,LG-000959,Land Records Cell,Medium,47,21,7,20,0,0.33,7.3
ADM-0003433,LG-000959,Environmental Cell,Medium,32,28,7,35,8,0.24,7.7
ADM-0003434,LG-000959,Public Works Dept,Medium,11,9,5,13,0,0.1,6.6
ADM-0003435,LG-000959,Irrigation Department,Medium,14,29,7,29,7,0.29,7.2
ADM-0003436,LG-000960,Revenue Department,High,29,6,3,118,39,0.73,2.1
ADM-0003437,LG-000960,Land Records Cell,High,29,16,11,110,38,0.43,2.2
ADM-0003438,LG-000961,Revenue Department,Medium,20,22,6,30,6,0.19,9.4
ADM-0003439,LG-000961,Land Records Cell,Medium,14,15,3,26,5,0.3,9.1
ADM-0003440,LG-000962,Revenue Department,Medium,32,26,14,18,2,0.35,6.5
ADM-0003441,LG-000962,Land Records Cell,Medium,36,21,15,22,1,0.32,7.6
ADM-0003442,LG-000963,Revenue Department,High,47,30,10,54,28,0.72,4.0
ADM-0003443,LG-000963,Land Records Cell,High,39,25,7,87,10,0.82,2.7
ADM-0003444,LG-000963,Environmental Cell,High,24,19,15,75,19,0.62,4.1
ADM-0003445,LG-000963,Public Works Dept,High,42,18,7,76,26,0.72,2.2
ADM-0003446,LG-000964,Revenue Department,High,42,11,7,81,27,0.8,2.3
ADM-0003447,LG-000964,Land Records Cell,High,28,12,2,62,24,0.65,4.6
ADM-0003448,LG-000965,Revenue Department,Medium,39,25,5,23,4,0.26,8.8
ADM-0003449,LG-000965,Land Records Cell,Medium,16,5,15,18,8,0.28,7.9
ADM-0003450,LG-000966,Revenue Department,Medium,13,11,10,13,4,0.13,7.4
ADM-0003451,LG-000966,Land Records Cell,Medium,26,13,13,31,8,0.23,8.4
ADM-0003452,LG-000966,Environmental Cell,Medium,37,14,12,40,10,0.17,7.2
ADM-0003453,LG-000966,Public Works Dept,Medium,14,5,4,16,4,0.19,8.4
ADM-0003454,LG-000966,Irrigation Department,Medium,41,11,14,35,8,0.24,8.7
ADM-0003455,LG-000967,Revenue Department,Medium,29,18,14,17,1,0.07,9.2
ADM-0003456,LG-000967,Land Records Cell,Medium,39,21,6,27,7,0.29,7.4
ADM-0003457,LG-000968,Revenue Department,High,34,5,12,94,16,0.47,3.9
ADM-0003458,LG-000968,Land Records Cell,High,35,16,6,116,15,0.42,4.1
ADM-0003459,LG-000968,Environmental Cell,High,43,20,8,84,26,0.58,3.9
ADM-0003460,LG-000969,Revenue Department,High,50,28,2,95,17,0.69,2.5
ADM-0003461,LG-000969,Land Records Cell,High,23,29,4,49,37,0.43,4.9
ADM-0003462,LG-000969,Environmental Cell,High,15,21,7,112,10,0.46,3.9
ADM-0003463,LG-000970,Revenue Department,Medium,26,9,11,35,10,0.25,6.7
ADM-0003464,LG-000970,Land Records Cell,Medium,50,25,13,31,5,0.2,9.1
ADM-0003465,LG-000970,Environmental Cell,Medium,27,6,10,24,4,0.13,8.3
ADM-0003466,LG-000971,Revenue Department,High,12,5,12,117,25,0.61,3.3
ADM-0003467,LG-000971,Land Records Cell,High,31,14,4,74,23,0.45,4.6
ADM-0003468,LG-000971,Environmental Cell,High,15,6,13,104,23,0.84,2.6
ADM-0003469,LG-000972,Revenue Department,High,39,29,4,58,34,0.45,4.8
ADM-0003470,LG-000972,Land Records Cell,High,34,22,4,84,22,0.61,4.0
ADM-0003471,LG-000973,Revenue Department,Medium,32,5,13,22,5,0.19,9.3
ADM-0003472,LG-000973,Land Records Cell,Medium,33,12,6,13,8,0.24,7.5
ADM-0003473,LG-000973,Environmental Cell,Medium,15,30,2,15,5,0.25,7.8
ADM-0003474,LG-000973,Public Works Dept,Medium,26,20,5,30,4,0.25,6.8
ADM-0003475,LG-000974,Revenue Department,Medium,26,24,11,29,1,0.21,7.5
ADM-0003476,LG-000974,Land Records Cell,Medium,28,24,12,21,1,0.17,9.3
ADM-0003477,LG-000975,Revenue Department,Medium,26,6,12,26,1,0.06,6.6
ADM-0003478,LG-000975,Land Records Cell,Medium,31,17,12,13,5,0.08,8.9
ADM-0003479,LG-000975,Environmental Cell,Medium,17,9,13,23,1,0.18,9.6
ADM-0003480,LG-000975,Public Works Dept,Medium,36,8,13,40,9,0.06,8.5
ADM-0003481,LG-000976,Revenue Department,Medium,31,22,11,17,8,0.1,6.8
ADM-0003482,LG-000976,Land Records Cell,Medium,21,7,7,38,4,0.18,9.2
ADM-0003483,LG-000976,Environmental Cell,Medium,36,7,6,31,3,0.11,8.9
ADM-0003484,LG-000976,Public Works Dept,Medium,48,9,9,26,3,0.33,8.6
ADM-0003485,LG-000976,Irrigation Department,Medium,42,19,12,40,7,0.28,8.3
ADM-0003486,LG-000977,Revenue Department,Medium,23,24,10,17,10,0.34,7.8
ADM-0003487,LG-000977,Land Records Cell,Medium,46,16,13,12,1,0.08,6.6
ADM-0003488,LG-000977,Environmental Cell,Medium,39,27,9,37,8,0.23,6.7
ADM-0003489,LG-000977,Public Works Dept,Medium,29,18,3,21,10,0.19,8.2
ADM-0003490,LG-000977,Irrigation Department,Medium,24,15,15,16,8,0.14,7.0
ADM-0003491,LG-000978,Revenue Department,Medium,41,28,10,40,5,0.23,8.8
ADM-0003492,LG-000978,Land Records Cell,Medium,20,21,10,16,0,0.22,7.4
ADM-0003493,LG-000979,Revenue Department,Medium,31,16,15,32,1,0.14,7.7
ADM-0003494,LG-000979,Land Records Cell,Medium,21,30,15,26,9,0.29,8.9
ADM-0003495,LG-000980,Revenue Department,Medium,41,14,5,22,7,0.35,8.7
ADM-0003496,LG-000980,Land Records Cell,Medium,30,15,6,13,4,0.33,7.6
ADM-0003497,LG-000981,Revenue Department,Medium,46,28,15,29,10,0.35,8.1
ADM-0003498,LG-000981,Land Records Cell,Medium,24,5,5,14,8,0.06,7.6
ADM-0003499,LG-000981,Environmental Cell,Medium,16,15,9,13,9,0.3,6.5
ADM-0003500,LG-000982,Revenue Department,Medium,16,15,5,32,7,0.1,8.2
ADM-0003501,LG-000982,Land Records Cell,Medium,44,15,9,34,10,0.28,7.2
ADM-0003502,LG-000983,Revenue Department,Medium,13,21,5,35,4,0.1,7.5
ADM-0003503,LG-000983,Land Records Cell,Medium,18,24,2,31,3,0.17,8.5
ADM-0003504,LG-000983,Environmental Cell,Medium,33,6,8,28,1,0.34,9.6
ADM-0003505,LG-000984,Revenue Department,Medium,12,12,4,30,9,0.09,8.2
ADM-0003506,LG-000984,Land Records Cell,Medium,13,7,5,25,9,0.2,7.9
ADM-0003507,LG-000984,Environmental Cell,Medium,26,15,7,30,10,0.3,9.5
ADM-0003508,LG-000985,Revenue Department,Medium,38,28,6,14,5,0.09,7.4
ADM-0003509,LG-000985,Land Records Cell,Medium,36,7,6,28,7,0.26,9.7
ADM-0003510,LG-000986,Revenue Department,Medium,40,14,12,29,1,0.17,7.1
ADM-0003511,LG-000986,Land Records Cell,Medium,41,10,5,25,2,0.26,9.6
ADM-0003512,LG-000986,Environmental Cell,Medium,45,17,7,29,7,0.33,7.2
ADM-0003513,LG-000986,Public Works Dept,Medium,36,24,4,23,1,0.21,8.7
ADM-0003514,LG-000987,Revenue Department,Medium,38,27,8,40,0,0.14,8.3
ADM-0003515,LG-000987,Land Records Cell,Medium,48,8,3,11,7,0.31,9.1
ADM-0003516,LG-000987,Environmental Cell,Medium,10,25,14,28,1,0.27,7.2
ADM-0003517,LG-000987,Public Works Dept,Medium,17,30,8,34,7,0.24,8.8
ADM-0003518,LG-000987,Irrigation Department,Medium,27,28,9,11,3,0.15,9.6
ADM-0003519,LG-000988,Revenue Department,Medium,19,21,2,39,2,0.29,7.7
ADM-0003520,LG-000988,Land Records Cell,Medium,46,23,6,20,9,0.16,7.1
ADM-0003521,LG-000988,Environmental Cell,Medium,28,22,13,27,6,0.3,7.2
ADM-0003522,LG-000988,Public Works Dept,Medium,47,18,10,17,10,0.24,9.3
ADM-0003523,LG-000989,Revenue Department,Medium,37,17,12,11,2,0.27,6.8
ADM-0003524,LG-000989,Land Records Cell,Medium,37,16,3,24,5,0.24,8.8
ADM-0003525,LG-000989,Environmental Cell,Medium,11,23,4,22,1,0.3,9.2
ADM-0003526,LG-000989,Public Works Dept,Medium,32,8,12,36,9,0.25,9.2
ADM-0003527,LG-000989,Irrigation Department,Medium,38,24,10,30,7,0.33,6.7
ADM-0003528,LG-000990,Revenue Department,Medium,22,20,7,31,2,0.32,9.7
ADM-0003529,LG-000990,Land Records Cell,Medium,12,7,7,16,5,0.07,8.7
ADM-0003530,LG-000990,Environmental Cell,Medium,40,9,11,35,9,0.26,8.1
ADM-0003531,LG-000991,Revenue Department,Medium,12,5,3,38,10,0.16,8.1
ADM-0003532,LG-000991,Land Records Cell,Medium,35,14,13,32,9,0.26,8.6
ADM-0003533,LG-000991,Environmental Cell,Medium,31,21,4,39,9,0.31,7.5
ADM-0003534,LG-000992,Revenue Department,High,33,8,4,48,22,0.61,4.2
ADM-0003535,LG-000992,Land Records Cell,High,33,6,7,55,34,0.68,2.3
ADM-0003536,LG-000992,Environmental Cell,High,42,16,7,52,40,0.43,3.0
ADM-0003537,LG-000992,Public Works Dept,High,13,27,10,119,25,0.42,4.5
ADM-0003538,LG-000993,Revenue Department,Medium,17,21,5,12,9,0.05,8.3
ADM-0003539,LG-000993,Land Records Cell,Medium,40,10,14,39,4,0.3,9.2
ADM-0003540,LG-000993,Environmental Cell,Medium,39,15,10,31,0,0.22,7.9
ADM-0003541,LG-000993,Public Works Dept,Medium,38,13,8,27,1,0.15,8.0
ADM-0003542,LG-000993,Irrigation Department,Medium,42,6,8,26,2,0.21,7.2
ADM-0003543,LG-000994,Revenue Department,High,35,17,13,82,36,0.46,3.2
ADM-0003544,LG-000994,Land Records Cell,High,30,14,5,114,26,0.63,3.7
ADM-0003545,LG-000994,Environmental Cell,High,31,26,14,102,13,0.69,3.1
ADM-0003546,LG-000994,Public Works Dept,High,15,18,2,101,20,0.74,4.8
ADM-0003547,LG-000995,Revenue Department,Medium,25,14,5,18,7,0.15,9.2
ADM-0003548,LG-000995,Land Records Cell,Medium,38,27,12,24,2,0.1,6.7
ADM-0003549,LG-000995,Environmental Cell,Medium,16,15,3,14,6,0.13,8.2
ADM-0003550,LG-000996,Revenue Department,High,26,11,11,115,40,0.43,3.3
ADM-0003551,LG-000996,Land Records Cell,High,21,22,15,117,14,0.71,4.7
ADM-0003552,LG-000996,Environmental Cell,High,45,8,10,88,15,0.81,4.8
ADM-0003553,LG-000996,Public Works Dept,High,31,20,2,81,40,0.67,2.7
ADM-0003554,LG-000997,Revenue Department,Medium,16,22,6,13,10,0.28,7.5
ADM-0003555,LG-000997,Land Records Cell,Medium,45,27,5,15,2,0.1,8.6
ADM-0003556,LG-000997,Environmental Cell,Medium,50,21,14,39,0,0.18,7.7
ADM-0003557,LG-000997,Public Works Dept,Medium,10,28,12,19,9,0.35,8.7
ADM-0003558,LG-000998,Revenue Department,Medium,31,20,13,12,8,0.11,8.5
ADM-0003559,LG-000998,Land Records Cell,Medium,20,19,8,14,8,0.31,8.3
ADM-0003560,LG-000998,Environmental Cell,Medium,48,5,6,22,1,0.23,8.8
ADM-0003561,LG-000999,Revenue Department,High,14,14,3,84,11,0.44,3.1
ADM-0003562,LG-000999,Land Records Cell,High,35,30,11,82,32,0.62,4.4
ADM-0003563,LG-000999,Environmental Cell,High,13,11,4,67,30,0.5,2.5
ADM-0003564,LG-000999,Public Works Dept,High,44,11,11,62,25,0.67,2.6
ADM-0003565,LG-001000,Revenue Department,Medium,34,19,14,33,3,0.23,9.4
ADM-0003566,LG-001000,Land Records Cell,Medium,23,19,8,21,9,0.24,9.0
ADM-0003567,LG-001000,Environmental Cell,Medium,20,22,2,25,0,0.06,9.1
ADM-0003568,LG-001000,Public Works Dept,Medium,43,9,12,18,8,0.17,7.0
ADM-0003569,LG-001000,Irrigation Department,Medium,49,15,14,13,2,0.18,8.5
ADM-0003570,LG-001001,Revenue Department,High,48,17,8,70,23,0.76,2.1
ADM-0003571,LG-001001,Land Records Cell,High,11,9,2,94,23,0.56,3.1
ADM-0003572,LG-001001,Environmental Cell,High,24,20,3,114,28,0.51,3.9
ADM-0003573,LG-001001,Public Works Dept,High,11,12,4,49,10,0.48,2.7
ADM-0003574,LG-001001,Irrigation Department,High,50,25,11,71,12,0.47,3.9
ADM-0003575,LG-001002,Revenue Department,High,20,22,13,79,18,0.63,2.2
ADM-0003576,LG-001002,Land Records Cell,High,12,29,3,45,38,0.75,2.7
ADM-0003577,LG-001002,Environmental Cell,High,13,11,14,62,39,0.74,3.2
ADM-0003578,LG-001002,Public Works Dept,High,44,20,12,89,19,0.67,3.3
ADM-0003579,LG-001003,Revenue Department,Medium,33,16,7,34,5,0.09,8.9
ADM-0003580,LG-001003,Land Records Cell,Medium,33,21,4,14,5,0.24,8.1
ADM-0003581,LG-001003,Environmental Cell,Medium,35,20,3,33,8,0.09,7.2
ADM-0003582,LG-001004,Revenue Department,High,50,15,5,58,31,0.46,4.3
ADM-0003583,LG-001004,Land Records Cell,High,21,7,13,105,35,0.41,4.5
ADM-0003584,LG-001004,Environmental Cell,High,40,21,9,50,27,0.66,2.7
ADM-0003585,LG-001004,Public Works Dept,High,12,25,10,114,26,0.59,3.7
ADM-0003586,LG-001005,Revenue Department,Medium,19,16,3,37,10,0.11,8.7
ADM-0003587,LG-001005,Land Records Cell,Medium,32,30,14,24,8,0.3,7.1
ADM-0003588,LG-001005,Environmental Cell,Medium,26,12,13,25,6,0.16,8.7
ADM-0003589,LG-001006,Revenue Department,Medium,43,21,11,29,0,0.3,7.5
ADM-0003590,LG-001006,Land Records Cell,Medium,19,24,4,30,6,0.05,7.2
ADM-0003591,LG-001006,Environmental Cell,Medium,20,6,6,14,8,0.16,7.1
ADM-0003592,LG-001007,Revenue Department,High,36,5,12,99,24,0.76,2.9
ADM-0003593,LG-001007,Land Records Cell,High,31,25,11,82,21,0.78,4.8
ADM-0003594,LG-001007,Environmental Cell,High,26,6,15,110,35,0.52,2.9
ADM-0003595,LG-001007,Public Works Dept,High,26,28,14,101,12,0.78,3.1
ADM-0003596,LG-001008,Revenue Department,Medium,44,6,7,20,7,0.19,9.7
ADM-0003597,LG-001008,Land Records Cell,Medium,37,22,9,40,1,0.24,8.4
ADM-0003598,LG-001008,Environmental Cell,Medium,25,12,15,40,6,0.25,8.4
ADM-0003599,LG-001009,Revenue Department,Medium,37,21,11,16,8,0.32,9.4
ADM-0003600,LG-001009,Land Records Cell,Medium,19,9,13,21,9,0.3,7.5
ADM-0003601,LG-001010,Revenue Department,High,14,11,14,58,10,0.41,4.9
ADM-0003602,LG-001010,Land Records Cell,High,21,30,11,67,32,0.5,2.2
ADM-0003603,LG-001010,Environmental Cell,High,40,22,7,83,26,0.72,4.7
ADM-0003604,LG-001011,Revenue Department,High,40,9,14,92,15,0.71,2.6
ADM-0003605,LG-001011,Land Records Cell,High,47,18,13,83,19,0.56,4.8
ADM-0003606,LG-001011,Environmental Cell,High,41,20,11,58,34,0.53,4.5
ADM-0003607,LG-001012,Revenue Department,Medium,28,14,2,30,9,0.16,7.2
ADM-0003608,LG-001012,Land Records Cell,Medium,14,13,14,20,3,0.28,8.4
ADM-0003609,LG-001012,Environmental Cell,Medium,40,21,3,23,2,0.26,9.1
ADM-0003610,LG-001012,Public Works Dept,Medium,46,13,7,22,1,0.05,8.1
ADM-0003611,LG-001012,Irrigation Department,Medium,26,19,13,27,6,0.24,8.3
ADM-0003612,LG-001013,Revenue Department,Medium,37,12,12,32,6,0.23,9.4
ADM-0003613,LG-001013,Land Records Cell,Medium,27,25,9,33,3,0.29,7.6
ADM-0003614,LG-001013,Environmental Cell,Medium,47,12,4,36,6,0.17,8.9
ADM-0003615,LG-001013,Public Works Dept,Medium,11,10,2,18,0,0.18,9.0
ADM-0003616,LG-001013,Irrigation Department,Medium,40,29,7,27,9,0.06,9.0
ADM-0003617,LG-001014,Revenue Department,High,17,20,11,45,12,0.59,2.9
ADM-0003618,LG-001014,Land Records Cell,High,44,22,9,62,37,0.65,4.9
ADM-0003619,LG-001014,Environmental Cell,High,17,25,8,107,33,0.78,2.3
ADM-0003620,LG-001014,Public Works Dept,High,21,30,3,57,10,0.84,3.3
ADM-0003621,LG-001014,Irrigation Department,High,25,16,3,47,37,0.78,4.4
ADM-0003622,LG-001015,Revenue Department,High,43,24,15,99,11,0.74,4.0
ADM-0003623,LG-001015,Land Records Cell,High,14,8,5,102,18,0.78,4.9
ADM-0003624,LG-001015,Environmental Cell,High,23,16,13,92,27,0.65,4.2
ADM-0003625,LG-001015,Public Works Dept,High,49,20,8,117,23,0.8,3.7
ADM-0003626,LG-001015,Irrigation Department,High,15,21,11,76,32,0.49,2.3
ADM-0003627,LG-001016,Revenue Department,High,39,26,8,80,31,0.48,3.1
ADM-0003628,LG-001016,Land Records Cell,High,22,12,14,67,12,0.56,4.9
ADM-0003629,LG-001016,Environmental Cell,High,33,13,6,73,36,0.45,2.3
ADM-0003630,LG-001016,Public Works Dept,High,29,13,8,70,13,0.42,2.6
ADM-0003631,LG-001017,Revenue Department,Medium,20,7,6,29,8,0.34,7.5
ADM-0003632,LG-001017,Land Records Cell,Medium,25,8,8,22,0,0.19,7.0
ADM-0003633,LG-001018,Revenue Department,High,46,14,13,106,30,0.8,2.8
ADM-0003634,LG-001018,Land Records Cell,High,50,30,14,102,34,0.63,2.5
ADM-0003635,LG-001018,Environmental Cell,High,18,28,8,87,14,0.68,4.1
ADM-0003636,LG-001019,Revenue Department,Medium,28,26,10,29,3,0.32,7.0
ADM-0003637,LG-001019,Land Records Cell,Medium,48,24,6,34,2,0.19,8.1
ADM-0003638,LG-001020,Revenue Department,Medium,21,27,2,38,6,0.3,9.3
ADM-0003639,LG-001020,Land Records Cell,Medium,39,11,2,15,3,0.1,6.9
ADM-0003640,LG-001020,Environmental Cell,Medium,18,14,11,19,5,0.15,7.5
ADM-0003641,LG-001020,Public Works Dept,Medium,14,6,9,14,4,0.07,7.8
ADM-0003642,LG-001021,Revenue Department,High,33,23,15,119,15,0.83,3.3
ADM-0003643,LG-001021,Land Records Cell,High,41,30,9,79,34,0.42,3.3
ADM-0003644,LG-001021,Environmental Cell,High,22,23,14,50,29,0.55,2.6
ADM-0003645,LG-001022,Revenue Department,Medium,24,28,10,16,10,0.26,9.1
ADM-0003646,LG-001022,Land Records Cell,Medium,44,14,4,32,6,0.33,7.8
ADM-0003647,LG-001023,Revenue Department,High,17,12,10,52,16,0.46,2.2
ADM-0003648,LG-001023,Land Records Cell,High,40,22,10,94,32,0.45,4.6
ADM-0003649,LG-001023,Environmental Cell,High,45,23,2,104,17,0.67,2.1
ADM-0003650,LG-001024,Revenue Department,Medium,15,16,12,29,3,0.17,9.5
ADM-0003651,LG-001024,Land Records Cell,Medium,38,15,13,40,7,0.12,8.9
ADM-0003652,LG-001025,Revenue Department,High,48,26,15,105,11,0.47,2.0
ADM-0003653,LG-001025,Land Records Cell,High,25,21,14,47,20,0.49,3.3
ADM-0003654,LG-001025,Environmental Cell,High,19,30,13,102,26,0.72,3.8
ADM-0003655,LG-001026,Revenue Department,Medium,49,17,9,17,1,0.27,8.9
ADM-0003656,LG-001026,Land Records Cell,Medium,13,12,11,36,10,0.2,9.0
ADM-0003657,LG-001026,Environmental Cell,Medium,27,6,7,13,2,0.29,7.6
ADM-0003658,LG-001026,Public Works Dept,Medium,23,13,4,25,1,0.26,6.9
ADM-0003659,LG-001026,Irrigation Department,Medium,26,13,8,32,2,0.29,6.7
ADM-0003660,LG-001027,Revenue Department,Medium,12,20,7,39,8,0.18,7.1
ADM-0003661,LG-001027,Land Records Cell,Medium,19,10,5,34,7,0.06,7.0
ADM-0003662,LG-001027,Environmental Cell,Medium,14,22,2,21,5,0.06,8.3
ADM-0003663,LG-001027,Public Works Dept,Medium,16,14,14,12,4,0.15,8.0
ADM-0003664,LG-001027,Irrigation Department,Medium,17,25,15,29,0,0.35,8.4
ADM-0003665,LG-001028,Revenue Department,High,23,14,11,76,23,0.6,2.8
ADM-0003666,LG-001028,Land Records Cell,High,41,12,10,53,35,0.78,2.5
ADM-0003667,LG-001028,Environmental Cell,High,14,28,8,71,14,0.63,4.4
ADM-0003668,LG-001028,Public Works Dept,High,39,27,12,114,32,0.68,2.6
ADM-0003669,LG-001029,Revenue Department,Medium,42,21,7,24,9,0.09,8.6
ADM-0003670,LG-001029,Land Records Cell,Medium,37,25,9,24,9,0.14,7.5
ADM-0003671,LG-001029,Environmental Cell,Medium,30,14,7,23,3,0.07,6.6
ADM-0003672,LG-001030,Revenue Department,Medium,27,9,11,18,10,0.12,8.8
ADM-0003673,LG-001030,Land Records Cell,Medium,49,7,4,29,8,0.24,7.9
ADM-0003674,LG-001031,Revenue Department,Medium,42,25,12,39,7,0.21,8.3
ADM-0003675,LG-001031,Land Records Cell,Medium,27,23,8,22,3,0.1,7.5
ADM-0003676,LG-001031,Environmental Cell,Medium,50,17,8,26,2,0.08,6.9
ADM-0003677,LG-001032,Revenue Department,Medium,38,13,6,22,9,0.17,7.0
ADM-0003678,LG-001032,Land Records Cell,Medium,36,8,9,13,7,0.29,9.5
ADM-0003679,LG-001032,Environmental Cell,Medium,15,30,8,13,6,0.07,8.9
ADM-0003680,LG-001032,Public Works Dept,Medium,40,26,8,20,2,0.25,8.7
ADM-0003681,LG-001032,Irrigation Department,Medium,23,8,10,19,0,0.27,8.7
ADM-0003682,LG-001033,Revenue Department,Medium,29,27,5,24,5,0.12,7.1
ADM-0003683,LG-001033,Land Records Cell,Medium,30,8,4,12,5,0.18,7.3
ADM-0003684,LG-001034,Revenue Department,Medium,33,20,3,12,9,0.3,7.4
ADM-0003685,LG-001034,Land Records Cell,Medium,25,7,6,19,1,0.1,9.1
ADM-0003686,LG-001034,Environmental Cell,Medium,15,26,10,13,2,0.17,9.4
ADM-0003687,LG-001035,Revenue Department,Medium,18,17,7,18,6,0.07,8.8
ADM-0003688,LG-001035,Land Records Cell,Medium,46,6,13,15,0,0.18,7.1
ADM-0003689,LG-001035,Environmental Cell,Medium,14,30,9,39,4,0.28,7.0
ADM-0003690,LG-001035,Public Works Dept,Medium,23,13,8,34,10,0.05,8.9
ADM-0003691,LG-001035,Irrigation Department,Medium,32,10,2,27,9,0.34,8.0
ADM-0003692,LG-001036,Revenue Department,Medium,32,13,10,16,10,0.08,9.5
ADM-0003693,LG-001036,Land Records Cell,Medium,35,27,8,15,6,0.1,9.4
ADM-0003694,LG-001036,Environmental Cell,Medium,49,14,3,32,9,0.1,9.1
ADM-0003695,LG-001036,Public Works Dept,Medium,19,10,8,30,5,0.24,9.3
ADM-0003696,LG-001037,Revenue Department,Medium,13,25,4,28,8,0.14,7.4
ADM-0003697,LG-001037,Land Records Cell,Medium,20,20,7,24,7,0.32,8.1
ADM-0003698,LG-001037,Environmental Cell,Medium,39,12,15,26,6,0.29,6.6
ADM-0003699,LG-001037,Public Works Dept,Medium,44,26,8,29,1,0.17,8.9
ADM-0003700,LG-001037,Irrigation Department,Medium,40,8,15,33,6,0.21,8.8
ADM-0003701,LG-001038,Revenue Department,Medium,42,12,12,26,10,0.24,7.5
ADM-0003702,LG-001038,Land Records Cell,Medium,42,10,13,29,0,0.21,7.1
ADM-0003703,LG-001038,Environmental Cell,Medium,13,23,7,32,9,0.22,8.1
ADM-0003704,LG-001039,Revenue Department,Medium,49,11,4,18,7,0.27,8.3
ADM-0003705,LG-001039,Land Records Cell,Medium,20,8,14,40,9,0.19,7.3
ADM-0003706,LG-001039,Environmental Cell,Medium,46,26,9,35,7,0.26,9.8
ADM-0003707,LG-001039,Public Works Dept,Medium,20,18,4,29,9,0.31,7.4
ADM-0003708,LG-001040,Revenue Department,Medium,48,8,8,18,10,0.07,7.6
ADM-0003709,LG-001040,Land Records Cell,Medium,39,29,11,27,8,0.07,9.6
ADM-0003710,LG-001040,Environmental Cell,Medium,37,17,12,34,10,0.34,6.6
ADM-0003711,LG-001041,Revenue Department,High,37,13,13,82,36,0.7,4.4
ADM-0003712,LG-001041,Land Records Cell,High,25,12,11,95,34,0.51,3.9
ADM-0003713,LG-001042,Revenue Department,Medium,42,21,13,32,1,0.08,7.8
ADM-0003714,LG-001042,Land Records Cell,Medium,39,6,4,29,1,0.24,9.1
ADM-0003715,LG-001042,Environmental Cell,Medium,25,22,14,13,1,0.31,8.2
ADM-0003716,LG-001043,Revenue Department,Medium,23,6,9,26,1,0.05,8.4
ADM-0003717,LG-001043,Land Records Cell,Medium,21,19,2,16,0,0.32,8.8
ADM-0003718,LG-001044,Revenue Department,Medium,26,9,11,40,9,0.13,7.2
ADM-0003719,LG-001044,Land Records Cell,Medium,14,29,4,21,3,0.08,7.1
ADM-0003720,LG-001044,Environmental Cell,Medium,30,17,11,10,9,0.15,8.2
ADM-0003721,LG-001044,Public Works Dept,Medium,29,24,6,20,1,0.34,7.7
ADM-0003722,LG-001044,Irrigation Department,Medium,41,17,11,30,6,0.23,8.7
ADM-0003723,LG-001045,Revenue Department,High,34,16,12,94,16,0.48,4.0
ADM-0003724,LG-001045,Land Records Cell,High,44,26,7,53,17,0.83,3.5
ADM-0003725,LG-001046,Revenue Department,Medium,49,10,10,36,3,0.28,7.6
ADM-0003726,LG-001046,Land Records Cell,Medium,19,8,6,28,9,0.13,9.7
ADM-0003727,LG-001046,Environmental Cell,Medium,36,22,7,27,9,0.3,7.4
ADM-0003728,LG-001046,Public Works Dept,Medium,44,5,10,15,9,0.24,7.6
ADM-0003729,LG-001047,Revenue Department,High,40,17,8,53,19,0.55,3.7
ADM-0003730,LG-001047,Land Records Cell,High,38,21,15,109,21,0.69,3.3
ADM-0003731,LG-001047,Environmental Cell,High,32,27,2,81,22,0.72,3.4
ADM-0003732,LG-001047,Public Works Dept,High,18,12,8,100,19,0.41,3.3
ADM-0003733,LG-001048,Revenue Department,Medium,34,9,2,29,4,0.1,6.8
ADM-0003734,LG-001048,Land Records Cell,Medium,19,22,5,33,3,0.11,9.0
ADM-0003735,LG-001048,Environmental Cell,Medium,22,26,5,14,5,0.22,6.9
ADM-0003736,LG-001049,Revenue Department,Medium,11,12,3,27,4,0.06,6.8
ADM-0003737,LG-001049,Land Records Cell,Medium,31,26,14,23,0,0.25,7.7
ADM-0003738,LG-001049,Environmental Cell,Medium,31,18,12,40,4,0.3,6.7
ADM-0003739,LG-001049,Public Works Dept,Medium,37,16,4,35,4,0.25,8.6
