dispute_id,project_id,case_type,filing_date,resolution_date,case_status,pending_days,court_level,case_severity
LEG-0003237,LG-001014,Title Dispute,2025-09-14,,Pending,289,District Court,Critical
LEG-0003238,LG-001014,Title Dispute,2025-02-09,,Pending,506,High Court,Critical
LEG-0003239,LG-001014,R&R Dispute,2025-01-14,2025-06-15,Resolved,0,High Court,Critical
LEG-0003240,LG-001014,Compensation Amount Dispute,2024-12-30,,Pending,547,Revenue Tribunal,Critical
LEG-0003241,LG-001014,R&R Dispute,2025-02-23,,Stay Order Issued,492,District Court,Critical
LEG-0003242,LG-001014,Title Dispute,2025-09-11,,Under Hearing,292,District Court,Critical
LEG-0003243,LG-001014,R&R Dispute,2025-05-07,,Pending,419,District Court,Critical
LEG-0003244,LG-001014,Encroachment,2025-09-21,,Under Hearing,282,Revenue Tribunal,Critical
LEG-0003245,LG-001014,Encroachment,2025-08-19,,Pending,315,High Court,Critical
LEG-0003246,LG-001015,Compensation Amount Dispute,2024-02-24,,Stay Order Issued,857,District Court,High
LEG-0003247,LG-001015,Environmental Challenge,2023-10-26,,Pending,978,Revenue Tribunal,Medium
LEG-0003248,LG-001015,Encroachment,2023-09-20,2024-03-09,Resolved,0,Revenue Tribunal,High
LEG-0003249,LG-001016,Title Dispute,2023-06-22,,Stay Order Issued,1104,District Court,Low
LEG-0003250,LG-001016,Encroachment,2023-02-16,,Pending,1230,High Court,High
LEG-0003251,LG-001016,Environmental Challenge,2022-09-03,,Stay Order Issued,1396,High Court,Low
LEG-0003252,LG-001016,R&R Dispute,2023-06-28,2023-09-22,Resolved,0,High Court,Medium
LEG-0003253,LG-001016,R&R Dispute,2022-11-17,2023-04-29,Resolved,0,District Court,Medium
LEG-0003254,LG-001016,Environmental Challenge,2022-12-20,,Under Hearing,1288,Revenue Tribunal,Low
LEG-0003255,LG-001017,Title Dispute,2024-04-06,2024-10-11,Resolved,0,High Court,High
LEG-0003256,LG-001018,Title Dispute,2021-04-03,,Pending,1914,Revenue Tribunal,Critical
LEG-0003257,LG-001018,Environmental Challenge,2020-09-30,,Pending,2099,Revenue Tribunal,Critical
LEG-0003258,LG-001018,Title Dispute,2021-01-21,,Pending,1986,High Court,Critical
LEG-0003259,LG-001018,Encroachment,2020-09-30,2020-11-29,Resolved,0,High Court,Critical
LEG-0003260,LG-001018,Encroachment,2020-06-04,,Under Hearing,2217,District Court,Critical
LEG-0003261,LG-001018,R&R Dispute,2020-06-10,,Pending,2211,District Court,Critical
LEG-0003262,LG-001018,Title Dispute,2020-11-29,2021-08-06,Resolved,0,District Court,Critical
LEG-0003263,LG-001018,Environmental Challenge,2020-07-12,,Pending,2179,High Court,Critical
LEG-0003264,LG-001019,Compensation Amount Dispute,2023-12-26,2024-04-10,Resolved,0,High Court,High
LEG-0003265,LG-001020,Environmental Challenge,2025-11-23,2026-02-12,Resolved,0,District Court,High
LEG-0003266,LG-001020,Compensation Amount Dispute,2025-02-19,2025-08-20,Resolved,0,District Court,Medium
LEG-0003267,LG-001021,Environmental Challenge,2023-12-24,,Pending,919,District Court,Medium
LEG-0003268,LG-001021,Compensation Amount Dispute,2023-08-12,,Stay Order Issued,1053,Revenue Tribunal,Low
LEG-0003269,LG-001021,R&R Dispute,2023-03-24,,Under Hearing,1194,High Court,Medium
LEG-0003270,LG-001021,Title Dispute,2023-12-02,,Under Hearing,941,District Court,High
LEG-0003271,LG-001022,Environmental Challenge,2021-02-01,2021-10-24,Resolved,0,High Court,High
LEG-0003272,LG-001022,Compensation Amount Dispute,2021-02-09,2021-09-28,Resolved,0,Revenue Tribunal,Medium
LEG-0003273,LG-001023,Title Dispute,2019-10-09,,Under Hearing,2456,Revenue Tribunal,Critical
LEG-0003274,LG-001023,Compensation Amount Dispute,2019-04-13,2019-12-11,Resolved,0,District Court,Critical
LEG-0003275,LG-001023,Compensation Amount Dispute,2019-07-02,2020-01-21,Resolved,0,District Court,Critical
LEG-0003276,LG-001023,Title Dispute,2019-06-09,,Under Hearing,2578,High Court,Critical
LEG-0003277,LG-001023,Environmental Challenge,2019-11-27,,Under Hearing,2407,Revenue Tribunal,Critical
LEG-0003278,LG-001023,Compensation Amount Dispute,2019-06-30,,Stay Order Issued,2557,District Court,Critical
LEG-0003279,LG-001023,Environmental Challenge,2019-04-15,,Stay Order Issued,2633,High Court,Critical
LEG-0003280,LG-001023,R&R Dispute,2020-01-17,,Under Hearing,2356,District Court,Critical
LEG-0003281,LG-001023,Environmental Challenge,2019-11-18,2020-02-09,Resolved,0,High Court,Critical
LEG-0003282,LG-001023,Compensation Amount Dispute,2019-12-27,,Stay Order Issued,2377,District Court,Critical
LEG-0003283,LG-001024,Title Dispute,2024-08-07,2025-05-20,Resolved,0,Revenue Tribunal,High
LEG-0003284,LG-001025,R&R Dispute,2018-10-18,,Pending,2812,Revenue Tribunal,Medium
LEG-0003285,LG-001025,Environmental Challenge,2018-09-17,,Pending,2843,High Court,High
LEG-0003286,LG-001025,Title Dispute,2018-10-03,2019-06-30,Resolved,0,District Court,High
LEG-0003287,LG-001025,Compensation Amount Dispute,2018-08-07,,Pending,2884,Revenue Tribunal,Low
LEG-0003288,LG-001025,Encroachment,2018-09-17,,Under Hearing,2843,District Court,Medium
LEG-0003289,LG-001025,Title Dispute,2019-05-26,,Under Hearing,2592,Revenue Tribunal,Medium
LEG-0003290,LG-001026,R&R Dispute,2022-08-14,2023-03-10,Resolved,0,Revenue Tribunal,Medium
LEG-0003291,LG-001026,R&R Dispute,2022-07-13,,Pending,1448,District Court,Medium
LEG-0003292,LG-001028,Compensation Amount Dispute,2021-05-18,,Under Hearing,1869,District Court,Critical
LEG-0003293,LG-001028,Environmental Challenge,2020-11-24,2021-05-08,Resolved,0,Revenue Tribunal,Critical
LEG-0003294,LG-001028,Compensation Amount Dispute,2021-02-10,,Pending,1966,Revenue Tribunal,Critical
LEG-0003295,LG-001028,Environmental Challenge,2020-12-04,,Pending,2034,Revenue Tribunal,Critical
LEG-0003296,LG-001028,Title Dispute,2020-08-23,,Under Hearing,2137,District Court,Critical
LEG-0003297,LG-001028,Title Dispute,2021-03-28,,Stay Order Issued,1920,High Court,Critical
LEG-0003298,LG-001029,Compensation Amount Dispute,2021-05-16,2021-10-06,Resolved,0,District Court,Medium
LEG-0003299,LG-001030,Environmental Challenge,2020-09-06,,Stay Order Issued,2123,High Court,High
LEG-0003300,LG-001030,Environmental Challenge,2020-10-31,2021-01-05,Resolved,0,Revenue Tribunal,Medium
LEG-0003301,LG-001031,Encroachment,2022-07-06,2022-09-18,Resolved,0,Revenue Tribunal,High
LEG-0003302,LG-001032,Compensation Amount Dispute,2020-10-12,2021-02-21,Resolved,0,Revenue Tribunal,High
LEG-0003303,LG-001033,Compensation Amount Dispute,2021-04-13,2021-07-11,Resolved,0,High Court,Low
LEG-0003304,LG-001033,Compensation Amount Dispute,2020-09-25,2021-05-07,Resolved,0,High Court,Medium
LEG-0003305,LG-001033,Title Dispute,2021-04-03,2021-09-13,Resolved,0,Revenue Tribunal,High
LEG-0003306,LG-001034,Encroachment,2023-03-06,2023-06-14,Resolved,0,District Court,Medium
LEG-0003307,LG-001034,Encroachment,2023-07-26,2024-03-23,Resolved,0,High Court,Low
LEG-0003308,LG-001034,Title Dispute,2023-11-26,2024-03-31,Resolved,0,High Court,High
LEG-0003309,LG-001035,Encroachment,2023-11-03,,Stay Order Issued,970,High Court,High
LEG-0003310,LG-001036,Compensation Amount Dispute,2020-08-11,,Pending,2149,District Court,High
LEG-0003311,LG-001037,R&R Dispute,2018-06-20,,Pending,2932,High Court,Medium
LEG-0003312,LG-001038,Environmental Challenge,2022-10-28,2023-08-07,Resolved,0,Revenue Tribunal,Low
LEG-0003313,LG-001039,Compensation Amount Dispute,2025-03-31,,Under Hearing,456,High Court,High
LEG-0003314,LG-001039,Encroachment,2025-03-14,,Under Hearing,473,High Court,Medium
LEG-0003315,LG-001039,Compensation Amount Dispute,2025-04-14,2025-11-28,Resolved,0,High Court,Low
LEG-0003316,LG-001040,Environmental Challenge,2024-12-29,2025-06-01,Resolved,0,High Court,Low
LEG-0003317,LG-001041,R&R Dispute,2022-07-28,,Under Hearing,1433,District Court,Medium
LEG-0003318,LG-001041,Encroachment,2023-04-11,2023-12-18,Resolved,0,District Court,High
LEG-0003319,LG-001041,Compensation Amount Dispute,2022-07-15,2023-04-27,Resolved,0,High Court,Medium
LEG-0003320,LG-001041,Encroachment,2022-04-25,,Stay Order Issued,1527,District Court,High
LEG-0003321,LG-001042,Compensation Amount Dispute,2023-04-27,2023-09-19,Resolved,0,Revenue Tribunal,Low
LEG-0003322,LG-001043,Compensation Amount Dispute,2019-09-06,2020-05-04,Resolved,0,Revenue Tribunal,Low
LEG-0003323,LG-001043,Environmental Challenge,2019-10-15,2020-06-21,Resolved,0,High Court,High
LEG-0003324,LG-001043,Encroachment,2020-02-05,2020-06-16,Resolved,0,Revenue Tribunal,High
LEG-0003325,LG-001045,R&R Dispute,2022-09-23,2023-02-26,Resolved,0,District Court,Critical
LEG-0003326,LG-001045,Environmental Challenge,2023-08-14,2024-01-29,Resolved,0,Revenue Tribunal,Critical
LEG-0003327,LG-001045,Compensation Amount Dispute,2023-05-24,2024-01-13,Resolved,0,District Court,Critical
LEG-0003328,LG-001045,Encroachment,2023-08-25,,Under Hearing,1040,District Court,Critical
LEG-0003329,LG-001045,Compensation Amount Dispute,2023-01-14,2023-09-18,Resolved,0,District Court,Critical
LEG-0003330,LG-001045,Encroachment,2022-10-28,,Under Hearing,1341,District Court,Critical
LEG-0003331,LG-001045,Compensation Amount Dispute,2023-07-14,2024-01-31,Resolved,0,High Court,Critical
LEG-0003332,LG-001046,Compensation Amount Dispute,2019-11-27,,Stay Order Issued,2407,High Court,Medium
LEG-0003333,LG-001046,Encroachment,2019-09-29,2019-12-04,Resolved,0,Revenue Tribunal,Medium
LEG-0003334,LG-001047,Environmental Challenge,2020-11-08,,Under Hearing,2060,High Court,Medium
LEG-0003335,LG-001047,Compensation Amount Dispute,2020-05-04,2020-07-15,Resolved,0,High Court,Low
LEG-0003336,LG-001047,Environmental Challenge,2019-12-17,2020-07-12,Resolved,0,District Court,Low
LEG-0003337,LG-001047,Encroachment,2020-11-12,,Stay Order Issued,2056,District Court,Medium
LEG-0003338,LG-001047,Environmental Challenge,2020-06-05,,Under Hearing,2216,Revenue Tribunal,Low
LEG-0003339,LG-001048,Encroachment,2021-03-04,,Stay Order Issued,1944,Revenue Tribunal,Low
LEG-0003340,LG-001048,R&R Dispute,2020-08-29,2020-12-20,Resolved,0,High Court,Medium
LEG-0003341,LG-001049,Encroachment,2020-03-04,,Stay Order Issued,2309,District Court,High
LEG-0003342,LG-001049,R&R Dispute,2020-02-03,,Stay Order Issued,2339,Revenue Tribunal,High
LEG-0003343,LG-001049,Compensation Amount Dispute,2019-09-26,,Pending,2469,District Court,Low
LEG-0003344,LG-001050,Title Dispute,2023-05-30,,Under Hearing,1127,Revenue Tribunal,Low
LEG-0003345,LG-001050,Environmental Challenge,2023-07-28,,Pending,1068,High Court,Low
LEG-0003346,LG-001050,Encroachment,2023-06-07,2023-09-18,Resolved,0,Revenue Tribunal,Low
LEG-0003347,LG-001051,Encroachment,2019-11-10,,Under Hearing,2424,District Court,Critical
LEG-0003348,LG-001051,Environmental Challenge,2020-08-14,,Under Hearing,2146,District Court,Critical
LEG-0003349,LG-001051,Compensation Amount Dispute,2020-02-15,,Under Hearing,2327,District Court,Critical
LEG-0003350,LG-001051,R&R Dispute,2020-01-27,,Pending,2346,High Court,Critical
LEG-0003351,LG-001051,Title Dispute,2020-07-29,,Pending,2162,High Court,Critical
LEG-0003352,LG-001051,Environmental Challenge,2020-07-06,,Under Hearing,2185,District Court,Critical
LEG-0003353,LG-001051,Compensation Amount Dispute,2020-08-18,,Pending,2142,High Court,Critical
LEG-0003354,LG-001052,R&R Dispute,2024-08-22,,Pending,677,District Court,Medium
LEG-0003355,LG-001052,Encroachment,2024-12-11,,Under Hearing,566,Revenue Tribunal,Medium
LEG-0003356,LG-001052,Encroachment,2024-06-26,2024-12-04,Resolved,0,High Court,Medium
LEG-0003357,LG-001052,Compensation Amount Dispute,2024-07-17,2024-09-24,Resolved,0,Revenue Tribunal,Low
LEG-0003358,LG-001053,R&R Dispute,2023-03-14,2023-07-06,Resolved,0,High Court,Low
LEG-0003359,LG-001054,Environmental Challenge,2024-07-02,,Stay Order Issued,728,District Court,Low
LEG-0003360,LG-001054,Title Dispute,2024-05-21,2025-01-18,Resolved,0,High Court,High
LEG-0003361,LG-001055,R&R Dispute,2024-06-12,2024-08-20,Resolved,0,District Court,High
LEG-0003362,LG-001055,Title Dispute,2024-04-26,2024-10-10,Resolved,0,District Court,High
LEG-0003363,LG-001055,Environmental Challenge,2024-02-22,2024-06-23,Resolved,0,Revenue Tribunal,Low
LEG-0003364,LG-001057,Compensation Amount Dispute,2023-11-30,2024-04-22,Resolved,0,District Court,High
LEG-0003365,LG-001058,Encroachment,2019-01-14,,Stay Order Issued,2724,High Court,Critical
LEG-0003366,LG-001058,R&R Dispute,2019-05-18,,Pending,2600,High Court,Critical
LEG-0003367,LG-001058,Environmental Challenge,2019-07-23,,Pending,2534,Revenue Tribunal,Critical
LEG-0003368,LG-001058,Compensation Amount Dispute,2019-10-10,,Stay Order Issued,2455,High Court,Critical
LEG-0003369,LG-001058,Encroachment,2019-08-18,2019-12-21,Resolved,0,Revenue Tribunal,Critical
LEG-0003370,LG-001058,Compensation Amount Dispute,2019-08-05,,Stay Order Issued,2521,High Court,Critical
LEG-0003371,LG-001059,Encroachment,2023-01-26,2023-08-01,Resolved,0,Revenue Tribunal,Medium
LEG-0003372,LG-001059,Environmental Challenge,2023-03-06,,Under Hearing,1212,Revenue Tribunal,Medium
LEG-0003373,LG-001059,R&R Dispute,2022-05-16,,Pending,1506,High Court,Low
LEG-0003374,LG-001059,Environmental Challenge,2023-01-11,,Pending,1266,High Court,Medium
LEG-0003375,LG-001059,Encroachment,2023-03-06,,Stay Order Issued,1212,High Court,High
LEG-0003376,LG-001061,Environmental Challenge,2023-05-18,2023-11-22,Resolved,0,District Court,High
LEG-0003377,LG-001062,Title Dispute,2024-08-01,2024-12-30,Resolved,0,High Court,Medium
LEG-0003378,LG-001063,Environmental Challenge,2022-03-11,2022-06-16,Resolved,0,High Court,High
LEG-0003379,LG-001064,R&R Dispute,2023-07-15,,Under Hearing,1081,High Court,Critical
LEG-0003380,LG-001064,Compensation Amount Dispute,2023-08-07,,Pending,1058,District Court,Critical
LEG-0003381,LG-001064,Environmental Challenge,2022-11-04,,Under Hearing,1334,High Court,Critical
LEG-0003382,LG-001064,Encroachment,2023-09-07,,Under Hearing,1027,District Court,Critical
LEG-0003383,LG-001064,Encroachment,2023-09-14,,Stay Order Issued,1020,District Court,Critical
LEG-0003384,LG-001064,Environmental Challenge,2023-09-11,,Pending,1023,High Court,Critical
LEG-0003385,LG-001064,Compensation Amount Dispute,2023-05-27,2023-11-19,Resolved,0,High Court,Critical
LEG-0003386,LG-001065,Title Dispute,2018-08-13,,Pending,2878,Revenue Tribunal,High
LEG-0003387,LG-001065,R&R Dispute,2018-03-19,2018-06-27,Resolved,0,High Court,Medium
LEG-0003388,LG-001065,Title Dispute,2018-08-14,,Under Hearing,2877,District Court,Medium
LEG-0003389,LG-001066,Title Dispute,2024-11-16,,Stay Order Issued,591,High Court,Low
LEG-0003390,LG-001066,Title Dispute,2024-11-01,2025-05-02,Resolved,0,District Court,High
LEG-0003391,LG-001068,Environmental Challenge,2019-09-10,2020-05-27,Resolved,0,High Court,High
LEG-0003392,LG-001068,Compensation Amount Dispute,2020-08-14,,Under Hearing,2146,High Court,Medium
LEG-0003393,LG-001068,Title Dispute,2019-11-02,2020-01-20,Resolved,0,High Court,Medium
LEG-0003394,LG-001069,Title Dispute,2019-07-09,2019-12-19,Resolved,0,High Court,Critical
LEG-0003395,LG-001069,Environmental Challenge,2019-12-12,,Under Hearing,2392,High Court,Critical
LEG-0003396,LG-001069,Encroachment,2020-03-05,2020-10-13,Resolved,0,District Court,Critical
LEG-0003397,LG-001069,R&R Dispute,2019-06-15,,Stay Order Issued,2572,High Court,Critical
LEG-0003398,LG-001069,R&R Dispute,2020-03-26,2020-11-24,Resolved,0,High Court,Critical
LEG-0003399,LG-001069,R&R Dispute,2019-07-31,2020-02-05,Resolved,0,District Court,Critical
LEG-0003400,LG-001070,Title Dispute,2020-05-19,,Pending,2233,Revenue Tribunal,Low
LEG-0003401,LG-001070,Environmental Challenge,2020-08-03,,Pending,2157,District Court,Medium
LEG-0003402,LG-001070,R&R Dispute,2020-07-22,,Stay Order Issued,2169,District Court,Medium
LEG-0003403,LG-001070,R&R Dispute,2020-08-15,,Pending,2145,District Court,High
LEG-0003404,LG-001070,Title Dispute,2019-10-26,,Stay Order Issued,2439,High Court,Low
LEG-0003405,LG-001070,R&R Dispute,2020-03-02,,Pending,2311,High Court,Medium
LEG-0003406,LG-001071,R&R Dispute,2023-11-28,2024-06-02,Resolved,0,District Court,Medium
LEG-0003407,LG-001071,Encroachment,2023-05-04,2023-08-30,Resolved,0,Revenue Tribunal,High
LEG-0003408,LG-001071,Title Dispute,2024-01-06,2024-04-30,Resolved,0,Revenue Tribunal,Low
LEG-0003409,LG-001072,Environmental Challenge,2020-11-10,,Pending,2058,High Court,Low
LEG-0003410,LG-001072,Encroachment,2021-06-17,,Pending,1839,High Court,Low
LEG-0003411,LG-001072,Environmental Challenge,2021-06-11,,Pending,1845,District Court,High
LEG-0003412,LG-001073,Title Dispute,2025-07-30,2026-01-07,Resolved,0,High Court,High
LEG-0003413,LG-001074,Environmental Challenge,2019-02-19,,Stay Order Issued,2688,Revenue Tribunal,High
LEG-0003414,LG-001074,R&R Dispute,2018-12-28,,Stay Order Issued,2741,Revenue Tribunal,Medium
LEG-0003415,LG-001074,R&R Dispute,2019-08-25,,Under Hearing,2501,Revenue Tribunal,Low
LEG-0003416,LG-001075,Title Dispute,2023-03-25,,Under Hearing,1193,District Court,Low
LEG-0003417,LG-001075,R&R Dispute,2023-07-27,2024-04-21,Resolved,0,Revenue Tribunal,High
LEG-0003418,LG-001077,R&R Dispute,2018-08-03,2019-01-12,Resolved,0,High Court,Low
LEG-0003419,LG-001077,R&R Dispute,2018-10-12,2019-02-13,Resolved,0,District Court,Medium
LEG-0003420,LG-001077,Encroachment,2018-07-08,,Under Hearing,2914,High Court,High
LEG-0003421,LG-001078,Encroachment,2020-07-20,,Under Hearing,2171,District Court,Medium
LEG-0003422,LG-001078,R&R Dispute,2021-01-27,2021-04-06,Resolved,0,District Court,Medium
LEG-0003423,LG-001078,Environmental Challenge,2021-03-20,2021-12-14,Resolved,0,District Court,Medium
LEG-0003424,LG-001079,Title Dispute,2022-04-18,2023-02-09,Resolved,0,High Court,Low
LEG-0003425,LG-001080,Environmental Challenge,2019-01-18,2019-08-11,Resolved,0,Revenue Tribunal,Medium
LEG-0003426,LG-001080,R&R Dispute,2019-05-13,,Pending,2605,Revenue Tribunal,Low
LEG-0003427,LG-001080,Title Dispute,2019-06-26,,Under Hearing,2561,High Court,Medium
LEG-0003428,LG-001080,Compensation Amount Dispute,2019-03-27,,Under Hearing,2652,Revenue Tribunal,High
LEG-0003429,LG-001081,R&R Dispute,2025-05-17,2026-02-11,Resolved,0,District Court,High
LEG-0003430,LG-001081,Title Dispute,2025-02-04,,Pending,511,Revenue Tribunal,Low
LEG-0003431,LG-001081,Encroachment,2025-08-15,,Under Hearing,319,District Court,Low
LEG-0003432,LG-001081,Title Dispute,2025-08-06,,Pending,328,District Court,High
LEG-0003433,LG-001082,Encroachment,2024-10-19,,Under Hearing,619,Revenue Tribunal,Low
LEG-0003434,LG-001082,Title Dispute,2024-06-19,,Pending,741,District Court,Medium
LEG-0003435,LG-001082,Encroachment,2024-07-15,2025-01-31,Resolved,0,High Court,High
LEG-0003436,LG-001082,R&R Dispute,2025-04-16,,Pending,440,Revenue Tribunal,Medium
LEG-0003437,LG-001082,Title Dispute,2025-01-18,,Pending,528,High Court,Medium
LEG-0003438,LG-001082,Environmental Challenge,2024-07-28,2025-05-24,Resolved,0,District Court,Medium
LEG-0003439,LG-001083,Compensation Amount Dispute,2023-10-05,,Pending,999,High Court,High
LEG-0003440,LG-001084,Environmental Challenge,2024-10-18,2025-07-12,Resolved,0,Revenue Tribunal,High
LEG-0003441,LG-001084,Compensation Amount Dispute,2024-05-04,2024-07-14,Resolved,0,District Court,High
LEG-0003442,LG-001084,Encroachment,2024-03-24,,Stay Order Issued,828,District Court,Medium
LEG-0003443,LG-001084,Encroachment,2024-02-23,2024-09-17,Resolved,0,Revenue Tribunal,Low
LEG-0003444,LG-001084,Encroachment,2024-07-27,2024-09-29,Resolved,0,High Court,Low
LEG-0003445,LG-001084,Title Dispute,2025-01-17,2025-06-23,Resolved,0,Revenue Tribunal,Medium
LEG-0003446,LG-001085,R&R Dispute,2024-11-09,2025-07-13,Resolved,0,High Court,Low
LEG-0003447,LG-001085,R&R Dispute,2024-10-28,2025-05-29,Resolved,0,District Court,Low
LEG-0003448,LG-001086,R&R Dispute,2022-05-14,,Stay Order Issued,1508,District Court,High
LEG-0003449,LG-001086,Compensation Amount Dispute,2021-12-26,2022-04-27,Resolved,0,Revenue Tribunal,Low
LEG-0003450,LG-001086,Encroachment,2022-03-12,,Under Hearing,1571,District Court,High
LEG-0003451,LG-001086,Title Dispute,2021-07-26,2022-04-12,Resolved,0,Revenue Tribunal,Medium
LEG-0003452,LG-001086,Environmental Challenge,2021-05-23,2021-11-08,Resolved,0,High Court,Low
LEG-0003453,LG-001086,Environmental Challenge,2022-01-11,2022-07-03,Resolved,0,High Court,High
LEG-0003454,LG-001087,Title Dispute,2023-11-21,2024-06-19,Resolved,0,District Court,Medium
LEG-0003455,LG-001087,Environmental Challenge,2023-04-17,,Stay Order Issued,1170,High Court,Medium
LEG-0003456,LG-001087,Encroachment,2023-08-20,2024-06-02,Resolved,0,High Court,Medium
LEG-0003457,LG-001088,Encroachment,2024-05-10,,Pending,781,High Court,High
LEG-0003458,LG-001088,Environmental Challenge,2023-12-07,,Stay Order Issued,936,High Court,Medium
LEG-0003459,LG-001088,Encroachment,2024-06-28,,Under Hearing,732,District Court,Low
LEG-0003460,LG-001088,Encroachment,2023-08-02,,Pending,1063,Revenue Tribunal,Medium
LEG-0003461,LG-001088,Environmental Challenge,2024-06-18,2024-09-18,Resolved,0,High Court,Low
LEG-0003462,LG-001089,Encroachment,2025-07-18,2025-10-26,Resolved,0,High Court,Medium
LEG-0003463,LG-001090,Encroachment,2020-07-03,2020-11-26,Resolved,0,Revenue Tribunal,Low
LEG-0003464,LG-001090,Encroachment,2019-10-11,,Pending,2454,Revenue Tribunal,High
LEG-0003465,LG-001090,Title Dispute,2020-03-08,,Stay Order Issued,2305,District Court,Medium
LEG-0003466,LG-001090,Environmental Challenge,2019-11-23,,Pending,2411,District Court,Low
LEG-0003467,LG-001090,Encroachment,2020-02-10,2020-05-30,Resolved,0,Revenue Tribunal,Medium
LEG-0003468,LG-001091,Compensation Amount Dispute,2021-06-26,2021-08-28,Resolved,0,District Court,High
LEG-0003469,LG-001091,Compensation Amount Dispute,2021-08-15,2022-01-22,Resolved,0,District Court,Low
LEG-0003470,LG-001091,Compensation Amount Dispute,2021-04-07,2021-10-31,Resolved,0,District Court,Medium
LEG-0003471,LG-001093,Encroachment,2021-07-03,,Pending,1823,High Court,Critical
LEG-0003472,LG-001093,Encroachment,2021-05-08,,Stay Order Issued,1879,District Court,Critical
LEG-0003473,LG-001093,Title Dispute,2021-06-16,,Under Hearing,1840,Revenue Tribunal,Critical
LEG-0003474,LG-001093,Title Dispute,2021-01-20,2021-09-18,Resolved,0,Revenue Tribunal,Critical
LEG-0003475,LG-001093,Compensation Amount Dispute,2021-09-25,2022-04-12,Resolved,0,Revenue Tribunal,Critical
LEG-0003476,LG-001093,Environmental Challenge,2021-08-06,,Pending,1789,District Court,Critical
LEG-0003477,LG-001094,Encroachment,2022-05-26,2022-12-19,Resolved,0,High Court,Low
LEG-0003478,LG-001094,R&R Dispute,2022-05-21,2023-01-02,Resolved,0,Revenue Tribunal,Medium
LEG-0003479,LG-001094,Encroachment,2022-08-09,2023-05-11,Resolved,0,High Court,Low
LEG-0003480,LG-001095,Title Dispute,2023-01-20,,Stay Order Issued,1257,High Court,High
LEG-0003481,LG-001095,Title Dispute,2022-06-16,,Pending,1475,District Court,Medium
LEG-0003482,LG-001095,Encroachment,2022-10-24,,Pending,1345,High Court,High
LEG-0003483,LG-001095,Environmental Challenge,2022-10-01,,Stay Order Issued,1368,Revenue Tribunal,Medium
LEG-0003484,LG-001096,Compensation Amount Dispute,2024-08-07,,Under Hearing,692,District Court,Medium
LEG-0003485,LG-001096,Compensation Amount Dispute,2024-03-19,2024-10-02,Resolved,0,District Court,Low
LEG-0003486,LG-001096,Title Dispute,2024-02-16,,Stay Order Issued,865,Revenue Tribunal,High
LEG-0003487,LG-001096,Title Dispute,2024-09-11,,Pending,657,Revenue Tribunal,Medium
LEG-0003488,LG-001096,R&R Dispute,2024-02-10,2024-09-12,Resolved,0,High Court,High
LEG-0003489,LG-001097,Title Dispute,2019-05-14,2020-02-03,Resolved,0,Revenue Tribunal,Critical
LEG-0003490,LG-001097,Title Dispute,2019-10-18,2020-04-19,Resolved,0,Revenue Tribunal,Critical
LEG-0003491,LG-001097,R&R Dispute,2019-10-19,,Under Hearing,2446,District Court,Critical
LEG-0003492,LG-001097,Compensation Amount Dispute,2018-12-24,,Pending,2745,High Court,Critical
LEG-0003493,LG-001097,Environmental Challenge,2019-07-03,,Pending,2554,High Court,Critical
LEG-0003494,LG-001097,Encroachment,2019-08-29,,Pending,2497,Revenue Tribunal,Critical
LEG-0003495,LG-001097,Title Dispute,2019-01-31,,Under Hearing,2707,High Court,Critical
LEG-0003496,LG-001097,Title Dispute,2019-01-20,,Stay Order Issued,2718,Revenue Tribunal,Critical
LEG-0003497,LG-001098,Environmental Challenge,2024-04-08,2024-08-14,Resolved,0,Revenue Tribunal,Low
LEG-0003498,LG-001099,R&R Dispute,2023-12-25,,Pending,918,District Court,Low
LEG-0003499,LG-001099,Environmental Challenge,2023-11-16,,Pending,957,Revenue Tribunal,High
LEG-0003500,LG-001099,Compensation Amount Dispute,2023-12-03,2024-05-29,Resolved,0,Revenue Tribunal,Medium
LEG-0003501,LG-001100,Compensation Amount Dispute,2018-10-19,2019-06-14,Resolved,0,District Court,Low
LEG-0003502,LG-001101,Encroachment,2025-05-29,,Pending,397,District Court,High
LEG-0003503,LG-001101,Title Dispute,2025-04-20,,Stay Order Issued,436,Revenue Tribunal,Medium
LEG-0003504,LG-001101,Environmental Challenge,2025-02-08,,Under Hearing,507,District Court,Low
LEG-0003505,LG-001101,Title Dispute,2025-08-20,,Pending,314,District Court,High
LEG-0003506,LG-001101,Compensation Amount Dispute,2025-06-05,,Stay Order Issued,390,Revenue Tribunal,High
LEG-0003507,LG-001101,Title Dispute,2025-02-24,2025-06-28,Resolved,0,High Court,Medium
LEG-0003508,LG-001102,Environmental Challenge,2024-10-25,,Under Hearing,613,Revenue Tribunal,Low
LEG-0003509,LG-001102,Compensation Amount Dispute,2024-05-31,2024-12-13,Resolved,0,Revenue Tribunal,Low
LEG-0003510,LG-001102,R&R Dispute,2024-10-18,,Pending,620,Revenue Tribunal,Low
LEG-0003511,LG-001102,Compensation Amount Dispute,2024-09-04,2024-12-07,Resolved,0,High Court,High
LEG-0003512,LG-001102,R&R Dispute,2024-03-30,2024-12-08,Resolved,0,District Court,Medium
LEG-0003513,LG-001102,Compensation Amount Dispute,2024-11-12,,Stay Order Issued,595,District Court,Medium
