rr_id,project_id,affected_families,families_eligible,families_rehabilitated,families_pending,houses_required,houses_completed,rr_budget,rr_spent,rr_completion_percentage,rr_status
RR-000822,LG-000822,116,113,102,11,113,102,8517625849.47,7688476430.5,90.27,In Progress
RR-000823,LG-000823,1581,1553,1498,55,1553,1498,13399545992.02,12924996713.49,96.46,In Progress
RR-000824,LG-000824,1366,1240,1116,124,1240,1116,9344381533.38,8409943380.04,90.0,In Progress
RR-000825,LG-000825,1573,1391,1338,53,1391,1338,5956066784.46,5729128222.58,96.19,In Progress
RR-000826,LG-000826,2975,2880,2678,202,2880,2678,2524197040.3,2347152664.56,92.99,In Progress
RR-000827,LG-000827,913,854,774,80,854,774,12799717284.69,11600680536.71,90.63,In Progress
RR-000828,LG-000828,1981,1861,1754,107,1861,1754,7169200964.1,6757000801.2,94.25,In Progress
RR-000829,LG-000829,955,946,945,1,946,945,11189448340.79,11177620171.3,99.89,In Progress
RR-000830,LG-000830,4281,4114,2262,1852,4114,2057,2650852018.14,1457517565.64,54.98,In Progress
RR-000831,LG-000831,4778,4024,3771,253,4024,3771,11240022165.45,10533330911.01,93.71,In Progress
RR-000832,LG-000832,1346,1298,1114,184,1298,1114,760412846.45,652619345.87,85.82,In Progress
RR-000833,LG-000833,4581,4044,3739,305,4044,3739,9335332625.72,8631258330.26,92.46,In Progress
RR-000834,LG-000834,3621,3323,3101,222,3323,3101,10143115329.24,9465483188.68,93.32,In Progress
RR-000835,LG-000835,2688,2678,2418,260,2678,2418,14378670023.99,12982682643.02,90.29,In Progress
RR-000836,LG-000836,4102,3912,3471,441,3912,3471,344161778.62,305364400.2,88.73,In Progress
RR-000837,LG-000837,1406,1359,1254,105,1359,1254,4554932038.36,4203005721.93,92.27,In Progress
RR-000838,LG-000838,3267,2894,2637,257,2894,2637,8539670523.58,7781310010.6,91.12,In Progress
RR-000839,LG-000839,4888,4488,3966,522,4488,3966,6041315209.29,5338648868.1,88.37,In Progress
RR-000840,LG-000840,2820,2746,2640,106,2746,2640,5422686400.56,5213362016.56,96.14,In Progress
RR-000841,LG-000841,3340,2734,2730,4,2734,2730,3883154589.59,3877473310.01,99.85,In Progress
RR-000842,LG-000842,4386,3920,2156,1764,3920,1960,9214119847.14,5067765915.93,55.0,In Progress
RR-000843,LG-000843,3582,2986,2974,12,2986,2974,14066806124.58,14010275088.58,99.6,In Progress
RR-000844,LG-000844,553,516,180,336,516,154,1176687016.61,410472215.1,34.88,Delayed
RR-000845,LG-000845,1605,1510,830,680,1510,755,11680695007.67,6420514474.41,54.97,In Progress
RR-000846,LG-000846,3688,3479,3380,99,3479,3380,9814385900.26,9535103289.13,97.15,In Progress
RR-000847,LG-000847,226,218,195,23,218,195,1282051135.78,1146788859.99,89.45,In Progress
RR-000848,LG-000848,11,9,4,5,9,4,743454003.13,330424001.39,44.44,In Progress
RR-000849,LG-000849,279,248,86,162,248,74,2546782462.99,883158434.75,34.68,Delayed
RR-000850,LG-000850,4938,4418,1546,2872,4418,1325,3125323774.18,1093651098.89,34.99,Delayed
RR-000851,LG-000851,121,102,56,46,102,51,6453884650.7,3543309219.99,54.9,In Progress
RR-000852,LG-000852,3722,3451,1898,1553,3451,1725,3964183214.25,2180243332.55,55.0,In Progress
RR-000853,LG-000853,4012,3488,1220,2268,3488,1046,1555924291.29,544216638.58,34.98,Delayed
RR-000854,LG-000854,1000,962,529,433,962,481,1522468303.65,837199306.27,54.99,In Progress
RR-000855,LG-000855,1083,987,542,445,987,493,10434446724.94,5729959599.71,54.91,In Progress
RR-000856,LG-000856,486,429,423,6,429,423,13282979532.38,13097203594.86,98.6,In Progress
RR-000857,LG-000857,1957,1642,903,739,1642,821,3640225370.8,2001902259.34,54.99,In Progress
RR-000858,LG-000858,4062,3319,2967,352,3319,2967,3269742973.17,2922966978.43,89.39,In Progress
RR-000859,LG-000859,1582,1457,1245,212,1457,1245,4178426994.74,3570447226.12,85.45,In Progress
RR-000860,LG-000860,2812,2343,2049,294,2343,2049,12347967447.06,10798542594.55,87.45,In Progress
RR-000861,LG-000861,2896,2745,2417,328,2745,2417,7259159027.11,6391762247.19,88.05,In Progress
RR-000862,LG-000862,4563,4435,1552,2883,4435,1330,7336958808.09,2567522000.04,34.99,Delayed
RR-000863,LG-000863,886,730,679,51,730,679,10962076306.54,10196232619.37,93.01,In Progress
RR-000864,LG-000864,4954,4504,3874,630,4504,3874,4345281712.33,3737482538.54,86.01,In Progress
RR-000865,LG-000865,4636,4268,3884,384,4268,3884,9119188228.64,8298717685.11,91.0,In Progress
RR-000866,LG-000866,3619,3441,2990,451,3441,2990,4911217111.24,4267520826.1,86.89,In Progress
RR-000867,LG-000867,4239,3473,3192,281,3473,3192,1916690648.36,1761611445.31,91.91,In Progress
RR-000868,LG-000868,4508,4126,2269,1857,4126,2063,8570441699.34,4713119780.85,54.99,In Progress
RR-000869,LG-000869,4025,3925,1373,2552,3925,1177,14267813591.72,4991008423.29,34.98,Delayed
RR-000870,LG-000870,1117,983,860,123,983,860,11093390806.15,9705306300.4,87.49,In Progress
RR-000871,LG-000871,889,861,768,93,861,768,11221679739.14,10009581927.6,89.2,In Progress
RR-000872,LG-000872,3239,3160,2787,373,3160,2787,6215954347.44,5482235685.54,88.2,In Progress
RR-000873,LG-000873,1340,1126,999,127,1126,999,4307852012.46,3821975275.71,88.72,In Progress
RR-000874,LG-000874,1023,965,913,52,965,913,5460768332.77,5166509313.8,94.61,In Progress
RR-000875,LG-000875,89,73,40,33,73,36,11178032055.72,6124949071.63,54.79,In Progress
RR-000876,LG-000876,3383,2965,2649,316,2965,2649,10131298899.89,9051538207.69,89.34,In Progress
RR-000877,LG-000877,4456,3611,3140,471,3611,3140,6718352032.11,5842045245.31,86.96,In Progress
RR-000878,LG-000878,2146,2035,1891,144,2035,1891,7515542776.63,6983730413.07,92.92,In Progress
RR-000879,LG-000879,962,925,508,417,925,462,9937114578.2,5457355898.08,54.92,In Progress
RR-000880,LG-000880,4874,4024,3636,388,4024,3636,2096615450.24,1894456704.04,90.36,In Progress
RR-000881,LG-000881,4510,3905,1366,2539,3905,1171,2626090860.41,918627430.3,34.98,Delayed
RR-000882,LG-000882,3225,2763,2380,383,2763,2380,5055247864.18,4354502322.38,86.14,In Progress
RR-000883,LG-000883,3728,3629,3097,532,3629,3097,4433367871.55,3783450068.39,85.34,In Progress
RR-000884,LG-000884,1660,1476,1312,164,1476,1312,631905516.25,561693792.22,88.89,In Progress
RR-000885,LG-000885,2018,1623,1564,59,1623,1564,13808313107.21,13306347319.58,96.36,In Progress
RR-000886,LG-000886,2805,2392,2354,38,2392,2354,761831855.02,749729175.05,98.41,In Progress
RR-000887,LG-000887,3033,2734,2461,273,2734,2461,14039938005.33,12637998328.87,90.01,In Progress
RR-000888,LG-000888,4401,4089,3666,423,4089,3666,5247272959.11,4704451618.51,89.66,In Progress
RR-000889,LG-000889,3923,3442,3399,43,3442,3399,12238336444.72,12085446128.88,98.75,In Progress
RR-000890,LG-000890,589,500,460,40,500,460,13713945376.65,12616829746.52,92.0,In Progress
RR-000891,LG-000891,2549,2060,1928,132,2060,1928,6844023118.73,6405474064.52,93.59,In Progress
RR-000892,LG-000892,3786,3159,1737,1422,3159,1579,5219261981.1,2869850604.99,54.99,In Progress
RR-000893,LG-000893,4802,4121,1442,2679,4121,1236,11926979434.37,4173429833.62,34.99,Delayed
RR-000894,LG-000894,426,419,367,52,419,367,139497141.13,122184846.77,87.59,In Progress
RR-000895,LG-000895,4282,3496,1223,2273,3496,1048,3696143845.44,1293015996.27,34.98,Delayed
RR-000896,LG-000896,2546,2078,727,1351,2078,623,5717928137.66,2000449353.26,34.99,Delayed
RR-000897,LG-000897,3205,2719,2437,282,2719,2437,14161556502.62,12692796321.03,89.63,In Progress
RR-000898,LG-000898,880,876,845,31,876,845,1869432033.96,1803276334.13,96.46,In Progress
RR-000899,LG-000899,4198,3902,2146,1756,3902,1951,1428900031.36,785858397.56,55.0,In Progress
RR-000900,LG-000900,4743,3882,2135,1747,3882,1941,6669507665.08,3668057409.83,55.0,In Progress
RR-000901,LG-000901,1867,1679,587,1092,1679,503,8667134018.0,3030141553.64,34.96,Delayed
RR-000902,LG-000902,1084,1053,902,151,1053,902,11322349101.73,9698726391.04,85.66,In Progress
RR-000903,LG-000903,2745,2423,2239,184,2423,2239,13494723553.41,12469948838.66,92.41,In Progress
RR-000904,LG-000904,4333,4004,3407,597,4004,3407,3722005268.57,3167050936.57,85.09,In Progress
RR-000905,LG-000905,2894,2774,970,1804,2774,832,8532692244.21,2983673928.22,34.97,Delayed
RR-000906,LG-000906,1542,1421,497,924,1421,426,2540052268.36,888392665.29,34.98,Delayed
RR-000907,LG-000907,272,266,258,8,266,258,10734428662.74,10411588702.96,96.99,In Progress
RR-000908,LG-000908,1974,1927,1925,2,1927,1925,10772295987.77,10761115607.92,99.9,In Progress
RR-000909,LG-000909,98,81,44,37,81,40,9116265206.62,4952045297.42,54.32,In Progress
RR-000910,LG-000910,2951,2690,2366,324,2690,2366,11674298028.38,10268174399.68,87.96,In Progress
RR-000911,LG-000911,3999,3718,1301,2417,3718,1115,3896326218.5,1363399787.59,34.99,Delayed
RR-000912,LG-000912,3234,3169,1109,2060,3169,950,693985465.18,242862064.02,35.0,Delayed
RR-000913,LG-000913,2274,1959,1925,34,1959,1925,6871253841.72,6751997777.09,98.26,In Progress
RR-000914,LG-000914,4563,3733,3572,161,3733,3572,6139632865.36,5874837555.6,95.69,In Progress
RR-000915,LG-000915,1412,1290,709,581,1290,645,4764882298.48,2618838410.56,54.96,In Progress
RR-000916,LG-000916,2558,2258,2240,18,2258,2240,8202679062.35,8137290123.85,99.2,In Progress
RR-000917,LG-000917,4755,4754,4436,318,4754,4436,9478618069.27,8844583457.15,93.31,In Progress
RR-000918,LG-000918,2094,2020,1739,281,2020,1739,4862906675.08,4186433023.74,86.09,In Progress
RR-000919,LG-000919,944,818,449,369,818,409,13813579545.82,7582270435.3,54.89,In Progress
RR-000920,LG-000920,3840,3585,3364,221,3585,3364,2467109679.92,2315022862.83,93.84,In Progress
RR-000921,LG-000921,3899,3422,3181,241,3422,3181,14163793141.58,13166284624.01,92.96,In Progress
RR-000922,LG-000922,4489,4067,1423,2644,4067,1220,9861411868.61,3450403021.65,34.99,Delayed
RR-000923,LG-000923,1040,1007,875,132,1007,875,11262586014.8,9786258950.3,86.89,In Progress
RR-000924,LG-000924,1813,1735,954,781,1735,867,7182104993.56,3949122861.01,54.99,In Progress
RR-000925,LG-000925,3514,3451,3414,37,3451,3414,9460474892.23,9359044126.94,98.93,In Progress
RR-000926,LG-000926,3806,3703,3351,352,3703,3351,7000815050.36,6335331146.03,90.49,In Progress
RR-000927,LG-000927,1537,1291,1278,13,1291,1278,5619634255.17,5563046148.81,98.99,In Progress
RR-000928,LG-000928,3491,2956,1034,1922,2956,886,10790246809.46,3774396211.43,34.98,Delayed
RR-000929,LG-000929,1222,995,974,21,995,974,8412395498.73,8234847453.03,97.89,In Progress
RR-000930,LG-000930,1341,1315,1124,191,1315,1124,3347262152.97,2861081870.68,85.48,In Progress
RR-000931,LG-000931,2131,1987,1092,895,1987,993,9587675782.61,5269120258.99,54.96,In Progress
RR-000932,LG-000932,829,663,594,69,663,594,7533494437.2,6749465604.37,89.59,In Progress
RR-000933,LG-000933,4522,3770,3443,327,3770,3443,11934250129.22,10899104295.73,91.33,In Progress
RR-000934,LG-000934,4495,4289,4212,77,4289,4212,4060091557.74,3987201128.75,98.2,In Progress
RR-000935,LG-000935,221,178,97,81,178,89,6558118493.64,3573806145.41,54.49,In Progress
RR-000936,LG-000936,4099,3784,3367,417,3784,3367,12939348162.65,11513421052.76,88.98,In Progress
RR-000937,LG-000937,2335,2202,2041,161,2202,2041,13854860082.0,12841857142.31,92.69,In Progress
RR-000938,LG-000938,4219,4010,2205,1805,4010,2005,8009657603.69,4404312971.61,54.99,In Progress
RR-000939,LG-000939,4885,4282,3912,370,4282,3912,13191677886.1,12051808475.11,91.36,In Progress
RR-000940,LG-000940,4192,4181,3807,374,4181,3807,6729309896.56,6127357755.61,91.05,In Progress
RR-000941,LG-000941,4205,3522,1232,2290,3522,1056,4133290194.06,1445830073.56,34.98,Delayed
RR-000942,LG-000942,4746,4388,1535,2853,4388,1316,2263328521.93,791752343.02,34.98,Delayed
RR-000943,LG-000943,1586,1447,795,652,1447,723,1086254567.26,596801921.89,54.94,In Progress
RR-000944,LG-000944,4081,3326,1829,1497,3326,1663,2491928138.82,1370335708.33,54.99,In Progress
RR-000945,LG-000945,3304,2975,2879,96,2975,2879,14321139551.75,13859012023.36,96.77,In Progress
RR-000946,LG-000946,2763,2402,840,1562,2402,720,4551552647.2,1591716995.69,34.97,Delayed
RR-000947,LG-000947,4469,3732,2052,1680,3732,1866,13610920022.88,7483817761.78,54.98,In Progress
RR-000948,LG-000948,103,100,55,45,100,50,7021494084.04,3861821746.22,55.0,In Progress
RR-000949,LG-000949,4574,4307,4203,104,4307,4203,12539870099.9,12237073143.69,97.59,In Progress
RR-000950,LG-000950,4796,3961,3639,322,3961,3639,7501330050.48,6891527405.63,91.87,In Progress
RR-000951,LG-000951,1893,1538,845,693,1538,769,13796512255.38,7580008358.78,54.94,In Progress
RR-000952,LG-000952,1535,1327,1239,88,1327,1239,13015060046.14,12151966388.22,93.37,In Progress
RR-000953,LG-000953,485,388,369,19,388,369,6228175542.89,5923187565.27,95.1,In Progress
RR-000954,LG-000954,1326,1158,405,753,1158,347,11228939051.53,3927219616.47,34.97,Delayed
RR-000955,LG-000955,1902,1716,600,1116,1716,514,7503440381.24,2623580552.88,34.97,Delayed
RR-000956,LG-000956,275,250,222,28,250,222,5491012348.04,4876018965.06,88.8,In Progress
RR-000957,LG-000957,532,461,161,300,461,138,3100803102.47,1082926896.96,34.92,Delayed
RR-000958,LG-000958,162,133,118,15,133,118,1531938302.49,1359163305.97,88.72,In Progress
RR-000959,LG-000959,3360,2926,2815,111,2926,2815,9985800542.88,9606981725.29,96.21,In Progress
RR-000960,LG-000960,4649,4574,2515,2059,4574,2287,5777442171.02,3176709020.58,54.98,In Progress
RR-000961,LG-000961,4329,4031,3564,467,4031,3564,5781411439.48,5111622518.06,88.41,In Progress
RR-000962,LG-000962,2736,2260,2163,97,2260,2163,4504622850.02,4311282842.74,95.71,In Progress
RR-000963,LG-000963,4734,4540,2497,2043,4540,2270,12172784982.9,6695031740.6,55.0,In Progress
RR-000964,LG-000964,3834,3677,1286,2391,3677,1103,878439977.18,307227035.8,34.97,Delayed
RR-000965,LG-000965,4912,4029,3910,119,4029,3910,8798236455.48,8538372931.48,97.05,In Progress
RR-000966,LG-000966,2008,1832,1797,35,1832,1797,2415310280.47,2369166252.19,98.09,In Progress
RR-000967,LG-000967,1976,1660,1614,46,1660,1614,10194152460.15,9911663898.0,97.23,In Progress
RR-000968,LG-000968,591,570,313,257,570,285,11841444221.5,6502407090.05,54.91,In Progress
RR-000969,LG-000969,2618,2361,1298,1063,2361,1180,2678965966.55,1472807210.75,54.98,In Progress
RR-000970,LG-000970,1882,1654,1501,153,1654,1501,2644740801.24,2400094282.14,90.75,In Progress
RR-000971,LG-000971,1645,1328,730,598,1328,664,7177244734.55,3945322783.3,54.97,In Progress
RR-000972,LG-000972,1524,1508,829,679,1508,754,14647723673.39,8052362682.52,54.97,In Progress
RR-000973,LG-000973,4251,3461,3147,314,3461,3147,9331765143.58,8485138661.33,90.93,In Progress
RR-000974,LG-000974,1257,1175,1107,68,1175,1107,7837698260.31,7384112318.44,94.21,In Progress
RR-000975,LG-000975,2302,2009,1837,172,2009,1837,1766540532.47,1615298635.22,91.44,In Progress
RR-000976,LG-000976,4294,4117,3819,298,4117,3819,10778492478.72,9998314980.87,92.76,In Progress
RR-000977,LG-000977,4431,4183,3776,407,4183,3776,9641232430.92,8703154114.07,90.27,In Progress
RR-000978,LG-000978,159,130,117,13,130,117,6458627379.38,5812764641.44,90.0,In Progress
RR-000979,LG-000979,2111,1892,1716,176,1892,1716,11262014081.14,10214384864.29,90.7,In Progress
RR-000980,LG-000980,4685,4437,4253,184,4437,4253,9236727280.29,8853685175.36,95.85,In Progress
RR-000981,LG-000981,3141,2585,2250,335,2585,2250,8237558099.65,7170021556.76,87.04,In Progress
RR-000982,LG-000982,4475,3802,3710,92,3802,3710,9070100849.1,8850624447.7,97.58,In Progress
RR-000983,LG-000983,3936,3458,3241,217,3458,3241,7267458614.81,6811403519.55,93.72,In Progress
RR-000984,LG-000984,4186,3753,3367,386,3753,3367,5913953747.93,5305697380.57,89.71,In Progress
RR-000985,LG-000985,1399,1313,1237,76,1313,1237,11824983987.17,11140521852.35,94.21,In Progress
RR-000986,LG-000986,4796,4727,4659,68,4727,4659,7966373265.33,7851773438.37,98.56,In Progress
RR-000987,LG-000987,2047,1922,1788,134,1922,1788,4370976603.1,4066236298.83,93.03,In Progress
RR-000988,LG-000988,4406,4333,3930,403,4333,3930,3811425160.14,3456935351.8,90.7,In Progress
RR-000989,LG-000989,3475,2877,2661,216,2877,2661,13232130771.07,12238686125.07,92.49,In Progress
RR-000990,LG-000990,978,784,739,45,784,739,8119985636.96,7653915032.8,94.26,In Progress
RR-000991,LG-000991,481,437,433,4,437,433,2273281938.75,2252473866.08,99.08,In Progress
RR-000992,LG-000992,765,671,234,437,671,201,4117223916.33,1435812811.36,34.87,Delayed
RR-000993,LG-000993,1050,1028,1003,25,1028,1003,13188886736.75,12868145327.78,97.57,In Progress
RR-000994,LG-000994,1548,1328,730,598,1328,664,1025526210.97,563730522.6,54.97,In Progress
RR-000995,LG-000995,1024,914,828,86,914,828,10207806695.76,9247334730.95,90.59,In Progress
RR-000996,LG-000996,3134,2733,1503,1230,2733,1366,4960545309.41,2728027661.93,54.99,In Progress
RR-000997,LG-000997,4397,3705,3312,393,3705,3312,12409163996.79,11092888301.58,89.39,In Progress
RR-000998,LG-000998,1539,1412,1329,83,1412,1329,2925326180.49,2753370038.15,94.12,In Progress
RR-000999,LG-000999,4711,4062,1421,2641,4062,1218,1372390590.14,480100203.99,34.98,Delayed
RR-001000,LG-001000,4325,3923,3396,527,3923,3396,2509121043.51,2172055840.88,86.57,In Progress
RR-001001,LG-001001,3391,3243,1783,1460,3243,1621,2228678408.87,1225326427.08,54.98,In Progress
RR-001002,LG-001002,2560,2241,1232,1009,2241,1120,10409872199.47,5722874854.86,54.98,In Progress
RR-001003,LG-001003,974,822,776,46,822,776,7726813632.24,7294412869.37,94.4,In Progress
RR-001004,LG-001004,1664,1480,814,666,1480,740,3794521182.2,2086986650.21,55.0,In Progress
RR-001005,LG-001005,2061,1922,1807,115,1922,1807,866585209.84,814734377.83,94.02,In Progress
RR-001006,LG-001006,3228,2892,2740,152,2892,2740,7165646437.76,6789028782.66,94.74,In Progress
RR-001007,LG-001007,3608,2997,1648,1349,2997,1498,247442323.02,136064380.49,54.99,In Progress
RR-001008,LG-001008,1658,1388,1204,184,1388,1204,5859774132.48,5082974103.39,86.74,In Progress
RR-001009,LG-001009,4683,4478,3909,569,4478,3909,5205493112.03,4544053723.74,87.29,In Progress
RR-001010,LG-001010,1630,1399,769,630,1399,699,14012859416.3,7702565326.04,54.97,In Progress
RR-001011,LG-001011,1584,1309,458,851,1309,392,13527849414.19,4733197121.24,34.99,Delayed
RR-001012,LG-001012,2780,2284,2034,250,2284,2034,5069819978.89,4514892222.88,89.05,In Progress
RR-001013,LG-001013,3506,3162,3027,135,3162,3027,2174593309.36,2081750141.5,95.73,In Progress
RR-001014,LG-001014,2116,1722,602,1120,1722,516,4356829559.2,1523119276.79,34.96,Delayed
RR-001015,LG-001015,2315,1960,1078,882,1960,980,14791239296.79,8135181613.23,55.0,In Progress
RR-001016,LG-001016,3289,2993,1646,1347,2993,1496,9694863836.36,5331689233.09,54.99,In Progress
RR-001017,LG-001017,2474,2218,1969,249,2218,1969,4447967624.19,3948624099.2,88.77,In Progress
RR-001018,LG-001018,2634,2601,910,1691,2601,780,1720486182.18,601938648.9,34.99,Delayed
RR-001019,LG-001019,114,110,107,3,110,107,1713664902.12,1666928586.61,97.27,In Progress
RR-001020,LG-001020,4182,3739,3619,120,3739,3619,10474188535.42,10138028432.65,96.79,In Progress
RR-001021,LG-001021,4460,3952,2173,1779,3952,1976,8332252395.49,4581473799.44,54.98,In Progress
RR-001022,LG-001022,2674,2490,2374,116,2490,2374,8193146264.54,7811457522.9,95.34,In Progress
RR-001023,LG-001023,2391,2001,700,1301,2001,600,8040445324.24,2812749488.74,34.98,Delayed
RR-001024,LG-001024,3282,2805,2768,37,2805,2768,5848288149.11,5771144954.27,98.68,In Progress
RR-001025,LG-001025,2346,2026,1114,912,2026,1013,14265607542.31,7843971768.08,54.99,In Progress
RR-001026,LG-001026,1772,1631,1492,139,1631,1492,5355427615.45,4899017781.88,91.48,In Progress
RR-001027,LG-001027,3312,3037,2890,147,3037,2890,8554291469.05,8140237848.39,95.16,In Progress
RR-001028,LG-001028,899,765,267,498,765,229,1916607179.29,668933486.11,34.9,Delayed
RR-001029,LG-001029,4782,4471,4298,173,4471,4298,7340304386.79,7056280083.74,96.13,In Progress
RR-001030,LG-001030,545,446,393,53,446,393,1807130969.01,1592382221.57,88.12,In Progress
RR-001031,LG-001031,4621,4239,3949,290,4239,3949,4357322813.7,4059228070.61,93.16,In Progress
RR-001032,LG-001032,3429,2942,2833,109,2942,2833,8459014881.9,8145611543.31,96.3,In Progress
RR-001033,LG-001033,4346,3943,3892,51,3943,3892,7502123847.63,7405089022.31,98.71,In Progress
RR-001034,LG-001034,1136,1088,1076,12,1088,1076,13349275736.22,13202041077.36,98.9,In Progress
RR-001035,LG-001035,21,19,16,3,19,16,10775727270.78,9074296649.08,84.21,In Progress
RR-001036,LG-001036,2587,2353,2018,335,2353,2018,625775709.97,536683120.58,85.76,In Progress
RR-001037,LG-001037,4525,4359,4041,318,4359,4041,7607376818.56,7052399569.58,92.7,In Progress
RR-001038,LG-001038,2738,2605,2290,315,2605,2290,12752127828.62,11210123887.73,87.91,In Progress
RR-001039,LG-001039,1071,924,899,25,924,899,11679086619.88,11363094016.53,97.29,In Progress
RR-001040,LG-001040,2168,2038,1861,177,2038,1861,13627793559.56,12444221694.97,91.32,In Progress
RR-001041,LG-001041,3356,3325,1828,1497,3325,1662,6347151389.43,3489501575.9,54.98,In Progress
RR-001042,LG-001042,4489,4087,4012,75,4087,4012,14539698632.95,14272882533.74,98.16,In Progress
RR-001043,LG-001043,4081,3926,3419,507,3926,3419,12909714291.0,11242565756.73,87.09,In Progress
RR-001044,LG-001044,3350,3200,3028,172,3200,3028,11008044465.68,10416362075.65,94.62,In Progress
RR-001045,LG-001045,4342,3475,1216,2259,3475,1042,6567767971.94,2298246288.89,34.99,Delayed
RR-001046,LG-001046,155,134,118,16,134,118,11472895358.93,10102997405.62,88.06,In Progress
RR-001047,LG-001047,4082,3797,2088,1709,3797,1898,2956602628.32,1625858911.75,54.99,In Progress
RR-001048,LG-001048,1420,1150,1108,42,1150,1108,3918783286.52,3775662505.62,96.35,In Progress
RR-001049,LG-001049,1572,1306,1227,79,1306,1227,10816055801.74,10161792089.38,93.95,In Progress
RR-001050,LG-001050,2426,2352,1293,1059,2352,1176,13269633983.59,7294913580.26,54.97,In Progress
RR-001051,LG-001051,3950,3842,1344,2498,3842,1152,6970391779.28,2438367139.86,34.98,Delayed
RR-001052,LG-001052,2060,1896,1042,854,1896,948,2643527420.14,1452824668.66,54.96,In Progress
RR-001053,LG-001053,1475,1379,1316,63,1379,1316,14734085924.15,14060955095.13,95.43,In Progress
RR-001054,LG-001054,4357,3647,3354,293,3647,3354,8339072532.0,7669111399.05,91.97,In Progress
RR-001055,LG-001055,3138,2973,2773,200,2973,2773,10659035322.02,9941979464.5,93.27,In Progress
RR-001056,LG-001056,1403,1176,1172,4,1176,1172,9619764642.41,9587044354.51,99.66,In Progress
RR-001057,LG-001057,2885,2843,2743,100,2843,2743,8805085701.5,8495374632.15,96.48,In Progress
RR-001058,LG-001058,3432,3416,1195,2221,3416,1024,10032189870.6,3509504360.47,34.98,Delayed
RR-001059,LG-001059,3352,2965,1630,1335,2965,1482,1139270451.16,626310568.43,54.97,In Progress
RR-001060,LG-001060,4150,3732,3472,260,3732,3472,4902741973.93,4561179028.26,93.03,In Progress
RR-001061,LG-001061,661,548,470,78,548,470,5357796054.38,4595190046.64,85.77,In Progress
RR-001062,LG-001062,3716,3254,3006,248,3254,3006,1195942068.18,1104794670.24,92.38,In Progress
RR-001063,LG-001063,3330,2844,2700,144,2844,2700,10171497389.73,9656484863.67,94.94,In Progress
RR-001064,LG-001064,2587,2473,865,1608,2473,741,5656415991.3,1978487599.06,34.98,Delayed
RR-001065,LG-001065,2396,2059,1132,927,2059,1029,7930544706.81,4360066346.82,54.98,In Progress
RR-001066,LG-001066,371,370,339,31,370,339,11732942239.5,10749911943.76,91.62,In Progress
RR-001067,LG-001067,2930,2462,2384,78,2462,2384,13411069380.7,12986185785.37,96.83,In Progress
RR-001068,LG-001068,4147,3601,3141,460,3601,3141,3913351703.86,3413451180.73,87.23,In Progress
RR-001069,LG-001069,2885,2797,978,1819,2797,839,5663574204.95,1980327340.88,34.97,Delayed
RR-001070,LG-001070,3913,3401,1870,1531,3401,1700,3968305082.27,2181926052.29,54.98,In Progress
RR-001071,LG-001071,2949,2483,2244,239,2483,2244,11411048825.44,10312683674.7,90.37,In Progress
RR-001072,LG-001072,2068,1848,1016,832,1848,924,4145112278.86,2278914542.92,54.98,In Progress
RR-001073,LG-001073,56,44,41,3,44,41,14226890983.17,13256875688.86,93.18,In Progress
RR-001074,LG-001074,938,903,496,407,903,451,13386943514.41,7353182705.59,54.93,In Progress
RR-001075,LG-001075,3845,3822,3743,79,3822,3743,12304094174.14,12049770929.83,97.93,In Progress
RR-001076,LG-001076,3944,3707,3573,134,3707,3573,3579588264.61,3450193922.16,96.39,In Progress
RR-001077,LG-001077,1489,1424,1263,161,1424,1263,8378156770.25,7430907303.95,88.69,In Progress
RR-001078,LG-001078,440,428,378,50,428,378,11390271302.89,10059632131.99,88.32,In Progress
RR-001079,LG-001079,3720,2993,2801,192,2993,2801,13201904177.12,12355006214.54,93.59,In Progress
RR-001080,LG-001080,3013,2557,1406,1151,2557,1278,13041413254.83,7170992192.53,54.99,In Progress
RR-001081,LG-001081,4322,3892,2140,1752,3892,1946,2127413546.85,1169749483.62,54.98,In Progress
RR-001082,LG-001082,3232,2930,1611,1319,2930,1465,1920289271.35,1055831404.83,54.98,In Progress
RR-001083,LG-001083,227,224,205,19,224,205,9594071752.62,8780288880.75,91.52,In Progress
RR-001084,LG-001084,2966,2618,1439,1179,2618,1309,5710553338.59,3138841197.19,54.97,In Progress
RR-001085,LG-001085,2974,2655,2427,228,2655,2427,1642824577.22,1501745856.46,91.41,In Progress
RR-001086,LG-001086,925,908,499,409,908,454,9984135692.11,5486876333.0,54.96,In Progress
RR-001087,LG-001087,4796,4055,2230,1825,4055,2027,1914188510.84,1052685666.87,54.99,In Progress
RR-001088,LG-001088,3124,3104,1707,1397,3104,1552,4501324118.92,2475438231.64,54.99,In Progress
RR-001089,LG-001089,4738,3801,3374,427,3801,3374,3455547391.32,3067355142.94,88.77,In Progress
RR-001090,LG-001090,413,391,215,176,391,195,11987778769.66,6591745359.28,54.99,In Progress
RR-001091,LG-001091,4029,3853,3441,412,3853,3441,4237874048.19,3784719595.07,89.31,In Progress
RR-001092,LG-001092,717,632,595,37,632,595,7431243652.79,6996186666.79,94.15,In Progress
RR-001093,LG-001093,4519,3655,1279,2376,3655,1096,5388266076.55,1885524572.34,34.99,Delayed
RR-001094,LG-001094,3893,3230,3136,94,3230,3136,3567955101.96,3464119876.08,97.09,In Progress
