risk_history_id,project_id,prediction_date,delay_probability,risk_score,risk_category,expected_delay_days,highest_risk_stage,model_version
RISK-0012489,LG-000986,2019-04-07,0.18,18,LOW,2,Land Identification,v1.2.0
RISK-0012490,LG-000986,2019-05-07,0.09,9,LOW,26,Land Identification,v1.2.0
RISK-0012491,LG-000986,2019-06-06,0.07,7,LOW,19,Land Identification,v1.2.0
RISK-0012492,LG-000986,2019-07-06,0.07,7,LOW,11,Land Identification,v1.2.0
RISK-0012493,LG-000986,2019-08-05,0.09,9,LOW,2,Land Identification,v1.2.0
RISK-0012494,LG-000986,2019-09-04,0.15,15,LOW,26,Land Identification,v1.2.0
RISK-0012495,LG-000987,2021-03-01,0.34,34,MEDIUM,108,Compensation,v1.2.0
RISK-0012496,LG-000987,2021-03-31,0.36,36,MEDIUM,100,Compensation,v1.2.0
RISK-0012497,LG-000987,2021-04-30,0.38,38,MEDIUM,53,Compensation,v1.2.0
RISK-0012498,LG-000987,2021-05-30,0.36,36,MEDIUM,84,Compensation,v1.2.0
RISK-0012499,LG-000987,2021-06-29,0.41,41,MEDIUM,85,Compensation,v1.2.0
RISK-0012500,LG-000987,2021-07-29,0.34,34,MEDIUM,70,Compensation,v1.2.0
RISK-0012501,LG-000987,2021-08-28,0.43,43,MEDIUM,73,Compensation,v1.2.0
RISK-0012502,LG-000987,2021-09-27,0.45,45,MEDIUM,94,Compensation,v1.2.0
RISK-0012503,LG-000987,2021-10-27,0.32,32,MEDIUM,76,Compensation,v1.2.0
RISK-0012504,LG-000987,2021-11-26,0.39,39,MEDIUM,56,Compensation,v1.2.0
RISK-0012505,LG-000987,2021-12-26,0.38,38,MEDIUM,63,Compensation,v1.2.0
RISK-0012506,LG-000987,2022-01-25,0.31,31,MEDIUM,59,Compensation,v1.2.0
RISK-0012507,LG-000987,2022-02-24,0.43,43,MEDIUM,67,Compensation,v1.2.0
RISK-0012508,LG-000987,2022-03-26,0.38,38,MEDIUM,89,Compensation,v1.2.0
RISK-0012509,LG-000987,2022-04-25,0.31,31,MEDIUM,82,Compensation,v1.2.0
RISK-0012510,LG-000988,2023-04-13,0.14,14,LOW,2,Objection/Hearing,v1.2.0
RISK-0012511,LG-000988,2023-05-13,0.23,23,LOW,14,Objection/Hearing,v1.2.0
RISK-0012512,LG-000988,2023-06-12,0.23,23,LOW,29,Objection/Hearing,v1.2.0
RISK-0012513,LG-000988,2023-07-12,0.17,17,LOW,13,Objection/Hearing,v1.2.0
RISK-0012514,LG-000988,2023-08-11,0.12,12,LOW,11,Objection/Hearing,v1.2.0
RISK-0012515,LG-000988,2023-09-10,0.11,11,LOW,10,Objection/Hearing,v1.2.0
RISK-0012516,LG-000988,2023-10-10,0.13,13,LOW,19,Objection/Hearing,v1.2.0
RISK-0012517,LG-000988,2023-11-09,0.15,15,LOW,6,Objection/Hearing,v1.2.0
RISK-0012518,LG-000988,2023-12-09,0.1,10,LOW,22,Objection/Hearing,v1.2.0
RISK-0012519,LG-000988,2024-01-08,0.21,21,LOW,11,Objection/Hearing,v1.2.0
RISK-0012520,LG-000988,2024-02-07,0.1,10,LOW,28,Objection/Hearing,v1.2.0
RISK-0012521,LG-000988,2024-03-08,0.08,8,LOW,8,Objection/Hearing,v1.2.0
RISK-0012522,LG-000988,2024-04-07,0.13,13,LOW,4,Objection/Hearing,v1.2.0
RISK-0012523,LG-000988,2024-05-07,0.1,10,LOW,4,Objection/Hearing,v1.2.0
RISK-0012524,LG-000989,2023-01-11,0.33,33,MEDIUM,72,Documentation,v1.2.0
RISK-0012525,LG-000989,2023-02-10,0.45,45,MEDIUM,42,Documentation,v1.2.0
RISK-0012526,LG-000989,2023-03-12,0.41,41,MEDIUM,45,Documentation,v1.2.0
RISK-0012527,LG-000989,2023-04-11,0.31,31,MEDIUM,101,Documentation,v1.2.0
RISK-0012528,LG-000989,2023-05-11,0.33,33,MEDIUM,107,Documentation,v1.2.0
RISK-0012529,LG-000989,2023-06-10,0.31,31,MEDIUM,61,Documentation,v1.2.0
RISK-0012530,LG-000989,2023-07-10,0.39,39,MEDIUM,71,Documentation,v1.2.0
RISK-0012531,LG-000989,2023-08-09,0.45,45,MEDIUM,110,Documentation,v1.2.0
RISK-0012532,LG-000989,2023-09-08,0.36,36,MEDIUM,72,Documentation,v1.2.0
RISK-0012533,LG-000989,2023-10-08,0.39,39,MEDIUM,98,Documentation,v1.2.0
RISK-0012534,LG-000989,2023-11-07,0.35,35,MEDIUM,110,Documentation,v1.2.0
RISK-0012535,LG-000989,2023-12-07,0.33,33,MEDIUM,46,Documentation,v1.2.0
RISK-0012536,LG-000990,2022-05-03,0.39,39,MEDIUM,89,Compensation,v1.2.0
RISK-0012537,LG-000990,2022-06-02,0.31,31,MEDIUM,84,Compensation,v1.2.0
RISK-0012538,LG-000990,2022-07-02,0.34,34,MEDIUM,100,Compensation,v1.2.0
RISK-0012539,LG-000990,2022-08-01,0.43,43,MEDIUM,106,Compensation,v1.2.0
RISK-0012540,LG-000990,2022-08-31,0.44,44,MEDIUM,62,Compensation,v1.2.0
RISK-0012541,LG-000991,2021-10-06,0.19,19,LOW,6,Possession,v1.2.0
RISK-0012542,LG-000991,2021-11-05,0.07,7,LOW,26,Possession,v1.2.0
RISK-0012543,LG-000991,2021-12-05,0.07,7,LOW,30,Possession,v1.2.0
RISK-0012544,LG-000991,2022-01-04,0.19,19,LOW,7,Possession,v1.2.0
RISK-0012545,LG-000991,2022-02-03,0.15,15,LOW,18,Possession,v1.2.0
RISK-0012546,LG-000991,2022-03-05,0.19,19,LOW,21,Possession,v1.2.0
RISK-0012547,LG-000991,2022-04-04,0.08,8,LOW,3,Possession,v1.2.0
RISK-0012548,LG-000991,2022-05-04,0.21,21,LOW,29,Possession,v1.2.0
RISK-0012549,LG-000992,2020-02-07,0.82,82,CRITICAL,455,Final Handover,v1.2.0
RISK-0012550,LG-000992,2020-03-08,0.83,83,CRITICAL,467,Final Handover,v1.2.0
RISK-0012551,LG-000992,2020-04-07,0.85,85,CRITICAL,322,Final Handover,v1.2.0
RISK-0012552,LG-000992,2020-05-07,0.88,88,CRITICAL,588,Final Handover,v1.2.0
RISK-0012553,LG-000992,2020-06-06,0.87,87,CRITICAL,274,Final Handover,v1.2.0
RISK-0012554,LG-000992,2020-07-06,0.86,86,CRITICAL,396,Final Handover,v1.2.0
RISK-0012555,LG-000992,2020-08-05,0.86,86,CRITICAL,363,Final Handover,v1.2.0
RISK-0012556,LG-000992,2020-09-04,0.92,92,CRITICAL,474,Final Handover,v1.2.0
RISK-0012557,LG-000992,2020-10-04,0.89,89,CRITICAL,412,Final Handover,v1.2.0
RISK-0012558,LG-000992,2020-11-03,0.92,92,CRITICAL,400,Final Handover,v1.2.0
RISK-0012559,LG-000992,2020-12-03,0.94,94,CRITICAL,593,Final Handover,v1.2.0
RISK-0012560,LG-000992,2021-01-02,0.91,91,CRITICAL,543,Final Handover,v1.2.0
RISK-0012561,LG-000992,2021-02-01,0.95,95,CRITICAL,567,Final Handover,v1.2.0
RISK-0012562,LG-000992,2021-03-03,0.95,95,CRITICAL,536,Final Handover,v1.2.0
RISK-0012563,LG-000992,2021-04-02,0.95,95,CRITICAL,523,Final Handover,v1.2.0
RISK-0012564,LG-000993,2021-09-17,0.09,9,LOW,9,Notification,v1.2.0
RISK-0012565,LG-000993,2021-10-17,0.1,10,LOW,28,Notification,v1.2.0
RISK-0012566,LG-000993,2021-11-16,0.14,14,LOW,25,Notification,v1.2.0
RISK-0012567,LG-000993,2021-12-16,0.16,16,LOW,27,Notification,v1.2.0
RISK-0012568,LG-000993,2022-01-15,0.22,22,LOW,10,Notification,v1.2.0
RISK-0012569,LG-000993,2022-02-14,0.15,15,LOW,12,Notification,v1.2.0
RISK-0012570,LG-000993,2022-03-16,0.1,10,LOW,5,Notification,v1.2.0
RISK-0012571,LG-000993,2022-04-15,0.23,23,LOW,15,Notification,v1.2.0
RISK-0012572,LG-000993,2022-05-15,0.21,21,LOW,5,Notification,v1.2.0
RISK-0012573,LG-000993,2022-06-14,0.07,7,LOW,16,Notification,v1.2.0
RISK-0012574,LG-000993,2022-07-14,0.12,12,LOW,21,Notification,v1.2.0
RISK-0012575,LG-000993,2022-08-13,0.13,13,LOW,13,Notification,v1.2.0
RISK-0012576,LG-000993,2022-09-12,0.09,9,LOW,28,Notification,v1.2.0
RISK-0012577,LG-000993,2022-10-12,0.15,15,LOW,23,Notification,v1.2.0
RISK-0012578,LG-000993,2022-11-11,0.08,8,LOW,16,Notification,v1.2.0
RISK-0012579,LG-000994,2022-08-14,0.63,63,HIGH,125,Objection/Hearing,v1.2.0
RISK-0012580,LG-000994,2022-09-13,0.61,61,HIGH,264,Objection/Hearing,v1.2.0
RISK-0012581,LG-000994,2022-10-13,0.61,61,HIGH,134,Objection/Hearing,v1.2.0
RISK-0012582,LG-000994,2022-11-12,0.61,61,HIGH,217,Objection/Hearing,v1.2.0
RISK-0012583,LG-000994,2022-12-12,0.65,65,HIGH,155,Objection/Hearing,v1.2.0
RISK-0012584,LG-000994,2023-01-11,0.64,64,HIGH,203,Objection/Hearing,v1.2.0
RISK-0012585,LG-000994,2023-02-10,0.68,68,HIGH,143,Objection/Hearing,v1.2.0
RISK-0012586,LG-000994,2023-03-12,0.65,65,HIGH,273,Objection/Hearing,v1.2.0
RISK-0012587,LG-000994,2023-04-11,0.66,66,HIGH,120,Objection/Hearing,v1.2.0
RISK-0012588,LG-000994,2023-05-11,0.71,71,HIGH,207,Objection/Hearing,v1.2.0
RISK-0012589,LG-000994,2023-06-10,0.69,69,HIGH,174,Objection/Hearing,v1.2.0
RISK-0012590,LG-000994,2023-07-10,0.72,72,HIGH,279,Objection/Hearing,v1.2.0
RISK-0012591,LG-000994,2023-08-09,0.7,70,HIGH,152,Objection/Hearing,v1.2.0
RISK-0012592,LG-000994,2023-09-08,0.74,74,HIGH,195,Objection/Hearing,v1.2.0
RISK-0012593,LG-000994,2023-10-08,0.74,74,HIGH,215,Objection/Hearing,v1.2.0
RISK-0012594,LG-000994,2023-11-07,0.72,72,HIGH,232,Objection/Hearing,v1.2.0
RISK-0012595,LG-000994,2023-12-07,0.75,75,HIGH,145,Objection/Hearing,v1.2.0
RISK-0012596,LG-000995,2018-04-15,0.17,17,LOW,3,Final Handover,v1.2.0
RISK-0012597,LG-000995,2018-05-15,0.12,12,LOW,8,Final Handover,v1.2.0
RISK-0012598,LG-000995,2018-06-14,0.13,13,LOW,1,Final Handover,v1.2.0
RISK-0012599,LG-000995,2018-07-14,0.2,20,LOW,3,Final Handover,v1.2.0
RISK-0012600,LG-000995,2018-08-13,0.19,19,LOW,13,Final Handover,v1.2.0
RISK-0012601,LG-000995,2018-09-12,0.23,23,LOW,16,Final Handover,v1.2.0
RISK-0012602,LG-000995,2018-10-12,0.07,7,LOW,5,Final Handover,v1.2.0
RISK-0012603,LG-000995,2018-11-11,0.21,21,LOW,21,Final Handover,v1.2.0
RISK-0012604,LG-000995,2018-12-11,0.17,17,LOW,3,Final Handover,v1.2.0
RISK-0012605,LG-000995,2019-01-10,0.12,12,LOW,10,Final Handover,v1.2.0
RISK-0012606,LG-000995,2019-02-09,0.14,14,LOW,10,Final Handover,v1.2.0
RISK-0012607,LG-000995,2019-03-11,0.22,22,LOW,27,Final Handover,v1.2.0
RISK-0012608,LG-000995,2019-04-10,0.1,10,LOW,3,Final Handover,v1.2.0
RISK-0012609,LG-000995,2019-05-10,0.18,18,LOW,17,Final Handover,v1.2.0
RISK-0012610,LG-000995,2019-06-09,0.17,17,LOW,14,Final Handover,v1.2.0
RISK-0012611,LG-000995,2019-07-09,0.16,16,LOW,17,Final Handover,v1.2.0
RISK-0012612,LG-000995,2019-08-08,0.1,10,LOW,18,Final Handover,v1.2.0
RISK-0012613,LG-000995,2019-09-07,0.15,15,LOW,15,Final Handover,v1.2.0
RISK-0012614,LG-000995,2019-10-07,0.16,16,LOW,28,Final Handover,v1.2.0
RISK-0012615,LG-000995,2019-11-06,0.1,10,LOW,24,Final Handover,v1.2.0
RISK-0012616,LG-000996,2023-07-09,0.61,61,HIGH,196,R&R,v1.2.0
RISK-0012617,LG-000996,2023-08-08,0.64,64,HIGH,249,R&R,v1.2.0
RISK-0012618,LG-000996,2023-09-07,0.61,61,HIGH,222,R&R,v1.2.0
RISK-0012619,LG-000996,2023-10-07,0.65,65,HIGH,261,R&R,v1.2.0
RISK-0012620,LG-000996,2023-11-06,0.66,66,HIGH,250,R&R,v1.2.0
RISK-0012621,LG-000997,2021-10-14,0.1,10,LOW,30,Approval,v1.2.0
RISK-0012622,LG-000997,2021-11-13,0.08,8,LOW,26,Approval,v1.2.0
RISK-0012623,LG-000997,2021-12-13,0.09,9,LOW,28,Approval,v1.2.0
RISK-0012624,LG-000997,2022-01-12,0.07,7,LOW,21,Approval,v1.2.0
RISK-0012625,LG-000997,2022-02-11,0.08,8,LOW,2,Approval,v1.2.0
RISK-0012626,LG-000997,2022-03-13,0.11,11,LOW,1,Approval,v1.2.0
RISK-0012627,LG-000997,2022-04-12,0.16,16,LOW,19,Approval,v1.2.0
RISK-0012628,LG-000997,2022-05-12,0.23,23,LOW,10,Approval,v1.2.0
RISK-0012629,LG-000997,2022-06-11,0.08,8,LOW,11,Approval,v1.2.0
RISK-0012630,LG-000997,2022-07-11,0.13,13,LOW,3,Approval,v1.2.0
RISK-0012631,LG-000997,2022-08-10,0.14,14,LOW,24,Approval,v1.2.0
RISK-0012632,LG-000997,2022-09-09,0.17,17,LOW,12,Approval,v1.2.0
RISK-0012633,LG-000997,2022-10-09,0.23,23,LOW,11,Approval,v1.2.0
RISK-0012634,LG-000997,2022-11-08,0.11,11,LOW,2,Approval,v1.2.0
RISK-0012635,LG-000997,2022-12-08,0.1,10,LOW,26,Approval,v1.2.0
RISK-0012636,LG-000997,2023-01-07,0.13,13,LOW,18,Approval,v1.2.0
RISK-0012637,LG-000997,2023-02-06,0.08,8,LOW,4,Approval,v1.2.0
RISK-0012638,LG-000997,2023-03-08,0.12,12,LOW,9,Approval,v1.2.0
RISK-0012639,LG-000998,2019-02-04,0.2,20,LOW,12,Notification,v1.2.0
RISK-0012640,LG-000998,2019-03-06,0.14,14,LOW,22,Notification,v1.2.0
RISK-0012641,LG-000998,2019-04-05,0.12,12,LOW,5,Notification,v1.2.0
RISK-0012642,LG-000998,2019-05-05,0.13,13,LOW,13,Notification,v1.2.0
RISK-0012643,LG-000998,2019-06-04,0.1,10,LOW,0,Notification,v1.2.0
RISK-0012644,LG-000998,2019-07-04,0.21,21,LOW,10,Notification,v1.2.0
RISK-0012645,LG-000998,2019-08-03,0.22,22,LOW,3,Notification,v1.2.0
RISK-0012646,LG-000998,2019-09-02,0.14,14,LOW,23,Notification,v1.2.0
RISK-0012647,LG-000998,2019-10-02,0.2,20,LOW,15,Notification,v1.2.0
RISK-0012648,LG-000998,2019-11-01,0.13,13,LOW,7,Notification,v1.2.0
RISK-0012649,LG-000998,2019-12-01,0.23,23,LOW,10,Notification,v1.2.0
RISK-0012650,LG-000998,2019-12-31,0.22,22,LOW,13,Notification,v1.2.0
RISK-0012651,LG-000998,2020-01-30,0.07,7,LOW,10,Notification,v1.2.0
RISK-0012652,LG-000998,2020-02-29,0.17,17,LOW,4,Notification,v1.2.0
RISK-0012653,LG-000998,2020-03-30,0.23,23,LOW,4,Notification,v1.2.0
RISK-0012654,LG-000998,2020-04-29,0.11,11,LOW,9,Notification,v1.2.0
RISK-0012655,LG-000998,2020-05-29,0.22,22,LOW,21,Notification,v1.2.0
RISK-0012656,LG-000998,2020-06-28,0.1,10,LOW,18,Notification,v1.2.0
RISK-0012657,LG-000999,2023-12-21,0.82,82,CRITICAL,348,Possession,v1.2.0
RISK-0012658,LG-000999,2024-01-20,0.86,86,CRITICAL,472,Possession,v1.2.0
RISK-0012659,LG-000999,2024-02-19,0.82,82,CRITICAL,597,Possession,v1.2.0
RISK-0012660,LG-000999,2024-03-20,0.86,86,CRITICAL,383,Possession,v1.2.0
RISK-0012661,LG-000999,2024-04-19,0.84,84,CRITICAL,540,Possession,v1.2.0
RISK-0012662,LG-000999,2024-05-19,0.87,87,CRITICAL,489,Possession,v1.2.0
RISK-0012663,LG-000999,2024-06-18,0.9,90,CRITICAL,427,Possession,v1.2.0
RISK-0012664,LG-000999,2024-07-18,0.9,90,CRITICAL,504,Possession,v1.2.0
RISK-0012665,LG-000999,2024-08-17,0.91,91,CRITICAL,532,Possession,v1.2.0
RISK-0012666,LG-000999,2024-09-16,0.93,93,CRITICAL,314,Possession,v1.2.0
RISK-0012667,LG-001000,2021-02-05,0.43,43,MEDIUM,103,Land Identification,v1.2.0
RISK-0012668,LG-001000,2021-03-07,0.4,40,MEDIUM,56,Land Identification,v1.2.0
RISK-0012669,LG-001000,2021-04-06,0.44,44,MEDIUM,76,Land Identification,v1.2.0
RISK-0012670,LG-001000,2021-05-06,0.34,34,MEDIUM,54,Land Identification,v1.2.0
RISK-0012671,LG-001000,2021-06-05,0.41,41,MEDIUM,92,Land Identification,v1.2.0
RISK-0012672,LG-001000,2021-07-05,0.43,43,MEDIUM,94,Land Identification,v1.2.0
RISK-0012673,LG-001000,2021-08-04,0.32,32,MEDIUM,54,Land Identification,v1.2.0
RISK-0012674,LG-001000,2021-09-03,0.44,44,MEDIUM,52,Land Identification,v1.2.0
RISK-0012675,LG-001000,2021-10-03,0.4,40,MEDIUM,91,Land Identification,v1.2.0
RISK-0012676,LG-001000,2021-11-02,0.4,40,MEDIUM,81,Land Identification,v1.2.0
RISK-0012677,LG-001000,2021-12-02,0.33,33,MEDIUM,72,Land Identification,v1.2.0
RISK-0012678,LG-001000,2022-01-01,0.37,37,MEDIUM,94,Land Identification,v1.2.0
RISK-0012679,LG-001000,2022-01-31,0.45,45,MEDIUM,70,Land Identification,v1.2.0
RISK-0012680,LG-001000,2022-03-02,0.36,36,MEDIUM,87,Land Identification,v1.2.0
RISK-0012681,LG-001000,2022-04-01,0.45,45,MEDIUM,59,Land Identification,v1.2.0
RISK-0012682,LG-001001,2023-12-13,0.61,61,HIGH,256,Legal Resolution,v1.2.0
RISK-0012683,LG-001001,2024-01-12,0.64,64,HIGH,160,Legal Resolution,v1.2.0
RISK-0012684,LG-001001,2024-02-11,0.61,61,HIGH,192,Legal Resolution,v1.2.0
RISK-0012685,LG-001001,2024-03-12,0.65,65,HIGH,197,Legal Resolution,v1.2.0
RISK-0012686,LG-001001,2024-04-11,0.66,66,HIGH,257,Legal Resolution,v1.2.0
RISK-0012687,LG-001001,2024-05-11,0.63,63,HIGH,253,Legal Resolution,v1.2.0
RISK-0012688,LG-001001,2024-06-10,0.62,62,HIGH,258,Legal Resolution,v1.2.0
RISK-0012689,LG-001001,2024-07-10,0.69,69,HIGH,237,Legal Resolution,v1.2.0
RISK-0012690,LG-001001,2024-08-09,0.69,69,HIGH,156,Legal Resolution,v1.2.0
RISK-0012691,LG-001001,2024-09-08,0.66,66,HIGH,166,Legal Resolution,v1.2.0
RISK-0012692,LG-001001,2024-10-08,0.7,70,HIGH,165,Legal Resolution,v1.2.0
RISK-0012693,LG-001001,2024-11-07,0.71,71,HIGH,239,Legal Resolution,v1.2.0
RISK-0012694,LG-001002,2022-05-15,0.61,61,HIGH,178,Final Handover,v1.2.0
RISK-0012695,LG-001002,2022-06-14,0.61,61,HIGH,123,Final Handover,v1.2.0
RISK-0012696,LG-001002,2022-07-14,0.61,61,HIGH,222,Final Handover,v1.2.0
RISK-0012697,LG-001002,2022-08-13,0.64,64,HIGH,163,Final Handover,v1.2.0
RISK-0012698,LG-001002,2022-09-12,0.61,61,HIGH,194,Final Handover,v1.2.0
RISK-0012699,LG-001002,2022-10-12,0.68,68,HIGH,272,Final Handover,v1.2.0
RISK-0012700,LG-001002,2022-11-11,0.64,64,HIGH,132,Final Handover,v1.2.0
RISK-0012701,LG-001002,2022-12-11,0.64,64,HIGH,133,Final Handover,v1.2.0
RISK-0012702,LG-001002,2023-01-10,0.65,65,HIGH,195,Final Handover,v1.2.0
RISK-0012703,LG-001002,2023-02-09,0.66,66,HIGH,193,Final Handover,v1.2.0
RISK-0012704,LG-001002,2023-03-11,0.69,69,HIGH,249,Final Handover,v1.2.0
RISK-0012705,LG-001003,2023-11-05,0.16,16,LOW,24,Final Handover,v1.2.0
RISK-0012706,LG-001003,2023-12-05,0.2,20,LOW,8,Final Handover,v1.2.0
RISK-0012707,LG-001003,2024-01-04,0.15,15,LOW,7,Final Handover,v1.2.0
RISK-0012708,LG-001003,2024-02-03,0.16,16,LOW,7,Final Handover,v1.2.0
RISK-0012709,LG-001003,2024-03-04,0.22,22,LOW,26,Final Handover,v1.2.0
RISK-0012710,LG-001003,2024-04-03,0.18,18,LOW,0,Final Handover,v1.2.0
RISK-0012711,LG-001003,2024-05-03,0.16,16,LOW,18,Final Handover,v1.2.0
RISK-0012712,LG-001003,2024-06-02,0.12,12,LOW,27,Final Handover,v1.2.0
RISK-0012713,LG-001003,2024-07-02,0.13,13,LOW,16,Final Handover,v1.2.0
RISK-0012714,LG-001003,2024-08-01,0.2,20,LOW,5,Final Handover,v1.2.0
RISK-0012715,LG-001003,2024-08-31,0.1,10,LOW,12,Final Handover,v1.2.0
RISK-0012716,LG-001003,2024-09-30,0.21,21,LOW,27,Final Handover,v1.2.0
RISK-0012717,LG-001003,2024-10-30,0.19,19,LOW,0,Final Handover,v1.2.0
RISK-0012718,LG-001004,2020-05-28,0.61,61,HIGH,251,Compensation,v1.2.0
RISK-0012719,LG-001004,2020-06-27,0.61,61,HIGH,136,Compensation,v1.2.0
RISK-0012720,LG-001004,2020-07-27,0.63,63,HIGH,158,Compensation,v1.2.0
RISK-0012721,LG-001004,2020-08-26,0.61,61,HIGH,247,Compensation,v1.2.0
RISK-0012722,LG-001004,2020-09-25,0.62,62,HIGH,251,Compensation,v1.2.0
RISK-0012723,LG-001004,2020-10-25,0.65,65,HIGH,219,Compensation,v1.2.0
RISK-0012724,LG-001004,2020-11-24,0.66,66,HIGH,211,Compensation,v1.2.0
RISK-0012725,LG-001005,2021-04-27,0.17,17,LOW,22,R&R,v1.2.0
RISK-0012726,LG-001005,2021-05-27,0.22,22,LOW,25,R&R,v1.2.0
RISK-0012727,LG-001005,2021-06-26,0.1,10,LOW,14,R&R,v1.2.0
RISK-0012728,LG-001005,2021-07-26,0.09,9,LOW,0,R&R,v1.2.0
RISK-0012729,LG-001005,2021-08-25,0.08,8,LOW,6,R&R,v1.2.0
RISK-0012730,LG-001006,2023-12-02,0.18,18,LOW,9,Survey,v1.2.0
RISK-0012731,LG-001006,2024-01-01,0.1,10,LOW,7,Survey,v1.2.0
RISK-0012732,LG-001006,2024-01-31,0.16,16,LOW,23,Survey,v1.2.0
RISK-0012733,LG-001006,2024-03-01,0.21,21,LOW,14,Survey,v1.2.0
RISK-0012734,LG-001006,2024-03-31,0.17,17,LOW,1,Survey,v1.2.0
RISK-0012735,LG-001006,2024-04-30,0.1,10,LOW,27,Survey,v1.2.0
RISK-0012736,LG-001006,2024-05-30,0.19,19,LOW,5,Survey,v1.2.0
RISK-0012737,LG-001006,2024-06-29,0.23,23,LOW,18,Survey,v1.2.0
RISK-0012738,LG-001006,2024-07-29,0.08,8,LOW,18,Survey,v1.2.0
RISK-0012739,LG-001006,2024-08-28,0.17,17,LOW,2,Survey,v1.2.0
RISK-0012740,LG-001006,2024-09-27,0.23,23,LOW,27,Survey,v1.2.0
RISK-0012741,LG-001006,2024-10-27,0.12,12,LOW,27,Survey,v1.2.0
RISK-0012742,LG-001006,2024-11-26,0.2,20,LOW,10,Survey,v1.2.0
RISK-0012743,LG-001006,2024-12-26,0.21,21,LOW,23,Survey,v1.2.0
RISK-0012744,LG-001006,2025-01-25,0.19,19,LOW,27,Survey,v1.2.0
RISK-0012745,LG-001006,2025-02-24,0.1,10,LOW,19,Survey,v1.2.0
RISK-0012746,LG-001006,2025-03-26,0.14,14,LOW,27,Survey,v1.2.0
RISK-0012747,LG-001007,2021-09-16,0.61,61,HIGH,225,Approval,v1.2.0
RISK-0012748,LG-001007,2021-10-16,0.61,61,HIGH,207,Approval,v1.2.0
RISK-0012749,LG-001007,2021-11-15,0.63,63,HIGH,210,Approval,v1.2.0
RISK-0012750,LG-001007,2021-12-15,0.61,61,HIGH,175,Approval,v1.2.0
RISK-0012751,LG-001007,2022-01-14,0.62,62,HIGH,176,Approval,v1.2.0
RISK-0012752,LG-001008,2019-10-09,0.45,45,MEDIUM,94,Final Handover,v1.2.0
RISK-0012753,LG-001008,2019-11-08,0.43,43,MEDIUM,107,Final Handover,v1.2.0
RISK-0012754,LG-001008,2019-12-08,0.31,31,MEDIUM,50,Final Handover,v1.2.0
RISK-0012755,LG-001008,2020-01-07,0.31,31,MEDIUM,106,Final Handover,v1.2.0
RISK-0012756,LG-001008,2020-02-06,0.38,38,MEDIUM,91,Final Handover,v1.2.0
RISK-0012757,LG-001008,2020-03-07,0.39,39,MEDIUM,98,Final Handover,v1.2.0
RISK-0012758,LG-001009,2020-08-10,0.43,43,MEDIUM,47,Possession,v1.2.0
RISK-0012759,LG-001009,2020-09-09,0.38,38,MEDIUM,58,Possession,v1.2.0
RISK-0012760,LG-001009,2020-10-09,0.45,45,MEDIUM,78,Possession,v1.2.0
RISK-0012761,LG-001009,2020-11-08,0.32,32,MEDIUM,98,Possession,v1.2.0
RISK-0012762,LG-001009,2020-12-08,0.31,31,MEDIUM,87,Possession,v1.2.0
RISK-0012763,LG-001009,2021-01-07,0.45,45,MEDIUM,70,Possession,v1.2.0
RISK-0012764,LG-001009,2021-02-06,0.32,32,MEDIUM,99,Possession,v1.2.0
RISK-0012765,LG-001009,2021-03-08,0.44,44,MEDIUM,68,Possession,v1.2.0
RISK-0012766,LG-001009,2021-04-07,0.4,40,MEDIUM,106,Possession,v1.2.0
RISK-0012767,LG-001009,2021-05-07,0.35,35,MEDIUM,108,Possession,v1.2.0
RISK-0012768,LG-001009,2021-06-06,0.33,33,MEDIUM,73,Possession,v1.2.0
RISK-0012769,LG-001009,2021-07-06,0.4,40,MEDIUM,64,Possession,v1.2.0
RISK-0012770,LG-001009,2021-08-05,0.4,40,MEDIUM,64,Possession,v1.2.0
RISK-0012771,LG-001009,2021-09-04,0.4,40,MEDIUM,109,Possession,v1.2.0
RISK-0012772,LG-001009,2021-10-04,0.41,41,MEDIUM,74,Possession,v1.2.0
RISK-0012773,LG-001009,2021-11-03,0.37,37,MEDIUM,92,Possession,v1.2.0
RISK-0012774,LG-001010,2022-07-26,0.61,61,HIGH,272,Survey,v1.2.0
RISK-0012775,LG-001010,2022-08-25,0.61,61,HIGH,278,Survey,v1.2.0
RISK-0012776,LG-001010,2022-09-24,0.64,64,HIGH,197,Survey,v1.2.0
RISK-0012777,LG-001010,2022-10-24,0.61,61,HIGH,144,Survey,v1.2.0
RISK-0012778,LG-001010,2022-11-23,0.66,66,HIGH,208,Survey,v1.2.0
RISK-0012779,LG-001010,2022-12-23,0.65,65,HIGH,272,Survey,v1.2.0
RISK-0012780,LG-001010,2023-01-22,0.63,63,HIGH,187,Survey,v1.2.0
RISK-0012781,LG-001010,2023-02-21,0.63,63,HIGH,129,Survey,v1.2.0
RISK-0012782,LG-001010,2023-03-23,0.7,70,HIGH,160,Survey,v1.2.0
RISK-0012783,LG-001010,2023-04-22,0.67,67,HIGH,242,Survey,v1.2.0
RISK-0012784,LG-001010,2023-05-22,0.68,68,HIGH,241,Survey,v1.2.0
RISK-0012785,LG-001010,2023-06-21,0.69,69,HIGH,192,Survey,v1.2.0
RISK-0012786,LG-001010,2023-07-21,0.67,67,HIGH,234,Survey,v1.2.0
RISK-0012787,LG-001010,2023-08-20,0.69,69,HIGH,276,Survey,v1.2.0
