stakeholder_id,project_id,stakeholder_type,stakeholder_name,engagement_level,sentiment,requests_received,requests_resolved,pending_requests,response_time_days
STK-0004690,LG-000850,Landowner,Stakeholder Group 7 (Barmer),Low,Negative,45,18,27,52
STK-0004691,LG-000851,District Administration,Stakeholder Group 1 (Balrampur),Low,Negative,29,11,18,63
STK-0004692,LG-000851,District Administration,Stakeholder Group 2 (Balrampur),Low,Negative,6,2,4,47
STK-0004693,LG-000851,Contractor,Stakeholder Group 3 (Balrampur),Low,Negative,10,4,6,47
STK-0004694,LG-000851,Landowner,Stakeholder Group 4 (Balrampur),Low,Negative,36,14,22,51
STK-0004695,LG-000851,Landowner,Stakeholder Group 5 (Balrampur),Low,Negative,8,3,5,63
STK-0004696,LG-000851,Contractor,Stakeholder Group 6 (Balrampur),Low,Negative,18,7,11,47
STK-0004697,LG-000852,Local Authority,Stakeholder Group 1 (Etawah),Low,Negative,15,6,9,68
STK-0004698,LG-000852,Contractor,Stakeholder Group 2 (Etawah),Low,Negative,20,8,12,88
STK-0004699,LG-000852,District Administration,Stakeholder Group 3 (Etawah),Low,Negative,43,17,26,52
STK-0004700,LG-000852,District Administration,Stakeholder Group 4 (Etawah),Low,Negative,48,19,29,85
STK-0004701,LG-000852,Contractor,Stakeholder Group 5 (Etawah),Low,Negative,12,4,8,59
STK-0004702,LG-000853,Landowner,Stakeholder Group 1 (Morigaon),Low,Negative,6,2,4,67
STK-0004703,LG-000853,Landowner,Stakeholder Group 2 (Morigaon),Low,Negative,30,12,18,68
STK-0004704,LG-000853,Village Administration,Stakeholder Group 3 (Morigaon),Low,Negative,14,5,9,59
STK-0004705,LG-000853,Contractor,Stakeholder Group 4 (Morigaon),Low,Negative,16,6,10,71
STK-0004706,LG-000853,Local Authority,Stakeholder Group 5 (Morigaon),Low,Negative,46,18,28,67
STK-0004707,LG-000853,Landowner,Stakeholder Group 6 (Morigaon),Low,Negative,12,4,8,79
STK-0004708,LG-000853,Village Administration,Stakeholder Group 7 (Morigaon),Low,Negative,47,18,29,51
STK-0004709,LG-000853,District Administration,Stakeholder Group 8 (Morigaon),Low,Negative,26,10,16,53
STK-0004710,LG-000854,Local Authority,Stakeholder Group 1 (Anantnag),Low,Negative,12,4,8,52
STK-0004711,LG-000854,Landowner,Stakeholder Group 2 (Anantnag),Low,Negative,43,17,26,64
STK-0004712,LG-000854,District Administration,Stakeholder Group 3 (Anantnag),Low,Negative,25,10,15,67
STK-0004713,LG-000854,District Administration,Stakeholder Group 4 (Anantnag),Low,Negative,50,20,30,48
STK-0004714,LG-000854,Landowner,Stakeholder Group 5 (Anantnag),Low,Negative,24,9,15,36
STK-0004715,LG-000854,District Administration,Stakeholder Group 6 (Anantnag),Low,Negative,23,9,14,59
STK-0004716,LG-000854,District Administration,Stakeholder Group 7 (Anantnag),Low,Negative,10,4,6,49
STK-0004717,LG-000855,District Administration,Stakeholder Group 1 (Basti),Low,Negative,32,12,20,50
STK-0004718,LG-000855,District Administration,Stakeholder Group 2 (Basti),Low,Negative,31,12,19,41
STK-0004719,LG-000855,Village Administration,Stakeholder Group 3 (Basti),Low,Negative,29,11,18,37
STK-0004720,LG-000855,Contractor,Stakeholder Group 4 (Basti),Low,Negative,46,18,28,58
STK-0004721,LG-000855,Contractor,Stakeholder Group 5 (Basti),Low,Negative,42,16,26,45
STK-0004722,LG-000855,Landowner,Stakeholder Group 6 (Basti),Low,Negative,38,15,23,37
STK-0004723,LG-000855,District Administration,Stakeholder Group 7 (Basti),Low,Negative,23,9,14,49
STK-0004724,LG-000855,Village Administration,Stakeholder Group 8 (Basti),Low,Negative,13,5,8,68
STK-0004725,LG-000856,District Administration,Stakeholder Group 1 (Mahisagar),High,Positive,32,27,5,11
STK-0004726,LG-000856,District Administration,Stakeholder Group 2 (Mahisagar),High,Positive,46,39,7,15
STK-0004727,LG-000856,District Administration,Stakeholder Group 3 (Mahisagar),High,Positive,24,20,4,12
STK-0004728,LG-000856,District Administration,Stakeholder Group 4 (Mahisagar),High,Positive,21,17,4,10
STK-0004729,LG-000856,District Administration,Stakeholder Group 5 (Mahisagar),High,Positive,48,40,8,16
STK-0004730,LG-000857,District Administration,Stakeholder Group 1 (East Godavari),Low,Negative,33,13,20,72
STK-0004731,LG-000857,Village Administration,Stakeholder Group 2 (East Godavari),Low,Negative,16,6,10,45
STK-0004732,LG-000857,Village Administration,Stakeholder Group 3 (East Godavari),Low,Negative,47,18,29,80
STK-0004733,LG-000857,Contractor,Stakeholder Group 4 (East Godavari),Low,Negative,44,17,27,65
STK-0004734,LG-000857,District Administration,Stakeholder Group 5 (East Godavari),Low,Negative,9,3,6,41
STK-0004735,LG-000857,District Administration,Stakeholder Group 6 (East Godavari),Low,Negative,8,3,5,48
STK-0004736,LG-000857,Landowner,Stakeholder Group 7 (East Godavari),Low,Negative,37,14,23,64
STK-0004737,LG-000858,Local Authority,Stakeholder Group 1 (Gautam Buddha Nagar),High,Positive,6,5,1,17
STK-0004738,LG-000858,District Administration,Stakeholder Group 2 (Gautam Buddha Nagar),High,Positive,46,39,7,17
STK-0004739,LG-000858,Contractor,Stakeholder Group 3 (Gautam Buddha Nagar),High,Positive,39,33,6,12
STK-0004740,LG-000858,Landowner,Stakeholder Group 4 (Gautam Buddha Nagar),High,Positive,6,5,1,24
STK-0004741,LG-000858,Local Authority,Stakeholder Group 5 (Gautam Buddha Nagar),High,Positive,18,15,3,20
STK-0004742,LG-000858,Contractor,Stakeholder Group 6 (Gautam Buddha Nagar),High,Positive,39,33,6,19
STK-0004743,LG-000858,Landowner,Stakeholder Group 7 (Gautam Buddha Nagar),High,Positive,35,29,6,18
STK-0004744,LG-000858,Landowner,Stakeholder Group 8 (Gautam Buddha Nagar),High,Positive,44,37,7,24
STK-0004745,LG-000859,Local Authority,Stakeholder Group 1 (Nalgonda),High,Positive,10,8,2,14
STK-0004746,LG-000859,Local Authority,Stakeholder Group 2 (Nalgonda),High,Positive,19,16,3,12
STK-0004747,LG-000859,District Administration,Stakeholder Group 3 (Nalgonda),High,Positive,42,35,7,9
STK-0004748,LG-000859,District Administration,Stakeholder Group 4 (Nalgonda),High,Positive,30,25,5,22
STK-0004749,LG-000859,Landowner,Stakeholder Group 5 (Nalgonda),High,Positive,40,34,6,17
STK-0004750,LG-000860,District Administration,Stakeholder Group 1 (Aligarh),High,Positive,33,28,5,23
STK-0004751,LG-000860,District Administration,Stakeholder Group 2 (Aligarh),High,Positive,25,21,4,12
STK-0004752,LG-000860,Landowner,Stakeholder Group 3 (Aligarh),High,Positive,44,37,7,12
STK-0004753,LG-000860,District Administration,Stakeholder Group 4 (Aligarh),High,Positive,7,5,2,18
STK-0004754,LG-000860,District Administration,Stakeholder Group 5 (Aligarh),High,Positive,46,39,7,15
STK-0004755,LG-000860,District Administration,Stakeholder Group 6 (Aligarh),High,Positive,33,28,5,19
STK-0004756,LG-000860,District Administration,Stakeholder Group 7 (Aligarh),High,Positive,6,5,1,13
STK-0004757,LG-000861,Village Administration,Stakeholder Group 1 (Bareilly),High,Positive,20,17,3,15
STK-0004758,LG-000861,Local Authority,Stakeholder Group 2 (Bareilly),High,Positive,48,40,8,7
STK-0004759,LG-000861,District Administration,Stakeholder Group 3 (Bareilly),High,Positive,25,21,4,12
STK-0004760,LG-000861,Landowner,Stakeholder Group 4 (Bareilly),High,Positive,38,32,6,23
STK-0004761,LG-000861,Landowner,Stakeholder Group 5 (Bareilly),High,Positive,37,31,6,13
STK-0004762,LG-000861,Contractor,Stakeholder Group 6 (Bareilly),High,Positive,20,17,3,19
STK-0004763,LG-000861,Landowner,Stakeholder Group 7 (Bareilly),High,Positive,14,11,3,12
STK-0004764,LG-000861,District Administration,Stakeholder Group 8 (Bareilly),High,Positive,40,34,6,24
STK-0004765,LG-000862,Contractor,Stakeholder Group 1 (Majuli),Low,Negative,18,7,11,87
STK-0004766,LG-000862,Contractor,Stakeholder Group 2 (Majuli),Low,Negative,21,8,13,71
STK-0004767,LG-000862,Local Authority,Stakeholder Group 3 (Majuli),Low,Negative,47,18,29,64
STK-0004768,LG-000862,Village Administration,Stakeholder Group 4 (Majuli),Low,Negative,8,3,5,90
STK-0004769,LG-000862,Local Authority,Stakeholder Group 5 (Majuli),Low,Negative,22,8,14,35
STK-0004770,LG-000862,Local Authority,Stakeholder Group 6 (Majuli),Low,Negative,16,6,10,62
STK-0004771,LG-000862,Local Authority,Stakeholder Group 7 (Majuli),Low,Negative,50,20,30,39
STK-0004772,LG-000863,Village Administration,Stakeholder Group 1 (Morena),High,Positive,21,17,4,23
STK-0004773,LG-000863,Village Administration,Stakeholder Group 2 (Morena),High,Positive,20,17,3,10
STK-0004774,LG-000863,Village Administration,Stakeholder Group 3 (Morena),High,Positive,26,22,4,10
STK-0004775,LG-000864,District Administration,Stakeholder Group 1 (Munger),High,Positive,20,17,3,18
STK-0004776,LG-000864,Contractor,Stakeholder Group 2 (Munger),High,Positive,29,24,5,8
STK-0004777,LG-000864,Village Administration,Stakeholder Group 3 (Munger),High,Positive,42,35,7,13
STK-0004778,LG-000865,Landowner,Stakeholder Group 1 (Kaushambi),High,Positive,33,28,5,12
STK-0004779,LG-000865,Village Administration,Stakeholder Group 2 (Kaushambi),High,Positive,36,30,6,24
STK-0004780,LG-000865,Local Authority,Stakeholder Group 3 (Kaushambi),High,Positive,24,20,4,13
STK-0004781,LG-000865,Landowner,Stakeholder Group 4 (Kaushambi),High,Positive,12,10,2,25
STK-0004782,LG-000865,Local Authority,Stakeholder Group 5 (Kaushambi),High,Positive,32,27,5,16
STK-0004783,LG-000865,Local Authority,Stakeholder Group 6 (Kaushambi),High,Positive,7,5,2,8
STK-0004784,LG-000865,District Administration,Stakeholder Group 7 (Kaushambi),High,Positive,47,39,8,24
STK-0004785,LG-000865,Contractor,Stakeholder Group 8 (Kaushambi),High,Positive,36,30,6,24
STK-0004786,LG-000866,Village Administration,Stakeholder Group 1 (Phalodi),High,Positive,13,11,2,8
STK-0004787,LG-000866,Village Administration,Stakeholder Group 2 (Phalodi),High,Positive,27,22,5,12
STK-0004788,LG-000866,District Administration,Stakeholder Group 3 (Phalodi),High,Positive,19,16,3,19
STK-0004789,LG-000866,Village Administration,Stakeholder Group 4 (Phalodi),High,Positive,21,17,4,20
STK-0004790,LG-000866,Village Administration,Stakeholder Group 5 (Phalodi),High,Positive,10,8,2,23
STK-0004791,LG-000866,Landowner,Stakeholder Group 6 (Phalodi),High,Positive,17,14,3,11
STK-0004792,LG-000866,Contractor,Stakeholder Group 7 (Phalodi),High,Positive,20,17,3,11
STK-0004793,LG-000866,Village Administration,Stakeholder Group 8 (Phalodi),High,Positive,43,36,7,21
STK-0004794,LG-000867,Village Administration,Stakeholder Group 1 (Dindori),High,Positive,20,17,3,17
STK-0004795,LG-000867,Local Authority,Stakeholder Group 2 (Dindori),High,Positive,48,40,8,12
STK-0004796,LG-000867,Local Authority,Stakeholder Group 3 (Dindori),High,Positive,13,11,2,13
STK-0004797,LG-000867,Contractor,Stakeholder Group 4 (Dindori),High,Positive,27,22,5,16
STK-0004798,LG-000868,Local Authority,Stakeholder Group 1 (Hojai),Low,Negative,23,9,14,45
STK-0004799,LG-000868,Contractor,Stakeholder Group 2 (Hojai),Low,Negative,17,6,11,87
STK-0004800,LG-000868,Landowner,Stakeholder Group 3 (Hojai),Low,Negative,17,6,11,73
STK-0004801,LG-000868,District Administration,Stakeholder Group 4 (Hojai),Low,Negative,20,8,12,41
STK-0004802,LG-000868,Local Authority,Stakeholder Group 5 (Hojai),Low,Negative,28,11,17,33
STK-0004803,LG-000868,Landowner,Stakeholder Group 6 (Hojai),Low,Negative,8,3,5,34
STK-0004804,LG-000869,Village Administration,Stakeholder Group 1 (Bhind),Low,Negative,21,8,13,53
STK-0004805,LG-000869,Landowner,Stakeholder Group 2 (Bhind),Low,Negative,41,16,25,65
STK-0004806,LG-000869,District Administration,Stakeholder Group 3 (Bhind),Low,Negative,24,9,15,41
STK-0004807,LG-000869,Village Administration,Stakeholder Group 4 (Bhind),Low,Negative,50,20,30,64
STK-0004808,LG-000869,Landowner,Stakeholder Group 5 (Bhind),Low,Negative,32,12,20,65
STK-0004809,LG-000869,Village Administration,Stakeholder Group 6 (Bhind),Low,Negative,46,18,28,58
STK-0004810,LG-000870,District Administration,Stakeholder Group 1 (Dewas),High,Positive,20,17,3,5
STK-0004811,LG-000870,Village Administration,Stakeholder Group 2 (Dewas),High,Positive,31,26,5,17
STK-0004812,LG-000870,Local Authority,Stakeholder Group 3 (Dewas),High,Positive,10,8,2,8
STK-0004813,LG-000870,Landowner,Stakeholder Group 4 (Dewas),High,Positive,26,22,4,9
STK-0004814,LG-000871,Contractor,Stakeholder Group 1 (Aligarh),High,Positive,12,10,2,22
STK-0004815,LG-000871,District Administration,Stakeholder Group 2 (Aligarh),High,Positive,49,41,8,13
STK-0004816,LG-000871,Landowner,Stakeholder Group 3 (Aligarh),High,Positive,40,34,6,24
STK-0004817,LG-000871,District Administration,Stakeholder Group 4 (Aligarh),High,Positive,25,21,4,23
STK-0004818,LG-000872,Village Administration,Stakeholder Group 1 (Cuddalore),High,Positive,46,39,7,14
STK-0004819,LG-000872,Local Authority,Stakeholder Group 2 (Cuddalore),High,Positive,24,20,4,16
STK-0004820,LG-000872,District Administration,Stakeholder Group 3 (Cuddalore),High,Positive,47,39,8,12
STK-0004821,LG-000872,Local Authority,Stakeholder Group 4 (Cuddalore),High,Positive,30,25,5,21
STK-0004822,LG-000873,Landowner,Stakeholder Group 1 (Mainpuri),High,Positive,5,4,1,11
STK-0004823,LG-000873,Local Authority,Stakeholder Group 2 (Mainpuri),High,Positive,12,10,2,5
STK-0004824,LG-000873,Contractor,Stakeholder Group 3 (Mainpuri),High,Positive,30,25,5,6
STK-0004825,LG-000874,District Administration,Stakeholder Group 1 (West Garo Hills),High,Positive,28,23,5,18
STK-0004826,LG-000874,Contractor,Stakeholder Group 2 (West Garo Hills),High,Positive,21,17,4,16
STK-0004827,LG-000874,Local Authority,Stakeholder Group 3 (West Garo Hills),High,Positive,38,32,6,21
STK-0004828,LG-000875,Landowner,Stakeholder Group 1 (Nawada),Low,Negative,27,10,17,82
STK-0004829,LG-000875,Local Authority,Stakeholder Group 2 (Nawada),Low,Negative,46,18,28,36
STK-0004830,LG-000875,Village Administration,Stakeholder Group 3 (Nawada),Low,Negative,48,19,29,77
STK-0004831,LG-000876,District Administration,Stakeholder Group 1 (Rangareddy),High,Positive,6,5,1,14
STK-0004832,LG-000876,Local Authority,Stakeholder Group 2 (Rangareddy),High,Positive,6,5,1,12
STK-0004833,LG-000876,Contractor,Stakeholder Group 3 (Rangareddy),High,Positive,42,35,7,20
STK-0004834,LG-000877,Contractor,Stakeholder Group 1 (Balrampur),High,Positive,21,17,4,9
STK-0004835,LG-000877,Village Administration,Stakeholder Group 2 (Balrampur),High,Positive,5,4,1,18
STK-0004836,LG-000877,District Administration,Stakeholder Group 3 (Balrampur),High,Positive,47,39,8,20
STK-0004837,LG-000877,Local Authority,Stakeholder Group 4 (Balrampur),High,Positive,10,8,2,15
STK-0004838,LG-000877,District Administration,Stakeholder Group 5 (Balrampur),High,Positive,49,41,8,10
STK-0004839,LG-000877,District Administration,Stakeholder Group 6 (Balrampur),High,Positive,45,38,7,10
STK-0004840,LG-000878,Local Authority,Stakeholder Group 1 (Hanumangarh),High,Positive,14,11,3,5
STK-0004841,LG-000878,Local Authority,Stakeholder Group 2 (Hanumangarh),High,Positive,31,26,5,18
STK-0004842,LG-000878,Contractor,Stakeholder Group 3 (Hanumangarh),High,Positive,5,4,1,21
STK-0004843,LG-000879,District Administration,Stakeholder Group 1 (Bareilly),Low,Negative,42,16,26,39
STK-0004844,LG-000879,Landowner,Stakeholder Group 2 (Bareilly),Low,Negative,48,19,29,58
STK-0004845,LG-000879,Village Administration,Stakeholder Group 3 (Bareilly),Low,Negative,49,19,30,40
STK-0004846,LG-000880,Village Administration,Stakeholder Group 1 (Dhenkanal),High,Positive,29,24,5,12
STK-0004847,LG-000880,Contractor,Stakeholder Group 2 (Dhenkanal),High,Positive,38,32,6,12
STK-0004848,LG-000880,District Administration,Stakeholder Group 3 (Dhenkanal),High,Positive,27,22,5,13
STK-0004849,LG-000880,Contractor,Stakeholder Group 4 (Dhenkanal),High,Positive,47,39,8,10
STK-0004850,LG-000880,Contractor,Stakeholder Group 5 (Dhenkanal),High,Positive,13,11,2,7
STK-0004851,LG-000880,District Administration,Stakeholder Group 6 (Dhenkanal),High,Positive,19,16,3,23
STK-0004852,LG-000881,Local Authority,Stakeholder Group 1 (Jalandhar),Low,Negative,29,11,18,32
STK-0004853,LG-000881,Landowner,Stakeholder Group 2 (Jalandhar),Low,Negative,7,2,5,88
STK-0004854,LG-000881,Contractor,Stakeholder Group 3 (Jalandhar),Low,Negative,40,16,24,66
STK-0004855,LG-000881,Contractor,Stakeholder Group 4 (Jalandhar),Low,Negative,27,10,17,31
STK-0004856,LG-000882,Landowner,Stakeholder Group 1 (Gadchiroli),High,Positive,23,19,4,20
STK-0004857,LG-000882,Contractor,Stakeholder Group 2 (Gadchiroli),High,Positive,23,19,4,25
STK-0004858,LG-000882,Landowner,Stakeholder Group 3 (Gadchiroli),High,Positive,48,40,8,16
STK-0004859,LG-000882,Village Administration,Stakeholder Group 4 (Gadchiroli),High,Positive,34,28,6,12
STK-0004860,LG-000883,Village Administration,Stakeholder Group 1 (East Siang),High,Positive,17,14,3,12
STK-0004861,LG-000883,Village Administration,Stakeholder Group 2 (East Siang),High,Positive,12,10,2,20
STK-0004862,LG-000883,District Administration,Stakeholder Group 3 (East Siang),High,Positive,44,37,7,14
STK-0004863,LG-000883,Local Authority,Stakeholder Group 4 (East Siang),High,Positive,7,5,2,24
STK-0004864,LG-000883,Landowner,Stakeholder Group 5 (East Siang),High,Positive,25,21,4,22
STK-0004865,LG-000883,Local Authority,Stakeholder Group 6 (East Siang),High,Positive,36,30,6,16
STK-0004866,LG-000883,Contractor,Stakeholder Group 7 (East Siang),High,Positive,19,16,3,24
STK-0004867,LG-000883,Contractor,Stakeholder Group 8 (East Siang),High,Positive,16,13,3,5
STK-0004868,LG-000884,Local Authority,Stakeholder Group 1 (Khagaria),High,Positive,17,14,3,22
STK-0004869,LG-000884,Landowner,Stakeholder Group 2 (Khagaria),High,Positive,15,12,3,12
STK-0004870,LG-000884,District Administration,Stakeholder Group 3 (Khagaria),High,Positive,36,30,6,19
STK-0004871,LG-000885,Village Administration,Stakeholder Group 1 (Lower Dibang Valley),High,Positive,49,41,8,7
STK-0004872,LG-000885,District Administration,Stakeholder Group 2 (Lower Dibang Valley),High,Positive,21,17,4,8
STK-0004873,LG-000885,District Administration,Stakeholder Group 3 (Lower Dibang Valley),High,Positive,49,41,8,7
STK-0004874,LG-000885,District Administration,Stakeholder Group 4 (Lower Dibang Valley),High,Positive,34,28,6,6
STK-0004875,LG-000885,Contractor,Stakeholder Group 5 (Lower Dibang Valley),High,Positive,25,21,4,18
STK-0004876,LG-000886,Local Authority,Stakeholder Group 1 (Coimbatore),High,Positive,15,12,3,14
STK-0004877,LG-000886,Contractor,Stakeholder Group 2 (Coimbatore),High,Positive,10,8,2,17
STK-0004878,LG-000886,Local Authority,Stakeholder Group 3 (Coimbatore),High,Positive,30,25,5,20
STK-0004879,LG-000886,Contractor,Stakeholder Group 4 (Coimbatore),High,Positive,21,17,4,23
STK-0004880,LG-000886,Village Administration,Stakeholder Group 5 (Coimbatore),High,Positive,37,31,6,8
STK-0004881,LG-000886,Local Authority,Stakeholder Group 6 (Coimbatore),High,Positive,47,39,8,6
STK-0004882,LG-000886,Contractor,Stakeholder Group 7 (Coimbatore),High,Positive,49,41,8,19
STK-0004883,LG-000886,District Administration,Stakeholder Group 8 (Coimbatore),High,Positive,47,39,8,13
STK-0004884,LG-000887,District Administration,Stakeholder Group 1 (Burhanpur),High,Positive,24,20,4,6
STK-0004885,LG-000887,District Administration,Stakeholder Group 2 (Burhanpur),High,Positive,21,17,4,14
STK-0004886,LG-000887,Village Administration,Stakeholder Group 3 (Burhanpur),High,Positive,8,6,2,17
STK-0004887,LG-000887,Landowner,Stakeholder Group 4 (Burhanpur),High,Positive,16,13,3,12
STK-0004888,LG-000887,District Administration,Stakeholder Group 5 (Burhanpur),High,Positive,24,20,4,18
STK-0004889,LG-000887,Village Administration,Stakeholder Group 6 (Burhanpur),High,Positive,16,13,3,6
STK-0004890,LG-000887,Contractor,Stakeholder Group 7 (Burhanpur),High,Positive,5,4,1,24
STK-0004891,LG-000887,District Administration,Stakeholder Group 8 (Burhanpur),High,Positive,45,38,7,8
STK-0004892,LG-000888,Village Administration,Stakeholder Group 1 (Nayagarh),High,Positive,24,20,4,15
STK-0004893,LG-000888,Contractor,Stakeholder Group 2 (Nayagarh),High,Positive,44,37,7,11
STK-0004894,LG-000888,Village Administration,Stakeholder Group 3 (Nayagarh),High,Positive,29,24,5,19
STK-0004895,LG-000888,Village Administration,Stakeholder Group 4 (Nayagarh),High,Positive,40,34,6,6
STK-0004896,LG-000888,Village Administration,Stakeholder Group 5 (Nayagarh),High,Positive,10,8,2,5
STK-0004897,LG-000888,Village Administration,Stakeholder Group 6 (Nayagarh),High,Positive,12,10,2,20
STK-0004898,LG-000888,Local Authority,Stakeholder Group 7 (Nayagarh),High,Positive,18,15,3,13
STK-0004899,LG-000888,District Administration,Stakeholder Group 8 (Nayagarh),High,Positive,10,8,2,13
STK-0004900,LG-000889,Contractor,Stakeholder Group 1 (Pilibhit),High,Positive,49,41,8,25
STK-0004901,LG-000889,Local Authority,Stakeholder Group 2 (Pilibhit),High,Positive,13,11,2,18
STK-0004902,LG-000889,Landowner,Stakeholder Group 3 (Pilibhit),High,Positive,33,28,5,12
STK-0004903,LG-000889,Local Authority,Stakeholder Group 4 (Pilibhit),High,Positive,49,41,8,22
STK-0004904,LG-000889,Landowner,Stakeholder Group 5 (Pilibhit),High,Positive,14,11,3,10
STK-0004905,LG-000889,Contractor,Stakeholder Group 6 (Pilibhit),High,Positive,32,27,5,7
STK-0004906,LG-000889,District Administration,Stakeholder Group 7 (Pilibhit),High,Positive,33,28,5,16
STK-0004907,LG-000889,District Administration,Stakeholder Group 8 (Pilibhit),High,Positive,36,30,6,14
STK-0004908,LG-000890,Contractor,Stakeholder Group 1 (Pakur),High,Positive,24,20,4,14
STK-0004909,LG-000890,Landowner,Stakeholder Group 2 (Pakur),High,Positive,5,4,1,18
STK-0004910,LG-000890,Village Administration,Stakeholder Group 3 (Pakur),High,Positive,42,35,7,6
STK-0004911,LG-000890,District Administration,Stakeholder Group 4 (Pakur),High,Positive,39,33,6,12
STK-0004912,LG-000890,Contractor,Stakeholder Group 5 (Pakur),High,Positive,21,17,4,24
STK-0004913,LG-000890,District Administration,Stakeholder Group 6 (Pakur),High,Positive,23,19,4,17
STK-0004914,LG-000890,Local Authority,Stakeholder Group 7 (Pakur),High,Positive,10,8,2,25
STK-0004915,LG-000891,Landowner,Stakeholder Group 1 (Maihar),High,Positive,32,27,5,13
STK-0004916,LG-000891,District Administration,Stakeholder Group 2 (Maihar),High,Positive,45,38,7,9
STK-0004917,LG-000891,Contractor,Stakeholder Group 3 (Maihar),High,Positive,36,30,6,11
STK-0004918,LG-000892,Contractor,Stakeholder Group 1 (Bahraich),Low,Negative,43,17,26,56
STK-0004919,LG-000892,Village Administration,Stakeholder Group 2 (Bahraich),Low,Negative,38,15,23,88
STK-0004920,LG-000892,Contractor,Stakeholder Group 3 (Bahraich),Low,Negative,17,6,11,67
STK-0004921,LG-000892,Landowner,Stakeholder Group 4 (Bahraich),Low,Negative,45,18,27,33
STK-0004922,LG-000892,Village Administration,Stakeholder Group 5 (Bahraich),Low,Negative,5,2,3,47
STK-0004923,LG-000892,Landowner,Stakeholder Group 6 (Bahraich),Low,Negative,35,14,21,35
STK-0004924,LG-000893,Village Administration,Stakeholder Group 1 (Rewari),Low,Negative,45,18,27,59
STK-0004925,LG-000893,Local Authority,Stakeholder Group 2 (Rewari),Low,Negative,8,3,5,89
STK-0004926,LG-000893,District Administration,Stakeholder Group 3 (Rewari),Low,Negative,43,17,26,56
STK-0004927,LG-000893,District Administration,Stakeholder Group 4 (Rewari),Low,Negative,38,15,23,87
STK-0004928,LG-000893,Contractor,Stakeholder Group 5 (Rewari),Low,Negative,30,12,18,57
STK-0004929,LG-000893,Landowner,Stakeholder Group 6 (Rewari),Low,Negative,40,16,24,53
STK-0004930,LG-000894,District Administration,Stakeholder Group 1 (Nalbari),High,Positive,13,11,2,8
STK-0004931,LG-000894,Landowner,Stakeholder Group 2 (Nalbari),High,Positive,9,7,2,10
STK-0004932,LG-000894,Contractor,Stakeholder Group 3 (Nalbari),High,Positive,31,26,5,22
STK-0004933,LG-000894,Local Authority,Stakeholder Group 4 (Nalbari),High,Positive,38,32,6,13
STK-0004934,LG-000894,Local Authority,Stakeholder Group 5 (Nalbari),High,Positive,22,18,4,9
STK-0004935,LG-000894,Local Authority,Stakeholder Group 6 (Nalbari),High,Positive,10,8,2,14
STK-0004936,LG-000894,Local Authority,Stakeholder Group 7 (Nalbari),High,Positive,24,20,4,8
STK-0004937,LG-000895,Landowner,Stakeholder Group 1 (Ernakulam),Low,Negative,36,14,22,81
STK-0004938,LG-000895,Local Authority,Stakeholder Group 2 (Ernakulam),Low,Negative,46,18,28,75
STK-0004939,LG-000895,Contractor,Stakeholder Group 3 (Ernakulam),Low,Negative,25,10,15,63
STK-0004940,LG-000895,Local Authority,Stakeholder Group 4 (Ernakulam),Low,Negative,33,13,20,79
STK-0004941,LG-000895,Village Administration,Stakeholder Group 5 (Ernakulam),Low,Negative,30,12,18,54
STK-0004942,LG-000895,Landowner,Stakeholder Group 6 (Ernakulam),Low,Negative,47,18,29,66
STK-0004943,LG-000896,Village Administration,Stakeholder Group 1 (Mahasamund),Low,Negative,46,18,28,65
STK-0004944,LG-000896,Village Administration,Stakeholder Group 2 (Mahasamund),Low,Negative,33,13,20,81
STK-0004945,LG-000896,District Administration,Stakeholder Group 3 (Mahasamund),Low,Negative,28,11,17,89
STK-0004946,LG-000896,District Administration,Stakeholder Group 4 (Mahasamund),Low,Negative,17,6,11,70
STK-0004947,LG-000897,District Administration,Stakeholder Group 1 (Sant Kabir Nagar),High,Positive,11,9,2,16
STK-0004948,LG-000897,Local Authority,Stakeholder Group 2 (Sant Kabir Nagar),High,Positive,18,15,3,20
STK-0004949,LG-000897,Contractor,Stakeholder Group 3 (Sant Kabir Nagar),High,Positive,27,22,5,13
STK-0004950,LG-000897,Village Administration,Stakeholder Group 4 (Sant Kabir Nagar),High,Positive,33,28,5,9
STK-0004951,LG-000897,District Administration,Stakeholder Group 5 (Sant Kabir Nagar),High,Positive,48,40,8,17
STK-0004952,LG-000898,Village Administration,Stakeholder Group 1 (Fatehpur),High,Positive,22,18,4,12
STK-0004953,LG-000898,Landowner,Stakeholder Group 2 (Fatehpur),High,Positive,7,5,2,25
STK-0004954,LG-000898,Village Administration,Stakeholder Group 3 (Fatehpur),High,Positive,25,21,4,17
STK-0004955,LG-000898,Contractor,Stakeholder Group 4 (Fatehpur),High,Positive,33,28,5,8
STK-0004956,LG-000898,District Administration,Stakeholder Group 5 (Fatehpur),High,Positive,33,28,5,13
STK-0004957,LG-000898,Contractor,Stakeholder Group 6 (Fatehpur),High,Positive,39,33,6,16
STK-0004958,LG-000898,Landowner,Stakeholder Group 7 (Fatehpur),High,Positive,39,33,6,19
STK-0004959,LG-000899,District Administration,Stakeholder Group 1 (Chengalpattu),Low,Negative,21,8,13,76
STK-0004960,LG-000899,Local Authority,Stakeholder Group 2 (Chengalpattu),Low,Negative,9,3,6,46
