compensation_id,project_id,total_estimated_amount,total_approved_amount,total_disbursed_amount,total_pending_amount,beneficiaries_total,beneficiaries_paid,beneficiaries_pending,average_processing_days,payment_status,compensation_dispute_count
COMP-000703,LG-000703,31718765681.14,28546889113.03,15700789012.17,12846100100.86,102,56,46,151,Partially Completed,6
COMP-000704,LG-000704,21323912545.49,21323912545.49,18896085170.61,2427827374.88,3224,2856,368,37,Partially Completed,1
COMP-000705,LG-000705,33915450497.09,30523905447.38,16788147996.06,13735757451.32,2835,1559,1276,172,Partially Completed,8
COMP-000706,LG-000706,25701104434.96,23130993991.46,12722046695.3,10408947296.16,2313,1272,1041,166,Partially Completed,7
COMP-000707,LG-000707,11109623002.53,9998660702.28,5499263386.25,4499397316.03,2136,1174,962,137,Partially Completed,5
COMP-000708,LG-000708,29632634202.61,29632634202.61,25753155755.04,3879478447.57,4903,4261,642,35,Partially Completed,2
COMP-000709,LG-000709,17332084467.23,17332084467.23,14855701658.21,2476382809.02,3953,3388,565,57,Partially Completed,3
COMP-000710,LG-000710,26401095443.02,26401095443.02,25817564421.27,583531021.75,2991,2924,67,47,Partially Completed,3
COMP-000711,LG-000711,20887298713.34,20887298713.34,20104713887.16,782584826.18,1910,1838,72,50,Partially Completed,2
COMP-000712,LG-000712,34525726517.25,31073153865.53,17090234626.04,13982919239.49,2423,1332,1091,135,Partially Completed,5
COMP-000713,LG-000713,35032060296.76,31528854267.08,17340869846.89,14187984420.19,890,489,401,163,Partially Completed,10
COMP-000714,LG-000714,28775881794.85,28775881794.85,27813259313.89,962622480.96,3952,3819,133,25,Partially Completed,1
COMP-000715,LG-000715,17854781766.61,16069303589.95,8838116974.47,7231186615.48,819,450,369,117,Partially Completed,5
COMP-000716,LG-000716,38112281535.78,34301053382.2,18865579360.21,15435474021.99,4175,2296,1879,139,Partially Completed,10
COMP-000717,LG-000717,21958791961.59,21958791961.59,19884217563.21,2074574398.38,2285,2069,216,59,Partially Completed,3
COMP-000718,LG-000718,6750535805.61,5737955434.77,2409941282.6,3328014152.17,2190,919,1271,108,In Progress,16
COMP-000719,LG-000719,37310540353.48,31713959300.46,13319862906.19,18394096394.27,2856,1199,1657,115,In Progress,20
COMP-000720,LG-000720,11341361379.49,9640157172.57,4048866012.48,5591291160.09,4324,1816,2508,155,In Progress,23
COMP-000721,LG-000721,10811241627.5,10811241627.5,10183501662.05,627739965.45,4951,4663,288,36,Partially Completed,3
COMP-000722,LG-000722,19026186045.15,16172258138.38,6792348418.12,9379909720.26,2708,1137,1571,162,In Progress,12
COMP-000723,LG-000723,21312042872.74,21312042872.74,21111429204.15,200613668.59,1254,1242,12,28,Partially Completed,2
COMP-000724,LG-000724,2835304984.77,2835304984.77,2808553055.48,26751929.29,3666,3631,35,32,Partially Completed,2
COMP-000725,LG-000725,1814875870.62,1633388283.56,898363555.96,735024727.6,1034,568,466,145,Partially Completed,6
COMP-000726,LG-000726,5356313118.6,5356313118.6,4607007419.45,749305699.15,2035,1750,285,46,Partially Completed,2
COMP-000727,LG-000727,33979022539.35,28882169158.45,12130511046.55,16751658111.9,1085,455,630,112,In Progress,22
COMP-000728,LG-000728,28190572786.57,28190572786.57,27436461306.79,754111479.78,779,758,21,50,Partially Completed,3
COMP-000729,LG-000729,10580796698.21,10580796698.21,9162818149.18,1417978549.03,266,230,36,44,Partially Completed,2
COMP-000730,LG-000730,5858475598.94,5858475598.94,5432146080.37,426329518.57,1942,1800,142,42,Partially Completed,0
COMP-000731,LG-000731,2960767853.82,2516652675.75,1056994123.81,1459658551.94,1089,457,632,77,In Progress,17
COMP-000732,LG-000732,37246692482.7,37246692482.7,37204850739.99,41841742.71,1981,1978,3,53,Partially Completed,2
COMP-000733,LG-000733,15784828172.99,14206345355.69,7813489945.63,6392855410.06,4652,2558,2094,75,Partially Completed,9
COMP-000734,LG-000734,9019663388.28,7666713880.04,3220019829.62,4446694050.42,2653,1114,1539,172,In Progress,25
COMP-000735,LG-000735,33452511789.92,33452511789.92,31699089297.47,1753422492.45,1935,1833,102,43,Partially Completed,3
COMP-000736,LG-000736,8950187966.21,8950187966.21,8894055316.56,56132649.65,500,496,4,43,Partially Completed,3
COMP-000737,LG-000737,6956013736.08,6956013736.08,6421020169.71,534993566.37,4985,4601,384,59,Partially Completed,3
COMP-000738,LG-000738,26875780801.61,22844413681.37,9594653746.18,13249759935.19,2513,1055,1458,122,In Progress,21
COMP-000739,LG-000739,9869662962.16,8882696665.94,4885483166.27,3997213499.67,878,482,396,126,Partially Completed,7
COMP-000740,LG-000740,1066847773.28,960162995.95,528089647.77,432073348.18,498,273,225,115,Partially Completed,7
COMP-000741,LG-000741,37137542594.5,33423788335.05,18383083584.28,15040704750.77,1624,893,731,178,Partially Completed,6
COMP-000742,LG-000742,17545677052.69,17545677052.69,16492950643.43,1052726409.26,4288,4030,258,26,Partially Completed,3
COMP-000743,LG-000743,20852692100.69,20852692100.69,20262205010.23,590487090.46,501,486,15,35,Partially Completed,2
COMP-000744,LG-000744,4963580226.5,4467222203.85,2456972212.12,2010249991.73,1479,813,666,86,Partially Completed,9
COMP-000745,LG-000745,41081893474.62,41081893474.62,36387479249.13,4694414225.49,4338,3842,496,55,Partially Completed,3
COMP-000746,LG-000746,9165482835.33,7790660410.03,3272077372.21,4518583037.82,1709,717,992,62,In Progress,25
COMP-000747,LG-000747,12981023814.74,12981023814.74,11440549044.63,1540474770.11,3536,3116,420,59,Partially Completed,3
COMP-000748,LG-000748,9285538916.11,8356985024.5,4596341763.48,3760643261.02,2163,1189,974,105,Partially Completed,10
COMP-000749,LG-000749,14209540279.26,14209540279.26,13225683963.64,983856315.62,3330,3099,231,58,Partially Completed,2
COMP-000750,LG-000750,16783114489.73,16783114489.73,16391960077.38,391154412.35,1687,1647,40,30,Partially Completed,2
COMP-000751,LG-000751,11867995912.9,11867995912.9,11377362737.01,490633175.89,1981,1899,82,26,Partially Completed,2
COMP-000752,LG-000752,8460320736.57,8460320736.57,7769205826.2,691114910.37,1932,1774,158,26,Partially Completed,0
COMP-000753,LG-000753,27450289394.33,23332745985.18,9799753313.78,13532992671.4,4872,2046,2826,129,In Progress,23
COMP-000754,LG-000754,24024720819.4,24024720819.4,21382547477.96,2642173341.44,1122,998,124,40,Partially Completed,0
COMP-000755,LG-000755,5877989510.23,5290190559.21,2909604807.57,2380585751.64,475,261,214,92,Partially Completed,5
COMP-000756,LG-000756,10263129997.74,9236816997.97,5080249348.88,4156567649.09,4149,2281,1868,165,Partially Completed,8
COMP-000757,LG-000757,30085197407.91,25572417796.72,10740415474.62,14832002322.1,18,7,11,139,In Progress,17
COMP-000758,LG-000758,1965898133.52,1965898133.52,1823838834.5,142059299.02,675,626,49,21,Partially Completed,3
COMP-000759,LG-000759,11050724634.49,11050724634.49,10417328075.88,633396558.61,4799,4523,276,54,Partially Completed,0
COMP-000760,LG-000760,4670471220.17,4203424098.15,2311883253.98,1891540844.17,2924,1608,1316,151,Partially Completed,12
COMP-000761,LG-000761,20295572285.2,20295572285.2,18917140494.64,1378431790.56,4666,4349,317,25,Partially Completed,1
COMP-000762,LG-000762,39245954530.24,33359061350.7,14010805767.29,19348255583.41,2047,859,1188,86,In Progress,15
COMP-000763,LG-000763,26301033040.05,23670929736.04,13019011354.82,10651918381.22,3446,1895,1551,62,Partially Completed,5
COMP-000764,LG-000764,3609137716.24,3609137716.24,3113260016.47,495877699.77,2976,2567,409,18,Partially Completed,1
COMP-000765,LG-000765,31203320650.39,28082988585.35,15445643721.94,12637344863.41,238,130,108,94,Partially Completed,5
COMP-000766,LG-000766,9833048774.12,9833048774.12,9777875729.27,55173044.85,321,319,2,42,Partially Completed,0
COMP-000767,LG-000767,13486872790.25,11463841871.71,4814813586.12,6649028285.59,3364,1412,1952,135,In Progress,20
COMP-000768,LG-000768,2623604467.28,2623604467.28,2335381457.11,288223010.17,4711,4193,518,48,Partially Completed,3
COMP-000769,LG-000769,36503599980.39,36503599980.39,32348212917.08,4155387063.31,2893,2563,330,56,Partially Completed,1
COMP-000770,LG-000770,15685785901.52,15685785901.52,15552618306.7,133167594.82,557,552,5,43,Partially Completed,0
COMP-000771,LG-000771,36023907864.17,36023907864.17,33245254521.59,2778653342.58,3515,3243,272,59,Partially Completed,2
COMP-000772,LG-000772,25488580030.57,25488580030.57,24338516909.62,1150063120.95,1386,1323,63,31,Partially Completed,0
COMP-000773,LG-000773,509936146.73,509936146.73,491675332.98,18260813.75,4658,4491,167,36,Partially Completed,3
COMP-000774,LG-000774,12889820639.7,11600838575.73,6380461216.65,5220377359.08,2119,1165,954,180,Partially Completed,10
COMP-000775,LG-000775,7213833022.19,6131758068.86,2575338388.92,3556419679.94,2366,993,1373,165,In Progress,14
COMP-000776,LG-000776,8522934114.4,8522934114.4,8148645766.01,374288348.39,2936,2807,129,17,Partially Completed,2
COMP-000777,LG-000777,21570988445.53,19413889600.98,10677639280.54,8736250320.44,1096,602,494,77,Partially Completed,11
COMP-000778,LG-000778,1194175246.21,1194175246.21,1058950176.67,135225069.54,1637,1451,186,60,Partially Completed,0
COMP-000779,LG-000779,8280646591.64,8280646591.64,8152870799.81,127775791.83,704,693,11,21,Partially Completed,1
COMP-000780,LG-000780,32495220187.44,32495220187.44,29242121621.72,3253098565.72,3869,3481,388,60,Partially Completed,0
COMP-000781,LG-000781,6575710456.01,6575710456.01,6088796875.07,486913580.94,1132,1048,84,49,Partially Completed,0
COMP-000782,LG-000782,22497994664.93,22497994664.93,20977342535.2,1520652129.73,2953,2753,200,34,Partially Completed,2
COMP-000783,LG-000783,32344396928.14,27492737388.92,11546949703.35,15945787685.57,3164,1328,1836,164,In Progress,15
COMP-000784,LG-000784,7888039326.67,7099235394.0,3904579466.7,3194655927.3,2607,1433,1174,128,Partially Completed,6
COMP-000785,LG-000785,31633979445.37,28470581500.83,15658819825.46,12811761675.37,2658,1461,1197,180,Partially Completed,8
COMP-000786,LG-000786,11442532245.42,11442532245.42,10226448681.49,1216083563.93,3125,2792,333,37,Partially Completed,3
COMP-000787,LG-000787,25770299339.29,23193269405.36,12756298172.95,10436971232.41,4366,2401,1965,87,Partially Completed,8
COMP-000788,LG-000788,33126915659.03,29814224093.13,16397823251.22,13416400841.91,4373,2405,1968,88,Partially Completed,12
COMP-000789,LG-000789,28470721650.77,25623649485.69,14093007217.13,11530642268.56,1714,942,772,162,Partially Completed,12
COMP-000790,LG-000790,21774474606.63,19597027145.97,10778364930.28,8818662215.69,3557,1956,1601,149,Partially Completed,8
COMP-000791,LG-000791,24971480949.14,21225758806.77,8914818698.84,12310940107.93,3543,1488,2055,172,In Progress,24
COMP-000792,LG-000792,18585529176.52,16726976258.87,9199836942.38,7527139316.49,1697,933,764,138,Partially Completed,12
COMP-000793,LG-000793,23875653530.32,20294305500.77,8523608310.32,11770697190.45,1441,605,836,173,In Progress,15
COMP-000794,LG-000794,21952184270.44,21952184270.44,20524280389.32,1427903881.12,859,803,56,59,Partially Completed,2
COMP-000795,LG-000795,12610591350.05,11349532215.05,6242242718.28,5107289496.77,2298,1263,1035,122,Partially Completed,8
COMP-000796,LG-000796,31090008730.55,27981007857.49,15389554321.62,12591453535.87,3167,1741,1426,143,Partially Completed,12
COMP-000797,LG-000797,40255296944.18,36229767249.76,19926371987.37,16303395262.39,2302,1266,1036,116,Partially Completed,12
COMP-000798,LG-000798,16940576116.39,16940576116.39,16304075708.73,636500407.66,536,515,21,30,Partially Completed,1
COMP-000799,LG-000799,15579810065.66,15579810065.66,13674254068.39,1905555997.27,470,412,58,52,Partially Completed,1
COMP-000800,LG-000800,20492500013.14,20492500013.14,20425276645.51,67223367.63,3250,3239,11,51,Partially Completed,1
COMP-000801,LG-000801,1094084959.92,984676463.93,541572055.16,443104408.77,2969,1632,1337,79,Partially Completed,9
COMP-000802,LG-000802,34142002852.17,34142002852.17,33365209558.31,776793293.86,2381,2326,55,34,Partially Completed,0
COMP-000803,LG-000803,30445888152.93,27401299337.64,15070714635.7,12330584701.94,1675,921,754,163,Partially Completed,8
COMP-000804,LG-000804,6680055219.89,6680055219.89,6145504994.07,534550225.82,2545,2341,204,34,Partially Completed,3
COMP-000805,LG-000805,39668583441.28,39668583441.28,34617045178.36,5051538262.92,1111,969,142,26,Partially Completed,2
COMP-000806,LG-000806,35495133981.82,35495133981.82,34650346745.92,844787235.9,1226,1196,30,44,Partially Completed,2
COMP-000807,LG-000807,25162713974.5,21388306878.33,8983088888.9,12405217989.43,3285,1379,1906,143,In Progress,20
COMP-000808,LG-000808,6320365099.32,6320365099.32,5940224046.59,380141052.73,2242,2107,135,19,Partially Completed,0
COMP-000809,LG-000809,35199114836.63,31679203352.97,17423561844.13,14255641508.84,780,429,351,152,Partially Completed,7
COMP-000810,LG-000810,141901524.68,141901524.68,137245344.8,4656179.88,4991,4827,164,44,Partially Completed,0
COMP-000811,LG-000811,5115870299.9,4604283269.91,2532355798.45,2071927471.46,3064,1685,1379,141,Partially Completed,12
COMP-000812,LG-000812,25953014112.21,25953014112.21,23170656326.98,2782357785.23,4820,4303,517,27,Partially Completed,3
COMP-000813,LG-000813,29365930242.52,26429337218.27,14536135470.05,11893201748.22,1159,637,522,158,Partially Completed,8
COMP-000814,LG-000814,27344215702.4,27344215702.4,26543473959.13,800741743.27,787,763,24,39,Partially Completed,2
COMP-000815,LG-000815,12601195888.56,12601195888.56,11799367132.94,801828755.62,2031,1901,130,41,Partially Completed,0
COMP-000816,LG-000816,14207938995.48,12787145095.93,7032929802.76,5754215293.17,4036,2219,1817,161,Partially Completed,12
COMP-000817,LG-000817,817722169.41,695063844.0,291926814.48,403137029.52,618,259,359,110,In Progress,18
COMP-000818,LG-000818,34715451214.07,31243906092.66,17184148350.96,14059757741.7,1600,880,720,155,Partially Completed,11
COMP-000819,LG-000819,21544496681.94,21544496681.94,19018051726.42,2526444955.52,1455,1284,171,51,Partially Completed,3
COMP-000820,LG-000820,1111328763.93,1111328763.93,1039147180.69,72181583.24,3585,3352,233,15,Partially Completed,2
COMP-000821,LG-000821,21045362901.29,21045362901.29,19880818138.19,1164544763.1,347,327,20,41,Partially Completed,3
COMP-000822,LG-000822,22145611411.99,22145611411.99,19480949283.3,2664662128.69,116,102,14,49,Partially Completed,0
COMP-000823,LG-000823,28588527789.12,28588527789.12,24382801318.12,4205726471.0,1581,1348,233,42,Partially Completed,1
COMP-000824,LG-000824,27413861869.96,27413861869.96,26672994442.94,740867427.02,1366,1329,37,22,Partially Completed,0
COMP-000825,LG-000825,18360568251.68,18360568251.68,17170974045.46,1189594206.22,1573,1471,102,42,Partially Completed,0
COMP-000826,LG-000826,7395179309.51,7395179309.51,6637272717.55,757906591.96,2975,2670,305,41,Partially Completed,1
COMP-000827,LG-000827,31874452368.47,31874452368.47,30085207361.37,1789245007.1,913,861,52,34,Partially Completed,1
COMP-000828,LG-000828,16581665930.67,16581665930.67,14974885808.2,1606780122.47,1981,1789,192,34,Partially Completed,1
COMP-000829,LG-000829,31239786404.95,31239786404.95,26938188390.72,4301598014.23,955,823,132,49,Partially Completed,1
COMP-000830,LG-000830,7676710407.09,6909039366.38,3799971651.51,3109067714.87,4281,2354,1927,63,Partially Completed,5
COMP-000831,LG-000831,30039728811.4,30039728811.4,28223730763.41,1815998047.99,4778,4489,289,40,Partially Completed,3
COMP-000832,LG-000832,2303657667.14,2303657667.14,2157620059.23,146037607.91,1346,1260,86,18,Partially Completed,3
COMP-000833,LG-000833,21177111165.98,21177111165.98,18963970859.59,2213140306.39,4581,4102,479,18,Partially Completed,3
COMP-000834,LG-000834,21187861775.79,21187861775.79,18469583472.19,2718278303.6,3621,3156,465,15,Partially Completed,0
COMP-000835,LG-000835,33488274994.7,33488274994.7,28495713584.05,4992561410.65,2688,2287,401,15,Partially Completed,0
COMP-000836,LG-000836,1139247201.53,1139247201.53,1120838580.51,18408621.02,4102,4035,67,27,Partially Completed,1
COMP-000837,LG-000837,11382778255.95,11382778255.95,10580137251.02,802641004.93,1406,1306,100,20,Partially Completed,0
COMP-000838,LG-000838,28291334145.42,28291334145.42,24225894158.35,4065439987.07,3267,2797,470,40,Partially Completed,3
COMP-000839,LG-000839,14496465306.23,14496465306.23,12462637368.06,2033827938.17,4888,4202,686,39,Partially Completed,1
COMP-000840,LG-000840,11799670171.24,11799670171.24,10648727041.73,1150943129.51,2820,2544,276,27,Partially Completed,3
COMP-000841,LG-000841,9498883580.04,9498883580.04,8483841946.01,1015041634.03,3340,2983,357,46,Partially Completed,2
COMP-000842,LG-000842,21176082682.49,19058474414.24,10482160927.83,8576313486.41,4386,2412,1974,83,Partially Completed,12
COMP-000843,LG-000843,42689455636.47,42689455636.47,36377467267.96,6311988368.51,3582,3052,530,50,Partially Completed,2
COMP-000844,LG-000844,3906807732.74,3320786572.83,1394730360.59,1926056212.24,553,232,321,85,In Progress,15
COMP-000845,LG-000845,27280211314.38,24552190182.94,13503704600.62,11048485582.32,1605,882,723,140,Partially Completed,11
COMP-000846,LG-000846,24208678203.42,24208678203.42,22678994135.05,1529684068.37,3688,3454,234,60,Partially Completed,2
COMP-000847,LG-000847,3555818439.38,3555818439.38,3023546810.39,532271628.99,226,192,34,38,Partially Completed,1
COMP-000848,LG-000848,2415583814.73,2174025433.26,1195713988.29,978311444.97,11,6,5,82,Partially Completed,10
COMP-000849,LG-000849,7040884518.25,5984751840.51,2513595773.01,3471156067.5,279,117,162,141,In Progress,25
COMP-000850,LG-000850,6596017066.22,5606614506.29,2354778092.64,3251836413.65,4938,2073,2865,80,In Progress,12
COMP-000851,LG-000851,18646265195.23,16781638675.71,9229901271.64,7551737404.07,121,66,55,108,Partially Completed,10
COMP-000852,LG-000852,11182495535.09,10064245981.58,5535335289.87,4528910691.71,3722,2047,1675,93,Partially Completed,10
COMP-000853,LG-000853,4530645389.0,3851048580.65,1617440403.87,2233608176.78,4012,1685,2327,125,In Progress,16
COMP-000854,LG-000854,3241429791.13,2917286812.02,1604507746.61,1312779065.41,1000,550,450,142,Partially Completed,10
COMP-000855,LG-000855,31907643517.53,28716879165.78,15794283541.18,12922595624.6,1083,595,488,117,Partially Completed,7
COMP-000856,LG-000856,35168428412.84,35168428412.84,32080098029.01,3088330383.83,486,443,43,31,Partially Completed,3
COMP-000857,LG-000857,8444267780.66,7599841002.59,4179912551.42,3419928451.17,1957,1076,881,116,Partially Completed,10
COMP-000858,LG-000858,9515915492.27,9515915492.27,8804541321.5,711374170.77,4062,3758,304,50,Partially Completed,3
COMP-000859,LG-000859,12164045304.73,12164045304.73,11828359442.7,335685862.03,1582,1538,44,46,Partially Completed,3
COMP-000860,LG-000860,29199785423.78,29199785423.78,25309591573.51,3890193850.27,2812,2437,375,25,Partially Completed,3
COMP-000861,LG-000861,21776760094.12,21776760094.12,21766110805.55,10649288.57,2896,2894,2,46,Partially Completed,2
COMP-000862,LG-000862,24097373176.94,20482767200.4,8602762224.17,11880004976.23,4563,1916,2647,140,In Progress,18
COMP-000863,LG-000863,33682914528.51,33682914528.51,28984711120.94,4698203407.57,886,762,124,25,Partially Completed,1
COMP-000864,LG-000864,12612014911.6,12612014911.6,11317335137.43,1294679774.17,4954,4445,509,18,Partially Completed,0
COMP-000865,LG-000865,20545019758.85,20545019758.85,17745195681.47,2799824077.38,4636,4004,632,29,Partially Completed,1
COMP-000866,LG-000866,10154557565.71,10154557565.71,9950863188.93,203694376.78,3619,3546,73,55,Partially Completed,2
COMP-000867,LG-000867,5044959571.09,5044959571.09,4368344905.77,676614665.32,4239,3670,569,58,Partially Completed,2
COMP-000868,LG-000868,20340832244.82,18306749020.34,10068711961.19,8238037059.15,4508,2479,2029,115,Partially Completed,8
COMP-000869,LG-000869,35452009068.49,30134207708.22,12656367237.45,17477840470.77,4025,1690,2335,158,In Progress,25
COMP-000870,LG-000870,25579014029.04,25579014029.04,22539719427.79,3039294601.25,1117,984,133,30,Partially Completed,2
COMP-000871,LG-000871,37017331017.88,37017331017.88,34215597658.5,2801733359.38,889,821,68,29,Partially Completed,1
COMP-000872,LG-000872,13255494500.89,13255494500.89,13023782380.63,231712120.26,3239,3182,57,27,Partially Completed,0
COMP-000873,LG-000873,12153567421.5,12153567421.5,10932893017.56,1220674403.94,1340,1205,135,40,Partially Completed,2
COMP-000874,LG-000874,11732321195.64,11732321195.64,11122691804.79,609629390.85,1023,969,54,23,Partially Completed,1
COMP-000875,LG-000875,25932522974.66,23339270677.19,12836598872.45,10502671804.74,89,48,41,86,Partially Completed,11
COMP-000876,LG-000876,32576045324.56,32576045324.56,28814608708.21,3761436616.35,3383,2992,391,23,Partially Completed,0
COMP-000877,LG-000877,19184759517.74,19184759517.74,17213918472.29,1970841045.45,4456,3998,458,54,Partially Completed,2
COMP-000878,LG-000878,20795004707.95,20795004707.95,19305759516.06,1489245191.89,2146,1992,154,31,Partially Completed,3
COMP-000879,LG-000879,20734932122.97,18661438910.67,10263791400.87,8397647509.8,962,529,433,85,Partially Completed,5
COMP-000880,LG-000880,6709447727.66,6709447727.66,6656081831.11,53365896.55,4874,4835,39,22,Partially Completed,3
COMP-000881,LG-000881,8661245455.08,7362058636.82,3092064627.46,4269994009.36,4510,1894,2616,93,In Progress,19
COMP-000882,LG-000882,15281011336.2,15281011336.2,14203678284.59,1077333051.61,3225,2997,228,36,Partially Completed,1
COMP-000883,LG-000883,10675673383.64,10675673383.64,9132365949.41,1543307434.23,3728,3189,539,36,Partially Completed,1
COMP-000884,LG-000884,1736319277.35,1736319277.35,1598936397.59,137382879.76,1660,1528,132,33,Partially Completed,1
COMP-000885,LG-000885,29833735642.83,29833735642.83,26924614558.09,2909121084.74,2018,1821,197,24,Partially Completed,3
COMP-000886,LG-000886,2160833551.28,2160833551.28,2061823808.31,99009742.97,2805,2676,129,48,Partially Completed,0
COMP-000887,LG-000887,37972178316.88,37972178316.88,36199995595.02,1772182721.86,3033,2891,142,30,Partially Completed,3
COMP-000888,LG-000888,16870407348.88,16870407348.88,14365806285.13,2504601063.75,4401,3747,654,31,Partially Completed,1
COMP-000889,LG-000889,33789814149.64,33789814149.64,32887183456.9,902630692.74,3923,3818,105,28,Partially Completed,0
COMP-000890,LG-000890,44279951781.19,44279951781.19,42662552507.29,1617399273.9,589,567,22,24,Partially Completed,3
COMP-000891,LG-000891,13876005211.73,13876005211.73,12105523639.9,1770481571.83,2549,2223,326,36,Partially Completed,3
COMP-000892,LG-000892,10557118081.17,9501406273.05,5225773450.18,4275632822.87,3786,2082,1704,169,Partially Completed,7
COMP-000893,LG-000893,25545477278.81,21713655686.99,9119735388.54,12593920298.45,4802,2016,2786,126,In Progress,25
COMP-000894,LG-000894,363676887.76,363676887.76,346192475.41,17484412.35,426,405,21,37,Partially Completed,0
COMP-000895,LG-000895,8244208248.45,7007577011.18,2943182344.7,4064394666.48,4282,1798,2484,129,In Progress,14
COMP-000896,LG-000896,12426645283.91,10562648491.32,4436312366.35,6126336124.97,2546,1069,1477,116,In Progress,20
COMP-000897,LG-000897,44634809296.85,44634809296.85,40553445098.52,4081364198.33,3205,2911,294,41,Partially Completed,3
COMP-000898,LG-000898,4427970640.59,4427970640.59,4253497911.02,174472729.57,880,845,35,22,Partially Completed,3
COMP-000899,LG-000899,3680344171.44,3312309754.3,1821770364.87,1490539389.43,4198,2308,1890,112,Partially Completed,5
COMP-000900,LG-000900,21158772960.13,19042895664.12,10473592615.27,8569303048.85,4743,2608,2135,173,Partially Completed,8
COMP-000901,LG-000901,20820615247.24,17697522960.15,7432959643.26,10264563316.89,1867,784,1083,78,In Progress,21
COMP-000902,LG-000902,35848256051.19,35848256051.19,31729208067.06,4119047984.13,1084,959,125,51,Partially Completed,1
COMP-000903,LG-000903,32522865207.96,32522865207.96,30403958269.36,2118906938.6,2745,2566,179,49,Partially Completed,3
COMP-000904,LG-000904,9409455910.44,9409455910.44,9199683809.89,209772100.55,4333,4236,97,43,Partially Completed,2
COMP-000905,LG-000905,23501802735.59,19976532325.25,8390143576.6,11586388748.65,2894,1215,1679,108,In Progress,22
COMP-000906,LG-000906,7002639069.54,5952243209.11,2499942147.83,3452301061.28,1542,647,895,171,In Progress,15
COMP-000907,LG-000907,31734059075.0,31734059075.0,28567481822.85,3166577252.15,272,244,28,24,Partially Completed,1
COMP-000908,LG-000908,24347575926.03,24347575926.03,23859622468.52,487953457.51,1974,1934,40,22,Partially Completed,0
COMP-000909,LG-000909,18640058328.31,16776052495.48,9226828872.51,7549223622.97,98,53,45,127,Partially Completed,11
COMP-000910,LG-000910,34349618632.58,34349618632.58,31264190719.81,3085427912.77,2951,2685,266,36,Partially Completed,2
COMP-000911,LG-000911,8314055560.64,7066947226.54,2968117835.15,4098829391.39,3999,1679,2320,171,In Progress,23
COMP-000912,LG-000912,1452553314.81,1234670317.59,518561533.39,716108784.2,3234,1358,1876,89,In Progress,15
COMP-000913,LG-000913,13764037817.44,13764037817.44,13491493794.03,272544023.41,2274,2228,46,52,Partially Completed,2
COMP-000914,LG-000914,14532750566.96,14532750566.96,13244955429.98,1287795136.98,4563,4158,405,51,Partially Completed,2
COMP-000915,LG-000915,11173807012.94,10056426311.65,5531034471.41,4525391840.24,1412,776,636,121,Partially Completed,9
COMP-000916,LG-000916,18207287973.07,18207287973.07,17627713833.78,579574139.29,2558,2476,82,55,Partially Completed,3
COMP-000917,LG-000917,22120170332.45,22120170332.45,20015859710.06,2104310622.39,4755,4302,453,35,Partially Completed,3
COMP-000918,LG-000918,15294774519.7,15294774519.7,15142315322.45,152459197.25,2094,2073,21,30,Partially Completed,1
COMP-000919,LG-000919,40263637627.34,36237273864.61,19930500625.54,16306773239.07,944,519,425,146,Partially Completed,10
COMP-000920,LG-000920,6983673700.51,6983673700.51,6024861797.8,958811902.71,3840,3312,528,38,Partially Completed,1
COMP-000921,LG-000921,30656126976.13,30656126976.13,28018625394.38,2637501581.75,3899,3563,336,56,Partially Completed,1
COMP-000922,LG-000922,23910221108.29,20323687942.05,8535948935.66,11787739006.39,4489,1885,2604,160,In Progress,19
COMP-000923,LG-000923,35778786112.88,35778786112.88,34283706833.13,1495079279.75,1040,996,44,20,Partially Completed,3
COMP-000924,LG-000924,20865832477.21,18779249229.49,10328587076.22,8450662153.27,1813,997,816,172,Partially Completed,5
COMP-000925,LG-000925,25565556342.54,25565556342.54,24746131933.13,819424409.41,3514,3401,113,45,Partially Completed,2
COMP-000926,LG-000926,21738933016.41,21738933016.41,20331370946.64,1407562069.77,3806,3559,247,37,Partially Completed,1
COMP-000927,LG-000927,18268874631.37,18268874631.37,17315067591.36,953807040.01,1537,1456,81,35,Partially Completed,0
COMP-000928,LG-000928,33105615770.7,28139773405.1,11818704830.14,16321068574.96,3491,1466,2025,76,In Progress,22
COMP-000929,LG-000929,23516287414.58,23516287414.58,20886336939.89,2629950474.69,1222,1085,137,15,Partially Completed,3
COMP-000930,LG-000930,7096321661.93,7096321661.93,6745253365.44,351068296.49,1341,1274,67,43,Partially Completed,3
COMP-000931,LG-000931,22344542344.79,20110088110.31,11060548460.67,9049539649.64,2131,1172,959,147,Partially Completed,9
COMP-000932,LG-000932,16953088074.91,16953088074.91,16591590468.8,361497606.11,829,811,18,56,Partially Completed,2
COMP-000933,LG-000933,25563325107.11,25563325107.11,22998991011.15,2564334095.96,4522,4068,454,39,Partially Completed,2
COMP-000934,LG-000934,12685039656.52,12685039656.52,11572151451.43,1112888205.09,4495,4100,395,21,Partially Completed,0
COMP-000935,LG-000935,19449147520.72,17504232768.65,9627328022.76,7876904745.89,221,121,100,67,Partially Completed,10
COMP-000936,LG-000936,36895537649.28,36895537649.28,33560866866.03,3334670783.25,4099,3728,371,31,Partially Completed,1
COMP-000937,LG-000937,44879265254.1,44879265254.1,39572619341.19,5306645912.91,2335,2058,277,33,Partially Completed,3
