approval_id,project_id,approval_type,submission_date,approval_date,approval_status,responsible_authority,delay_days
APP-0005838,LG-001091,Land Acquisition Approval,2020-12-18,2021-02-13,Approved,State Cabinet,1
APP-0005839,LG-001091,Financial Approval,2020-12-06,2021-02-07,Approved,District Collectorate,7
APP-0005840,LG-001091,Government Notification,2020-11-16,2021-02-05,Approved,State Cabinet,12
APP-0005841,LG-001091,Administrative Approval,2020-11-06,2020-12-12,Approved,District Collectorate,9
APP-0005842,LG-001091,Environmental Clearance,2020-12-07,2021-02-14,Approved,State Cabinet,0
APP-0005843,LG-001092,Administrative Approval,2020-10-02,2021-01-23,Approved,State Cabinet,1
APP-0005844,LG-001092,Environmental Clearance,2020-11-08,2021-03-01,Approved,District Collectorate,12
APP-0005845,LG-001092,Land Acquisition Approval,2020-10-15,2021-01-27,Approved,State Cabinet,1
APP-0005846,LG-001092,Financial Approval,2020-11-14,,Submitted,District Collectorate,46
APP-0005847,LG-001093,Administrative Approval,2020-10-15,,Conditionally Approved,Finance Ministry,90
APP-0005848,LG-001093,Environmental Clearance,2020-12-17,,In Review,State Cabinet,48
APP-0005849,LG-001093,Land Acquisition Approval,2020-12-17,,In Review,District Collectorate,124
APP-0005850,LG-001093,Financial Approval,2020-11-27,,Conditionally Approved,State Cabinet,87
APP-0005851,LG-001093,Government Notification,2020-12-02,2021-03-12,Approved,District Collectorate,5
APP-0005852,LG-001093,Administrative Approval,2020-10-28,2020-12-03,Approved,State Cabinet,15
APP-0005853,LG-001094,Administrative Approval,2022-01-18,2022-03-10,Approved,State Cabinet,14
APP-0005854,LG-001094,Environmental Clearance,2022-02-02,,Conditionally Approved,Finance Ministry,40
APP-0005855,LG-001094,Land Acquisition Approval,2022-01-23,,In Review,District Collectorate,51
APP-0005856,LG-001094,Financial Approval,2022-03-21,2022-05-10,Approved,State Cabinet,5
APP-0005857,LG-001094,Government Notification,2022-04-02,2022-06-23,Approved,Finance Ministry,13
APP-0005858,LG-001094,Administrative Approval,2022-02-09,2022-05-26,Approved,MoEFCC,4
APP-0005859,LG-001094,Environmental Clearance,2022-02-12,2022-05-22,Approved,Finance Ministry,7
APP-0005860,LG-001094,Land Acquisition Approval,2022-02-22,2022-04-15,Approved,State Cabinet,7
APP-0005861,LG-001095,Administrative Approval,2022-05-04,,Submitted,MoEFCC,134
APP-0005862,LG-001095,Environmental Clearance,2022-07-18,,Conditionally Approved,Finance Ministry,100
APP-0005863,LG-001095,Land Acquisition Approval,2022-06-12,,In Review,MoEFCC,108
APP-0005864,LG-001095,Financial Approval,2022-07-11,,Submitted,State Cabinet,121
APP-0005865,LG-001095,Government Notification,2022-06-29,,In Review,State Cabinet,51
APP-0005866,LG-001095,Administrative Approval,2022-06-18,,Conditionally Approved,Finance Ministry,59
APP-0005867,LG-001095,Environmental Clearance,2022-06-23,2022-09-13,Approved,Finance Ministry,2
APP-0005868,LG-001095,Land Acquisition Approval,2022-04-30,,In Review,Finance Ministry,88
APP-0005869,LG-001096,Administrative Approval,2023-11-25,2024-01-02,Approved,State Cabinet,10
APP-0005870,LG-001096,Environmental Clearance,2023-12-06,,In Review,State Cabinet,68
APP-0005871,LG-001096,Land Acquisition Approval,2024-02-08,,Conditionally Approved,Finance Ministry,45
APP-0005872,LG-001097,Administrative Approval,2018-10-31,2019-02-22,Approved,State Cabinet,7
APP-0005873,LG-001097,Environmental Clearance,2018-11-05,2018-12-31,Approved,MoEFCC,14
APP-0005874,LG-001097,Land Acquisition Approval,2018-12-26,2019-01-31,Approved,Finance Ministry,2
APP-0005875,LG-001097,Financial Approval,2018-10-27,,Conditionally Approved,MoEFCC,31
APP-0005876,LG-001097,Government Notification,2018-10-22,,Conditionally Approved,District Collectorate,44
APP-0005877,LG-001097,Administrative Approval,2018-12-23,2019-01-25,Approved,District Collectorate,8
APP-0005878,LG-001097,Environmental Clearance,2018-12-01,,Submitted,Finance Ministry,59
APP-0005879,LG-001097,Land Acquisition Approval,2019-01-02,,In Review,State Cabinet,91
APP-0005880,LG-001098,Administrative Approval,2024-01-28,2024-03-02,Approved,MoEFCC,14
APP-0005881,LG-001098,Environmental Clearance,2024-02-18,2024-04-14,Approved,MoEFCC,9
APP-0005882,LG-001098,Land Acquisition Approval,2024-02-25,,In Review,State Cabinet,58
APP-0005883,LG-001098,Financial Approval,2024-01-27,2024-03-17,Approved,MoEFCC,11
APP-0005884,LG-001098,Government Notification,2024-01-28,2024-04-03,Approved,MoEFCC,7
APP-0005885,LG-001098,Administrative Approval,2024-01-26,,In Review,Finance Ministry,134
APP-0005886,LG-001098,Environmental Clearance,2024-01-18,2024-04-12,Approved,MoEFCC,15
APP-0005887,LG-001098,Land Acquisition Approval,2023-12-29,2024-03-13,Approved,Finance Ministry,12
APP-0005888,LG-001099,Administrative Approval,2023-07-12,,Conditionally Approved,Finance Ministry,33
APP-0005889,LG-001099,Environmental Clearance,2023-07-07,,In Review,District Collectorate,46
APP-0005890,LG-001099,Land Acquisition Approval,2023-06-26,2023-09-05,Approved,MoEFCC,13
APP-0005891,LG-001099,Financial Approval,2023-05-04,,In Review,District Collectorate,66
APP-0005892,LG-001099,Government Notification,2023-05-21,2023-06-29,Approved,Finance Ministry,6
APP-0005893,LG-001099,Administrative Approval,2023-07-06,2023-08-24,Approved,State Cabinet,12
APP-0005894,LG-001100,Administrative Approval,2018-05-08,2018-08-30,Approved,Finance Ministry,14
APP-0005895,LG-001100,Environmental Clearance,2018-03-04,,In Review,MoEFCC,80
APP-0005896,LG-001100,Land Acquisition Approval,2018-03-23,2018-07-18,Approved,MoEFCC,10
APP-0005897,LG-001100,Financial Approval,2018-05-09,2018-06-29,Approved,Finance Ministry,2
APP-0005898,LG-001100,Government Notification,2018-03-03,2018-06-29,Approved,MoEFCC,10
APP-0005899,LG-001100,Administrative Approval,2018-02-26,2018-06-26,Approved,MoEFCC,8
APP-0005900,LG-001100,Environmental Clearance,2018-05-09,2018-08-24,Approved,Finance Ministry,4
APP-0005901,LG-001100,Land Acquisition Approval,2018-03-18,2018-06-05,Approved,District Collectorate,3
APP-0005902,LG-001101,Administrative Approval,2024-12-02,2025-01-31,Approved,State Cabinet,9
APP-0005903,LG-001101,Environmental Clearance,2024-11-02,2025-01-10,Approved,District Collectorate,4
APP-0005904,LG-001101,Land Acquisition Approval,2024-12-13,2025-03-13,Approved,MoEFCC,5
APP-0005905,LG-001101,Financial Approval,2025-01-08,,In Review,District Collectorate,140
APP-0005906,LG-001101,Government Notification,2024-12-13,,Conditionally Approved,MoEFCC,118
APP-0005907,LG-001101,Administrative Approval,2024-11-02,,Submitted,District Collectorate,122
APP-0005908,LG-001102,Administrative Approval,2023-12-30,2024-02-06,Approved,MoEFCC,6
APP-0005909,LG-001102,Environmental Clearance,2024-01-01,,Conditionally Approved,Finance Ministry,138
APP-0005910,LG-001102,Land Acquisition Approval,2023-12-09,,Conditionally Approved,MoEFCC,79
APP-0005911,LG-001102,Financial Approval,2023-11-14,,Submitted,Finance Ministry,32
APP-0005912,LG-001102,Government Notification,2023-11-16,2024-01-22,Approved,Finance Ministry,3
APP-0005913,LG-001102,Administrative Approval,2023-10-27,,Conditionally Approved,Finance Ministry,60
APP-0005914,LG-001102,Environmental Clearance,2024-01-20,,Conditionally Approved,MoEFCC,91
APP-0005915,LG-001102,Land Acquisition Approval,2023-11-12,2024-02-21,Approved,Finance Ministry,6
APP-0005916,LG-001103,Administrative Approval,2021-11-19,2022-03-12,Approved,State Cabinet,0
APP-0005917,LG-001103,Environmental Clearance,2021-12-16,,Submitted,MoEFCC,62
APP-0005918,LG-001103,Land Acquisition Approval,2021-12-09,2022-02-02,Approved,Finance Ministry,7
APP-0005919,LG-001104,Administrative Approval,2023-01-02,,Conditionally Approved,Finance Ministry,84
APP-0005920,LG-001104,Environmental Clearance,2022-12-17,2023-02-26,Approved,Finance Ministry,12
APP-0005921,LG-001104,Land Acquisition Approval,2023-02-02,2023-03-17,Approved,State Cabinet,5
APP-0005922,LG-001104,Financial Approval,2023-02-11,2023-03-31,Approved,MoEFCC,9
APP-0005923,LG-001104,Government Notification,2023-02-04,,Conditionally Approved,Finance Ministry,132
APP-0005924,LG-001104,Administrative Approval,2023-01-09,,In Review,MoEFCC,88
APP-0005925,LG-001104,Environmental Clearance,2023-03-02,,Submitted,Finance Ministry,128
APP-0005926,LG-001104,Land Acquisition Approval,2023-01-05,,In Review,District Collectorate,35
APP-0005927,LG-001105,Administrative Approval,2024-05-19,,In Review,MoEFCC,100
APP-0005928,LG-001105,Environmental Clearance,2024-05-13,2024-08-06,Approved,State Cabinet,14
APP-0005929,LG-001105,Land Acquisition Approval,2024-07-10,,Conditionally Approved,MoEFCC,130
APP-0005930,LG-001105,Financial Approval,2024-05-19,2024-08-22,Approved,District Collectorate,5
APP-0005931,LG-001105,Government Notification,2024-05-09,2024-08-30,Approved,District Collectorate,13
APP-0005932,LG-001105,Administrative Approval,2024-07-09,,Conditionally Approved,MoEFCC,109
APP-0005933,LG-001106,Administrative Approval,2023-08-07,2023-10-12,Approved,State Cabinet,3
APP-0005934,LG-001106,Environmental Clearance,2023-08-31,2023-10-29,Approved,Finance Ministry,5
APP-0005935,LG-001106,Land Acquisition Approval,2023-08-17,2023-12-08,Approved,Finance Ministry,5
APP-0005936,LG-001106,Financial Approval,2023-09-26,2023-12-18,Approved,District Collectorate,5
APP-0005937,LG-001106,Government Notification,2023-10-26,2024-02-19,Approved,Finance Ministry,15
APP-0005938,LG-001106,Administrative Approval,2023-09-29,,In Review,State Cabinet,114
APP-0005939,LG-001106,Environmental Clearance,2023-10-02,2024-01-07,Approved,State Cabinet,1
APP-0005940,LG-001107,Administrative Approval,2022-03-26,2022-07-10,Approved,MoEFCC,12
APP-0005941,LG-001107,Environmental Clearance,2022-02-21,,In Review,MoEFCC,110
APP-0005942,LG-001107,Land Acquisition Approval,2022-03-21,,Submitted,Finance Ministry,122
APP-0005943,LG-001107,Financial Approval,2022-02-12,,Conditionally Approved,State Cabinet,145
APP-0005944,LG-001107,Government Notification,2022-03-17,2022-05-22,Approved,District Collectorate,6
APP-0005945,LG-001107,Administrative Approval,2022-01-03,,In Review,State Cabinet,118
APP-0005946,LG-001108,Administrative Approval,2022-05-28,2022-07-09,Approved,MoEFCC,4
APP-0005947,LG-001108,Environmental Clearance,2022-07-09,,Conditionally Approved,Finance Ministry,59
APP-0005948,LG-001108,Land Acquisition Approval,2022-05-04,,Submitted,Finance Ministry,60
APP-0005949,LG-001108,Financial Approval,2022-06-14,,In Review,District Collectorate,78
APP-0005950,LG-001108,Government Notification,2022-06-10,,In Review,District Collectorate,33
APP-0005951,LG-001108,Administrative Approval,2022-06-10,2022-09-01,Approved,Finance Ministry,2
APP-0005952,LG-001108,Environmental Clearance,2022-05-18,,Conditionally Approved,State Cabinet,72
APP-0005953,LG-001109,Administrative Approval,2021-03-21,2021-06-08,Approved,MoEFCC,0
APP-0005954,LG-001109,Environmental Clearance,2021-04-06,2021-06-06,Approved,State Cabinet,4
APP-0005955,LG-001109,Land Acquisition Approval,2021-04-18,,Conditionally Approved,Finance Ministry,94
APP-0005956,LG-001109,Financial Approval,2021-04-16,2021-05-16,Approved,Finance Ministry,0
APP-0005957,LG-001109,Government Notification,2021-02-24,2021-06-05,Approved,District Collectorate,6
APP-0005958,LG-001109,Administrative Approval,2021-04-12,2021-07-30,Approved,MoEFCC,10
APP-0005959,LG-001109,Environmental Clearance,2021-03-14,2021-05-08,Approved,District Collectorate,7
APP-0005960,LG-001110,Administrative Approval,2023-03-13,2023-07-03,Approved,Finance Ministry,14
APP-0005961,LG-001110,Environmental Clearance,2023-02-04,2023-03-31,Approved,Finance Ministry,7
APP-0005962,LG-001110,Land Acquisition Approval,2023-03-23,,In Review,MoEFCC,50
APP-0005963,LG-001110,Financial Approval,2023-02-20,2023-05-29,Approved,District Collectorate,12
APP-0005964,LG-001110,Government Notification,2023-03-14,2023-06-18,Approved,MoEFCC,8
APP-0005965,LG-001110,Administrative Approval,2023-02-26,2023-06-16,Approved,District Collectorate,4
APP-0005966,LG-001111,Administrative Approval,2024-05-17,2024-09-06,Approved,MoEFCC,11
APP-0005967,LG-001111,Environmental Clearance,2024-05-22,,In Review,MoEFCC,51
APP-0005968,LG-001111,Land Acquisition Approval,2024-05-18,,Conditionally Approved,State Cabinet,91
APP-0005969,LG-001111,Financial Approval,2024-07-28,2024-10-12,Approved,Finance Ministry,11
APP-0005970,LG-001111,Government Notification,2024-06-26,2024-09-20,Approved,District Collectorate,7
APP-0005971,LG-001111,Administrative Approval,2024-05-10,,Conditionally Approved,State Cabinet,96
APP-0005972,LG-001111,Environmental Clearance,2024-05-19,,Submitted,MoEFCC,50
APP-0005973,LG-001112,Administrative Approval,2020-05-20,2020-08-01,Approved,State Cabinet,13
APP-0005974,LG-001112,Environmental Clearance,2020-06-08,2020-08-01,Approved,MoEFCC,14
APP-0005975,LG-001112,Land Acquisition Approval,2020-06-18,,Submitted,MoEFCC,71
APP-0005976,LG-001112,Financial Approval,2020-05-31,2020-07-15,Approved,Finance Ministry,2
APP-0005977,LG-001112,Government Notification,2020-06-27,,In Review,Finance Ministry,73
APP-0005978,LG-001113,Administrative Approval,2021-11-05,2022-01-11,Approved,State Cabinet,5
APP-0005979,LG-001113,Environmental Clearance,2021-10-09,,Conditionally Approved,Finance Ministry,76
APP-0005980,LG-001113,Land Acquisition Approval,2021-11-02,2021-12-14,Approved,Finance Ministry,7
APP-0005981,LG-001113,Financial Approval,2021-09-26,,Submitted,District Collectorate,133
APP-0005982,LG-001113,Government Notification,2021-10-20,2022-01-06,Approved,MoEFCC,12
APP-0005983,LG-001113,Administrative Approval,2021-12-19,2022-01-19,Approved,State Cabinet,8
APP-0005984,LG-001113,Environmental Clearance,2021-10-07,,Conditionally Approved,State Cabinet,100
APP-0005985,LG-001113,Land Acquisition Approval,2021-12-20,,In Review,MoEFCC,144
APP-0005986,LG-001114,Administrative Approval,2019-11-28,2020-03-24,Approved,Finance Ministry,2
APP-0005987,LG-001114,Environmental Clearance,2019-10-12,2020-01-24,Approved,District Collectorate,13
APP-0005988,LG-001114,Land Acquisition Approval,2019-11-12,2020-01-17,Approved,Finance Ministry,9
APP-0005989,LG-001114,Financial Approval,2019-11-24,2020-01-12,Approved,MoEFCC,2
APP-0005990,LG-001114,Government Notification,2019-11-18,2020-03-14,Approved,State Cabinet,0
APP-0005991,LG-001114,Administrative Approval,2019-10-21,,Conditionally Approved,District Collectorate,37
APP-0005992,LG-001115,Administrative Approval,2024-05-09,2024-08-16,Approved,State Cabinet,15
APP-0005993,LG-001115,Environmental Clearance,2024-04-25,2024-06-14,Approved,State Cabinet,9
APP-0005994,LG-001115,Land Acquisition Approval,2024-05-15,2024-06-27,Approved,Finance Ministry,14
APP-0005995,LG-001116,Administrative Approval,2023-03-11,2023-04-18,Approved,Finance Ministry,2
APP-0005996,LG-001116,Environmental Clearance,2023-03-09,,In Review,State Cabinet,123
APP-0005997,LG-001116,Land Acquisition Approval,2023-03-05,2023-06-05,Approved,Finance Ministry,9
APP-0005998,LG-001117,Administrative Approval,2018-11-25,,Conditionally Approved,State Cabinet,142
APP-0005999,LG-001117,Environmental Clearance,2018-11-15,2019-02-21,Approved,State Cabinet,12
APP-0006000,LG-001117,Land Acquisition Approval,2019-01-05,2019-04-15,Approved,MoEFCC,2
APP-0006001,LG-001117,Financial Approval,2018-11-02,2018-12-28,Approved,State Cabinet,4
APP-0006002,LG-001118,Administrative Approval,2018-10-07,,Conditionally Approved,District Collectorate,136
APP-0006003,LG-001118,Environmental Clearance,2018-08-25,,In Review,State Cabinet,102
APP-0006004,LG-001118,Land Acquisition Approval,2018-07-28,2018-09-14,Approved,District Collectorate,12
APP-0006005,LG-001118,Financial Approval,2018-09-06,2018-12-11,Approved,MoEFCC,0
APP-0006006,LG-001118,Government Notification,2018-08-11,2018-10-11,Approved,Finance Ministry,4
APP-0006007,LG-001119,Administrative Approval,2024-12-17,2025-04-06,Approved,District Collectorate,10
APP-0006008,LG-001119,Environmental Clearance,2024-12-05,2025-02-03,Approved,State Cabinet,11
APP-0006009,LG-001119,Land Acquisition Approval,2024-12-24,2025-03-19,Approved,Finance Ministry,9
APP-0006010,LG-001119,Financial Approval,2025-02-01,2025-05-20,Approved,MoEFCC,3
APP-0006011,LG-001120,Administrative Approval,2023-07-29,2023-09-17,Approved,Finance Ministry,2
APP-0006012,LG-001120,Environmental Clearance,2023-05-31,2023-07-28,Approved,Finance Ministry,7
APP-0006013,LG-001120,Land Acquisition Approval,2023-06-19,2023-09-05,Approved,Finance Ministry,10
APP-0006014,LG-001120,Financial Approval,2023-08-07,2023-09-22,Approved,State Cabinet,5
APP-0006015,LG-001120,Government Notification,2023-07-19,2023-11-12,Approved,Finance Ministry,5
APP-0006016,LG-001120,Administrative Approval,2023-06-14,2023-08-25,Approved,Finance Ministry,3
APP-0006017,LG-001121,Administrative Approval,2018-07-30,2018-10-23,Approved,State Cabinet,8
APP-0006018,LG-001121,Environmental Clearance,2018-07-06,2018-09-21,Approved,District Collectorate,13
APP-0006019,LG-001121,Land Acquisition Approval,2018-08-19,2018-11-25,Approved,District Collectorate,10
APP-0006020,LG-001121,Financial Approval,2018-07-22,,Conditionally Approved,Finance Ministry,76
APP-0006021,LG-001121,Government Notification,2018-07-20,2018-08-27,Approved,Finance Ministry,5
APP-0006022,LG-001121,Administrative Approval,2018-07-28,2018-10-14,Approved,Finance Ministry,0
APP-0006023,LG-001121,Environmental Clearance,2018-06-27,2018-08-07,Approved,State Cabinet,12
APP-0006024,LG-001122,Administrative Approval,2018-10-05,2018-11-04,Approved,State Cabinet,15
APP-0006025,LG-001122,Environmental Clearance,2018-10-07,2019-01-20,Approved,MoEFCC,0
APP-0006026,LG-001122,Land Acquisition Approval,2018-07-22,2018-09-12,Approved,Finance Ministry,13
APP-0006027,LG-001122,Financial Approval,2018-09-16,2018-12-02,Approved,State Cabinet,10
APP-0006028,LG-001123,Administrative Approval,2018-04-04,,Submitted,MoEFCC,72
APP-0006029,LG-001123,Environmental Clearance,2018-03-21,2018-07-13,Approved,Finance Ministry,13
APP-0006030,LG-001123,Land Acquisition Approval,2018-06-03,2018-09-14,Approved,District Collectorate,6
APP-0006031,LG-001123,Financial Approval,2018-05-03,2018-06-18,Approved,State Cabinet,2
APP-0006032,LG-001123,Government Notification,2018-04-03,,Conditionally Approved,State Cabinet,141
APP-0006033,LG-001123,Administrative Approval,2018-03-29,2018-07-09,Approved,MoEFCC,9
APP-0006034,LG-001123,Environmental Clearance,2018-04-11,2018-05-23,Approved,MoEFCC,5
APP-0006035,LG-001124,Administrative Approval,2023-05-04,,Conditionally Approved,State Cabinet,93
APP-0006036,LG-001124,Environmental Clearance,2023-03-27,2023-06-26,Approved,District Collectorate,0
APP-0006037,LG-001124,Land Acquisition Approval,2023-05-19,2023-07-17,Approved,Finance Ministry,13
APP-0006038,LG-001124,Financial Approval,2023-06-05,,In Review,MoEFCC,137
APP-0006039,LG-001124,Government Notification,2023-04-19,,Conditionally Approved,Finance Ministry,85
APP-0006040,LG-001125,Administrative Approval,2018-07-15,2018-08-16,Approved,MoEFCC,11
APP-0006041,LG-001125,Environmental Clearance,2018-07-27,2018-11-02,Approved,Finance Ministry,0
APP-0006042,LG-001125,Land Acquisition Approval,2018-10-03,2018-12-31,Approved,State Cabinet,14
APP-0006043,LG-001125,Financial Approval,2018-07-22,2018-11-15,Approved,State Cabinet,8
APP-0006044,LG-001125,Government Notification,2018-07-26,2018-09-11,Approved,State Cabinet,2
APP-0006045,LG-001125,Administrative Approval,2018-08-18,2018-10-03,Approved,MoEFCC,2
APP-0006046,LG-001125,Environmental Clearance,2018-09-02,2018-10-12,Approved,District Collectorate,7
APP-0006047,LG-001125,Land Acquisition Approval,2018-09-12,2018-12-09,Approved,MoEFCC,3
APP-0006048,LG-001126,Administrative Approval,2019-06-14,2019-10-10,Approved,State Cabinet,15
APP-0006049,LG-001126,Environmental Clearance,2019-07-02,2019-10-12,Approved,State Cabinet,3
APP-0006050,LG-001126,Land Acquisition Approval,2019-05-29,2019-07-09,Approved,Finance Ministry,3
APP-0006051,LG-001126,Financial Approval,2019-05-18,2019-07-15,Approved,State Cabinet,0
APP-0006052,LG-001127,Administrative Approval,2023-08-09,2023-10-30,Approved,Finance Ministry,13
APP-0006053,LG-001127,Environmental Clearance,2023-09-28,2024-01-19,Approved,MoEFCC,12
APP-0006054,LG-001127,Land Acquisition Approval,2023-10-02,2023-12-27,Approved,MoEFCC,13
APP-0006055,LG-001127,Financial Approval,2023-08-18,2023-12-07,Approved,MoEFCC,14
APP-0006056,LG-001127,Government Notification,2023-08-26,2023-12-02,Approved,State Cabinet,7
APP-0006057,LG-001127,Administrative Approval,2023-10-03,2023-11-13,Approved,Finance Ministry,3
APP-0006058,LG-001127,Environmental Clearance,2023-07-18,2023-09-19,Approved,Finance Ministry,10
APP-0006059,LG-001128,Administrative Approval,2021-11-20,2022-02-03,Approved,District Collectorate,11
APP-0006060,LG-001128,Environmental Clearance,2021-11-01,2022-01-08,Approved,MoEFCC,7
APP-0006061,LG-001128,Land Acquisition Approval,2021-09-15,2021-11-04,Approved,Finance Ministry,1
APP-0006062,LG-001128,Financial Approval,2021-10-31,2021-12-24,Approved,MoEFCC,14
APP-0006063,LG-001128,Government Notification,2021-10-04,,Conditionally Approved,MoEFCC,30
APP-0006064,LG-001128,Administrative Approval,2021-10-31,2022-01-11,Approved,State Cabinet,0
APP-0006065,LG-001128,Environmental Clearance,2021-10-09,2021-11-25,Approved,State Cabinet,10
APP-0006066,LG-001129,Administrative Approval,2018-05-18,2018-06-22,Approved,State Cabinet,1
APP-0006067,LG-001129,Environmental Clearance,2018-05-19,,In Review,State Cabinet,106
APP-0006068,LG-001129,Land Acquisition Approval,2018-04-04,2018-07-11,Approved,District Collectorate,13
APP-0006069,LG-001129,Financial Approval,2018-04-02,2018-06-30,Approved,State Cabinet,15
APP-0006070,LG-001130,Administrative Approval,2024-04-20,2024-05-21,Approved,State Cabinet,7
APP-0006071,LG-001130,Environmental Clearance,2024-05-01,2024-07-20,Approved,State Cabinet,14
APP-0006072,LG-001130,Land Acquisition Approval,2024-02-17,2024-05-11,Approved,State Cabinet,5
APP-0006073,LG-001130,Financial Approval,2024-02-26,2024-04-02,Approved,Finance Ministry,15
APP-0006074,LG-001130,Government Notification,2024-02-12,2024-03-15,Approved,Finance Ministry,4
APP-0006075,LG-001131,Administrative Approval,2021-03-24,,Submitted,MoEFCC,96
APP-0006076,LG-001131,Environmental Clearance,2021-06-18,2021-07-25,Approved,MoEFCC,11
APP-0006077,LG-001131,Land Acquisition Approval,2021-06-02,2021-08-26,Approved,District Collectorate,8
APP-0006078,LG-001131,Financial Approval,2021-06-04,,In Review,MoEFCC,63
APP-0006079,LG-001131,Government Notification,2021-05-14,2021-08-20,Approved,State Cabinet,8
APP-0006080,LG-001131,Administrative Approval,2021-05-07,2021-07-13,Approved,Finance Ministry,8
APP-0006081,LG-001131,Environmental Clearance,2021-04-14,2021-06-28,Approved,State Cabinet,6
APP-0006082,LG-001132,Administrative Approval,2022-12-29,,Conditionally Approved,State Cabinet,117
APP-0006083,LG-001132,Environmental Clearance,2023-01-04,,Submitted,Finance Ministry,34
APP-0006084,LG-001132,Land Acquisition Approval,2022-12-20,,Conditionally Approved,Finance Ministry,98
APP-0006085,LG-001132,Financial Approval,2022-11-08,,Submitted,Finance Ministry,58
APP-0006086,LG-001132,Government Notification,2022-11-18,2023-03-16,Approved,Finance Ministry,1
APP-0006087,LG-001133,Administrative Approval,2022-11-24,,Conditionally Approved,MoEFCC,83
APP-0006088,LG-001133,Environmental Clearance,2022-11-24,2023-01-09,Approved,District Collectorate,2
APP-0006089,LG-001133,Land Acquisition Approval,2022-11-04,,Submitted,MoEFCC,92
APP-0006090,LG-001133,Financial Approval,2022-11-05,,Conditionally Approved,Finance Ministry,103
APP-0006091,LG-001133,Government Notification,2022-11-18,2023-02-22,Approved,MoEFCC,4
APP-0006092,LG-001133,Administrative Approval,2022-11-19,,Conditionally Approved,District Collectorate,121
APP-0006093,LG-001133,Environmental Clearance,2022-10-22,2022-12-19,Approved,District Collectorate,15
APP-0006094,LG-001133,Land Acquisition Approval,2022-10-22,,In Review,Finance Ministry,149
APP-0006095,LG-001134,Administrative Approval,2020-04-13,2020-07-29,Approved,District Collectorate,8
APP-0006096,LG-001134,Environmental Clearance,2020-02-01,2020-04-09,Approved,MoEFCC,4
APP-0006097,LG-001134,Land Acquisition Approval,2020-03-07,2020-05-31,Approved,District Collectorate,15
APP-0006098,LG-001134,Financial Approval,2020-02-29,2020-05-20,Approved,District Collectorate,10
APP-0006099,LG-001134,Government Notification,2020-04-20,2020-08-06,Approved,District Collectorate,0
APP-0006100,LG-001134,Administrative Approval,2020-03-02,2020-05-25,Approved,State Cabinet,15
APP-0006101,LG-001135,Administrative Approval,2018-08-27,2018-12-10,Approved,State Cabinet,13
APP-0006102,LG-001135,Environmental Clearance,2018-07-10,2018-08-31,Approved,State Cabinet,4
APP-0006103,LG-001135,Land Acquisition Approval,2018-06-12,2018-08-10,Approved,District Collectorate,1
APP-0006104,LG-001135,Financial Approval,2018-07-30,2018-09-04,Approved,State Cabinet,7
APP-0006105,LG-001136,Administrative Approval,2024-06-11,2024-09-29,Approved,Finance Ministry,3
APP-0006106,LG-001136,Environmental Clearance,2024-08-02,2024-11-28,Approved,Finance Ministry,3
APP-0006107,LG-001136,Land Acquisition Approval,2024-05-16,2024-08-01,Approved,MoEFCC,2
APP-0006108,LG-001136,Financial Approval,2024-06-19,2024-09-14,Approved,MoEFCC,8
APP-0006109,LG-001136,Government Notification,2024-06-15,2024-10-03,Approved,MoEFCC,3
APP-0006110,LG-001137,Administrative Approval,2024-02-27,,Conditionally Approved,District Collectorate,72
APP-0006111,LG-001137,Environmental Clearance,2024-02-22,2024-06-08,Approved,District Collectorate,7
APP-0006112,LG-001137,Land Acquisition Approval,2024-04-17,,In Review,MoEFCC,104
APP-0006113,LG-001138,Administrative Approval,2023-10-27,,In Review,District Collectorate,32
APP-0006114,LG-001138,Environmental Clearance,2023-09-12,,In Review,MoEFCC,51
APP-0006115,LG-001138,Land Acquisition Approval,2023-10-16,,Conditionally Approved,Finance Ministry,113
APP-0006116,LG-001138,Financial Approval,2023-11-12,,In Review,District Collectorate,87
APP-0006117,LG-001139,Administrative Approval,2020-05-21,2020-07-22,Approved,MoEFCC,7
APP-0006118,LG-001139,Environmental Clearance,2020-08-09,2020-11-22,Approved,District Collectorate,8
APP-0006119,LG-001139,Land Acquisition Approval,2020-05-22,,In Review,State Cabinet,88
APP-0006120,LG-001139,Financial Approval,2020-07-29,2020-10-07,Approved,MoEFCC,14
APP-0006121,LG-001139,Government Notification,2020-07-20,2020-09-10,Approved,Finance Ministry,10
APP-0006122,LG-001140,Administrative Approval,2019-07-06,2019-09-15,Approved,Finance Ministry,13
APP-0006123,LG-001140,Environmental Clearance,2019-07-24,2019-10-26,Approved,State Cabinet,5
APP-0006124,LG-001140,Land Acquisition Approval,2019-08-16,2019-10-20,Approved,District Collectorate,11
APP-0006125,LG-001140,Financial Approval,2019-07-30,2019-10-10,Approved,District Collectorate,15
APP-0006126,LG-001140,Government Notification,2019-06-23,2019-10-06,Approved,MoEFCC,7
APP-0006127,LG-001140,Administrative Approval,2019-07-07,2019-10-31,Approved,Finance Ministry,3
APP-0006128,LG-001140,Environmental Clearance,2019-07-29,2019-10-02,Approved,MoEFCC,11
APP-0006129,LG-001141,Administrative Approval,2021-01-01,,In Review,MoEFCC,97
APP-0006130,LG-001141,Environmental Clearance,2021-01-05,2021-02-06,Approved,State Cabinet,11
