timeline_id,project_id,stage_name,planned_start_date,planned_end_date,actual_start_date,actual_end_date,stage_status,responsible_department,planned_duration_days,actual_duration_days,stage_delay_days
TL-0012104,LG-001101,Approval,2025-06-19,2025-09-01,2025-06-19,2025-10-14,Completed,Land Records Cell,74,117,43
TL-0012105,LG-001101,Notification,2025-09-06,2026-01-04,2025-09-06,2026-05-06,Completed,Legal Affairs,120,242,122
TL-0012106,LG-001101,Objection/Hearing,2026-01-09,2026-02-20,2026-01-09,2026-06-15,Completed,Finance Department,42,157,115
TL-0012107,LG-001101,Compensation,2026-02-25,2026-04-16,2026-02-25,2026-05-31,Completed,Environmental Cell,50,95,45
TL-0012108,LG-001101,Legal Resolution,2026-04-21,2026-06-30,2026-04-21,2026-10-16,Completed,Finance Department,70,178,108
TL-0012109,LG-001101,R&R,2026-07-05,2026-09-20,2026-07-05,,In Progress,Revenue Department,77,0,111
TL-0012110,LG-001101,Possession,2026-09-25,2026-12-12,,,Not Started,Finance Department,78,0,0
TL-0012111,LG-001101,Final Handover,2026-12-17,2027-03-13,,,Not Started,Revenue Department,86,0,0
TL-0012112,LG-001102,Land Identification,2023-10-14,2024-01-06,2023-10-14,2024-04-28,Completed,Environmental Cell,84,197,113
TL-0012113,LG-001102,Survey,2024-01-11,2024-02-16,2024-01-11,2024-06-18,Completed,Revenue Department,36,159,123
TL-0012114,LG-001102,Documentation,2024-02-21,2024-05-13,2024-02-21,,In Progress,Environmental Cell,82,0,83
TL-0012115,LG-001102,Approval,2024-05-18,2024-07-02,,,Not Started,R&R Authority,45,0,0
TL-0012116,LG-001102,Notification,2024-07-07,2024-08-09,,,Not Started,Revenue Department,33,0,0
TL-0012117,LG-001102,Objection/Hearing,2024-08-14,2024-11-30,,,Not Started,R&R Authority,108,0,0
TL-0012118,LG-001102,Compensation,2024-12-05,2025-02-11,,,Not Started,Finance Department,68,0,0
TL-0012119,LG-001102,Legal Resolution,2025-02-16,2025-04-12,,,Not Started,R&R Authority,55,0,0
TL-0012120,LG-001102,R&R,2025-04-17,2025-06-17,,,Not Started,Environmental Cell,61,0,0
TL-0012121,LG-001102,Possession,2025-06-22,2025-09-20,,,Not Started,Environmental Cell,90,0,0
TL-0012122,LG-001102,Final Handover,2025-09-25,2025-11-12,,,Not Started,Public Works Dept,48,0,0
TL-0012123,LG-001103,Land Identification,2021-11-09,2021-12-15,2021-11-09,2021-12-27,Completed,R&R Authority,36,48,12
TL-0012124,LG-001103,Survey,2021-12-20,2022-04-13,2021-12-20,2022-04-26,Completed,Finance Department,114,127,13
TL-0012125,LG-001103,Documentation,2022-04-18,2022-07-14,2022-04-18,2022-07-28,Completed,Finance Department,87,101,14
TL-0012126,LG-001103,Approval,2022-07-19,2022-11-11,2022-07-19,2022-11-21,Completed,Legal Affairs,115,125,10
TL-0012127,LG-001103,Notification,2022-11-16,2023-02-27,2022-11-16,2023-03-09,Completed,Legal Affairs,103,113,10
TL-0012128,LG-001103,Objection/Hearing,2023-03-04,2023-04-20,2023-03-04,2023-04-23,Completed,Land Records Cell,47,50,3
TL-0012129,LG-001103,Compensation,2023-04-25,2023-08-07,2023-04-25,2023-08-14,Completed,Irrigation Department,104,111,7
TL-0012130,LG-001103,Legal Resolution,2023-08-12,2023-11-14,2023-08-12,2023-11-16,Completed,Revenue Department,94,96,2
TL-0012131,LG-001103,R&R,2023-11-19,2024-02-07,2023-11-19,2024-02-22,Completed,Finance Department,80,95,15
TL-0012132,LG-001103,Possession,2024-02-12,2024-04-10,2024-02-12,,In Progress,Land Records Cell,58,0,10
TL-0012133,LG-001103,Final Handover,2024-04-15,2024-06-25,,,Not Started,Finance Department,71,0,0
TL-0012134,LG-001104,Land Identification,2022-12-02,2023-01-29,2022-12-02,2023-04-26,Completed,Public Works Dept,58,145,87
TL-0012135,LG-001104,Survey,2023-02-03,2023-03-30,2023-02-03,2023-07-19,Completed,R&R Authority,55,166,111
TL-0012136,LG-001104,Documentation,2023-04-04,2023-05-31,2023-04-04,,Delayed,Land Records Cell,57,0,57
TL-0012137,LG-001104,Approval,2023-06-05,2023-09-29,,,Not Started,Legal Affairs,116,0,0
TL-0012138,LG-001104,Notification,2023-10-04,2023-12-22,,,Not Started,Environmental Cell,79,0,0
TL-0012139,LG-001104,Objection/Hearing,2023-12-27,2024-01-26,,,Not Started,Land Records Cell,30,0,0
TL-0012140,LG-001104,Compensation,2024-01-31,2024-05-09,,,Not Started,Irrigation Department,99,0,0
TL-0012141,LG-001104,Legal Resolution,2024-05-14,2024-09-02,,,Not Started,Revenue Department,111,0,0
TL-0012142,LG-001104,R&R,2024-09-07,2024-11-16,,,Not Started,Revenue Department,70,0,0
TL-0012143,LG-001104,Possession,2024-11-21,2025-01-21,,,Not Started,R&R Authority,61,0,0
TL-0012144,LG-001104,Final Handover,2025-01-26,2025-04-24,,,Not Started,Land Records Cell,88,0,0
TL-0012145,LG-001105,Land Identification,2024-04-19,2024-07-04,2024-04-19,2024-07-15,Completed,Legal Affairs,76,87,11
TL-0012146,LG-001105,Survey,2024-07-09,2024-10-05,2024-07-09,2024-10-20,Completed,Legal Affairs,88,103,15
TL-0012147,LG-001105,Documentation,2024-10-10,2025-01-17,2024-10-10,2025-02-01,Completed,Revenue Department,99,114,15
TL-0012148,LG-001105,Approval,2025-01-22,2025-04-10,2025-01-22,2025-04-11,Completed,Legal Affairs,78,79,1
TL-0012149,LG-001105,Notification,2025-04-15,2025-05-17,2025-04-15,2025-05-25,Completed,Land Records Cell,32,40,8
TL-0012150,LG-001105,Objection/Hearing,2025-05-22,2025-07-22,2025-05-22,2025-07-27,Completed,R&R Authority,61,66,5
TL-0012151,LG-001105,Compensation,2025-07-27,2025-10-29,2025-07-27,2025-11-09,Completed,Environmental Cell,94,105,11
TL-0012152,LG-001105,Legal Resolution,2025-11-03,2025-12-09,2025-11-03,2025-12-13,Completed,R&R Authority,36,40,4
TL-0012153,LG-001105,R&R,2025-12-14,2026-01-28,2025-12-14,,In Progress,Environmental Cell,45,0,10
TL-0012154,LG-001105,Possession,2026-02-02,2026-04-01,,,Not Started,Irrigation Department,58,0,0
TL-0012155,LG-001105,Final Handover,2026-04-06,2026-08-02,,,Not Started,Legal Affairs,118,0,0
TL-0012156,LG-001106,Land Identification,2023-07-18,2023-10-08,2023-07-18,2023-10-16,Completed,R&R Authority,82,90,8
TL-0012157,LG-001106,Survey,2023-10-13,2023-12-17,2023-10-13,,In Progress,Land Records Cell,65,0,3
TL-0012158,LG-001106,Documentation,2023-12-22,2024-03-27,,,Not Started,Land Records Cell,96,0,0
TL-0012159,LG-001106,Approval,2024-04-01,2024-07-30,,,Not Started,Legal Affairs,120,0,0
TL-0012160,LG-001106,Notification,2024-08-04,2024-10-26,,,Not Started,Finance Department,83,0,0
TL-0012161,LG-001106,Objection/Hearing,2024-10-31,2025-02-22,,,Not Started,Land Records Cell,114,0,0
TL-0012162,LG-001106,Compensation,2025-02-27,2025-04-05,,,Not Started,Environmental Cell,37,0,0
TL-0012163,LG-001106,Legal Resolution,2025-04-10,2025-06-05,,,Not Started,Finance Department,56,0,0
TL-0012164,LG-001106,R&R,2025-06-10,2025-09-24,,,Not Started,Public Works Dept,106,0,0
TL-0012165,LG-001106,Possession,2025-09-29,2025-11-30,,,Not Started,Finance Department,62,0,0
TL-0012166,LG-001106,Final Handover,2025-12-05,2026-02-07,,,Not Started,Irrigation Department,64,0,0
TL-0012167,LG-001107,Land Identification,2021-12-19,2022-01-22,2021-12-19,2022-04-03,Completed,Land Records Cell,34,105,71
TL-0012168,LG-001107,Survey,2022-01-27,2022-04-24,2022-01-27,2022-09-02,Completed,Land Records Cell,87,218,131
TL-0012169,LG-001107,Documentation,2022-04-29,2022-07-09,2022-04-29,2022-11-14,Completed,Irrigation Department,71,199,128
TL-0012170,LG-001107,Approval,2022-07-14,2022-08-30,2022-07-14,2022-12-01,Completed,Land Records Cell,47,140,93
TL-0012171,LG-001107,Notification,2022-09-04,2022-10-10,2022-09-04,2023-01-29,Completed,Land Records Cell,36,147,111
TL-0012172,LG-001107,Objection/Hearing,2022-10-15,2022-12-05,2022-10-15,2023-02-21,Completed,Land Records Cell,51,129,78
TL-0012173,LG-001107,Compensation,2022-12-10,2023-03-30,2022-12-10,2023-08-12,Completed,Land Records Cell,110,245,135
TL-0012174,LG-001107,Legal Resolution,2023-04-04,2023-07-08,2023-04-04,,Delayed,Land Records Cell,95,0,88
TL-0012175,LG-001107,R&R,2023-07-13,2023-10-21,,,Not Started,Environmental Cell,100,0,0
TL-0012176,LG-001107,Possession,2023-10-26,2024-01-23,,,Not Started,Land Records Cell,89,0,0
TL-0012177,LG-001107,Final Handover,2024-01-28,2024-05-21,,,Not Started,Land Records Cell,114,0,0
TL-0012178,LG-001108,Land Identification,2022-04-05,2022-07-21,2022-04-05,2022-09-19,Completed,Finance Department,107,167,60
TL-0012179,LG-001108,Survey,2022-07-26,2022-09-15,2022-07-26,2022-12-15,Completed,Revenue Department,51,142,91
TL-0012180,LG-001108,Documentation,2022-09-20,2022-11-20,2022-09-20,2023-02-06,Completed,Irrigation Department,61,139,78
TL-0012181,LG-001108,Approval,2022-11-25,2023-02-12,2022-11-25,2023-06-06,Completed,Public Works Dept,79,193,114
TL-0012182,LG-001108,Notification,2023-02-17,2023-06-16,2023-02-17,2023-09-16,Completed,Irrigation Department,119,211,92
TL-0012183,LG-001108,Objection/Hearing,2023-06-21,2023-09-01,2023-06-21,2023-12-31,Completed,R&R Authority,72,193,121
TL-0012184,LG-001108,Compensation,2023-09-06,2023-11-03,2023-09-06,2024-01-24,Completed,Finance Department,58,140,82
TL-0012185,LG-001108,Legal Resolution,2023-11-08,2024-01-12,2023-11-08,2024-04-23,Completed,R&R Authority,65,167,102
TL-0012186,LG-001108,R&R,2024-01-17,2024-03-10,2024-01-17,,Delayed,Revenue Department,53,0,94
TL-0012187,LG-001108,Possession,2024-03-15,2024-06-01,,,Not Started,Environmental Cell,78,0,0
TL-0012188,LG-001108,Final Handover,2024-06-06,2024-08-21,,,Not Started,Irrigation Department,76,0,0
TL-0012189,LG-001109,Land Identification,2021-01-22,2021-05-15,2021-01-22,2021-05-17,Completed,Public Works Dept,113,115,2
TL-0012190,LG-001109,Survey,2021-05-20,2021-09-10,2021-05-20,2021-09-16,Completed,Irrigation Department,113,119,6
TL-0012191,LG-001109,Documentation,2021-09-15,2021-12-09,2021-09-15,2021-12-17,Completed,Environmental Cell,85,93,8
TL-0012192,LG-001109,Approval,2021-12-14,2022-03-28,2021-12-14,2022-04-09,Completed,Revenue Department,104,116,12
TL-0012193,LG-001109,Notification,2022-04-02,2022-06-24,2022-04-02,,In Progress,Public Works Dept,83,0,4
TL-0012194,LG-001109,Objection/Hearing,2022-06-29,2022-07-29,,,Not Started,Legal Affairs,30,0,0
TL-0012195,LG-001109,Compensation,2022-08-03,2022-09-19,,,Not Started,Land Records Cell,47,0,0
TL-0012196,LG-001109,Legal Resolution,2022-09-24,2022-11-24,,,Not Started,Legal Affairs,61,0,0
TL-0012197,LG-001109,R&R,2022-11-29,2023-03-02,,,Not Started,R&R Authority,93,0,0
TL-0012198,LG-001109,Possession,2023-03-07,2023-04-14,,,Not Started,R&R Authority,38,0,0
TL-0012199,LG-001109,Final Handover,2023-04-19,2023-07-15,,,Not Started,Public Works Dept,87,0,0
TL-0012200,LG-001110,Land Identification,2023-01-07,2023-04-12,2023-01-07,2023-04-12,Completed,Finance Department,95,95,0
TL-0012201,LG-001110,Survey,2023-04-17,2023-07-24,2023-04-17,2023-07-25,Completed,Legal Affairs,98,99,1
TL-0012202,LG-001110,Documentation,2023-07-29,2023-09-01,2023-07-29,,In Progress,Public Works Dept,34,0,8
TL-0012203,LG-001110,Approval,2023-09-06,2023-12-05,,,Not Started,Land Records Cell,90,0,0
TL-0012204,LG-001110,Notification,2023-12-10,2024-02-13,,,Not Started,Finance Department,65,0,0
TL-0012205,LG-001110,Objection/Hearing,2024-02-18,2024-03-27,,,Not Started,Public Works Dept,38,0,0
TL-0012206,LG-001110,Compensation,2024-04-01,2024-05-20,,,Not Started,Irrigation Department,49,0,0
TL-0012207,LG-001110,Legal Resolution,2024-05-25,2024-09-12,,,Not Started,Land Records Cell,110,0,0
TL-0012208,LG-001110,R&R,2024-09-17,2024-12-19,,,Not Started,Legal Affairs,93,0,0
TL-0012209,LG-001110,Possession,2024-12-24,2025-03-06,,,Not Started,Environmental Cell,72,0,0
TL-0012210,LG-001110,Final Handover,2025-03-11,2025-06-10,,,Not Started,R&R Authority,91,0,0
TL-0012211,LG-001111,Land Identification,2024-04-28,2024-08-04,2024-04-28,2024-10-02,Completed,Environmental Cell,98,157,59
TL-0012212,LG-001111,Survey,2024-08-09,2024-11-30,2024-08-09,2025-01-15,Completed,Irrigation Department,113,159,46
TL-0012213,LG-001111,Documentation,2024-12-05,2025-01-05,2024-12-05,2025-02-22,Completed,Irrigation Department,31,79,48
TL-0012214,LG-001111,Approval,2025-01-10,2025-04-19,2025-01-10,2025-07-08,Completed,Irrigation Department,99,179,80
TL-0012215,LG-001111,Notification,2025-04-24,2025-07-14,2025-04-24,2025-10-20,Completed,Environmental Cell,81,179,98
TL-0012216,LG-001111,Objection/Hearing,2025-07-19,2025-09-05,2025-07-19,2025-11-16,Completed,Irrigation Department,48,120,72
TL-0012217,LG-001111,Compensation,2025-09-10,2025-11-11,2025-09-10,2026-04-04,Completed,Land Records Cell,62,206,144
TL-0012218,LG-001111,Legal Resolution,2025-11-16,2026-02-19,2025-11-16,2026-06-28,Completed,Environmental Cell,95,224,129
TL-0012219,LG-001111,R&R,2026-02-24,2026-05-07,2026-02-24,,Delayed,Finance Department,72,0,38
TL-0012220,LG-001111,Possession,2026-05-12,2026-07-23,,,Not Started,Public Works Dept,72,0,0
TL-0012221,LG-001111,Final Handover,2026-07-28,2026-11-06,,,Not Started,Finance Department,101,0,0
TL-0012222,LG-001112,Land Identification,2020-03-22,2020-04-23,2020-03-22,2020-09-06,Completed,Legal Affairs,32,168,136
TL-0012223,LG-001112,Survey,2020-04-28,2020-08-09,2020-04-28,2020-12-13,Completed,Finance Department,103,229,126
TL-0012224,LG-001112,Documentation,2020-08-14,2020-11-10,2020-08-14,2021-03-15,Completed,R&R Authority,88,213,125
TL-0012225,LG-001112,Approval,2020-11-15,2021-01-21,2020-11-15,2021-03-23,Completed,Environmental Cell,67,128,61
TL-0012226,LG-001112,Notification,2021-01-26,2021-05-06,2021-01-26,2021-06-29,Completed,R&R Authority,100,154,54
TL-0012227,LG-001112,Objection/Hearing,2021-05-11,2021-07-17,2021-05-11,,In Progress,Land Records Cell,67,0,24
TL-0012228,LG-001112,Compensation,2021-07-22,2021-11-12,,,Not Started,Public Works Dept,113,0,0
TL-0012229,LG-001112,Legal Resolution,2021-11-17,2022-03-07,,,Not Started,Legal Affairs,110,0,0
TL-0012230,LG-001112,R&R,2022-03-12,2022-05-30,,,Not Started,Public Works Dept,79,0,0
TL-0012231,LG-001112,Possession,2022-06-04,2022-08-04,,,Not Started,Revenue Department,61,0,0
TL-0012232,LG-001112,Final Handover,2022-08-09,2022-11-08,,,Not Started,Irrigation Department,91,0,0
TL-0012233,LG-001113,Land Identification,2021-09-12,2021-11-19,2021-09-12,2022-02-21,Completed,R&R Authority,68,162,94
TL-0012234,LG-001113,Survey,2021-11-24,2022-02-03,2021-11-24,,In Progress,Legal Affairs,71,0,70
TL-0012235,LG-001113,Documentation,2022-02-08,2022-04-25,,,Not Started,Irrigation Department,76,0,0
TL-0012236,LG-001113,Approval,2022-04-30,2022-08-17,,,Not Started,Legal Affairs,109,0,0
TL-0012237,LG-001113,Notification,2022-08-22,2022-11-22,,,Not Started,R&R Authority,92,0,0
TL-0012238,LG-001113,Objection/Hearing,2022-11-27,2023-02-28,,,Not Started,R&R Authority,93,0,0
TL-0012239,LG-001113,Compensation,2023-03-05,2023-05-23,,,Not Started,Finance Department,79,0,0
TL-0012240,LG-001113,Legal Resolution,2023-05-28,2023-08-31,,,Not Started,Irrigation Department,95,0,0
TL-0012241,LG-001113,R&R,2023-09-05,2023-11-10,,,Not Started,Revenue Department,66,0,0
TL-0012242,LG-001113,Possession,2023-11-15,2024-01-08,,,Not Started,Legal Affairs,54,0,0
TL-0012243,LG-001113,Final Handover,2024-01-13,2024-03-06,,,Not Started,Irrigation Department,53,0,0
TL-0012244,LG-001114,Land Identification,2019-10-02,2020-01-23,2019-10-02,2020-01-30,Completed,Finance Department,113,120,7
TL-0012245,LG-001114,Survey,2020-01-28,2020-05-23,2020-01-28,2020-05-27,Completed,Environmental Cell,116,120,4
TL-0012246,LG-001114,Documentation,2020-05-28,2020-08-14,2020-05-28,2020-08-24,Completed,Legal Affairs,78,88,10
TL-0012247,LG-001114,Approval,2020-08-19,2020-09-26,2020-08-19,2020-10-03,Completed,R&R Authority,38,45,7
TL-0012248,LG-001114,Notification,2020-10-01,2021-01-11,2020-10-01,2021-01-26,Completed,Irrigation Department,102,117,15
TL-0012249,LG-001114,Objection/Hearing,2021-01-16,2021-04-20,2021-01-16,2021-04-23,Completed,Irrigation Department,94,97,3
TL-0012250,LG-001114,Compensation,2021-04-25,2021-07-11,2021-04-25,2021-07-24,Completed,Land Records Cell,77,90,13
TL-0012251,LG-001114,Legal Resolution,2021-07-16,2021-09-23,2021-07-16,2021-09-27,Completed,Legal Affairs,69,73,4
TL-0012252,LG-001114,R&R,2021-09-28,2022-01-24,2021-09-28,2022-01-27,Completed,Finance Department,118,121,3
TL-0012253,LG-001114,Possession,2022-01-29,2022-03-23,2022-01-29,,In Progress,Finance Department,53,0,7
TL-0012254,LG-001114,Final Handover,2022-03-28,2022-07-15,,,Not Started,Revenue Department,109,0,0
TL-0012255,LG-001115,Land Identification,2024-02-07,2024-06-04,2024-02-07,2024-06-06,Completed,Legal Affairs,118,120,2
TL-0012256,LG-001115,Survey,2024-06-09,2024-07-26,2024-06-09,2024-07-26,Completed,Land Records Cell,47,47,0
TL-0012257,LG-001115,Documentation,2024-07-31,2024-09-25,2024-07-31,2024-09-30,Completed,Land Records Cell,56,61,5
TL-0012258,LG-001115,Approval,2024-09-30,2024-11-24,2024-09-30,2024-11-29,Completed,Irrigation Department,55,60,5
TL-0012259,LG-001115,Notification,2024-11-29,2025-03-15,2024-11-29,2025-03-22,Completed,Legal Affairs,106,113,7
TL-0012260,LG-001115,Objection/Hearing,2025-03-20,2025-06-23,2025-03-20,2025-06-28,Completed,Revenue Department,95,100,5
TL-0012261,LG-001115,Compensation,2025-06-28,2025-09-20,2025-06-28,,In Progress,Irrigation Department,84,0,4
TL-0012262,LG-001115,Legal Resolution,2025-09-25,2025-10-30,,,Not Started,Revenue Department,35,0,0
TL-0012263,LG-001115,R&R,2025-11-04,2026-03-03,,,Not Started,Revenue Department,119,0,0
TL-0012264,LG-001115,Possession,2026-03-08,2026-05-11,,,Not Started,Irrigation Department,64,0,0
TL-0012265,LG-001115,Final Handover,2026-05-16,2026-08-18,,,Not Started,Irrigation Department,94,0,0
TL-0012266,LG-001116,Land Identification,2022-12-20,2023-03-14,2022-12-20,,In Progress,Legal Affairs,84,0,3
TL-0012267,LG-001116,Survey,2023-03-19,2023-05-11,,,Not Started,Finance Department,53,0,0
TL-0012268,LG-001116,Documentation,2023-05-16,2023-06-21,,,Not Started,Land Records Cell,36,0,0
TL-0012269,LG-001116,Approval,2023-06-26,2023-09-12,,,Not Started,Land Records Cell,78,0,0
TL-0012270,LG-001116,Notification,2023-09-17,2023-12-06,,,Not Started,Environmental Cell,80,0,0
TL-0012271,LG-001116,Objection/Hearing,2023-12-11,2024-01-24,,,Not Started,Land Records Cell,44,0,0
TL-0012272,LG-001116,Compensation,2024-01-29,2024-03-15,,,Not Started,Land Records Cell,46,0,0
TL-0012273,LG-001116,Legal Resolution,2024-03-20,2024-07-08,,,Not Started,Public Works Dept,110,0,0
TL-0012274,LG-001116,R&R,2024-07-13,2024-09-18,,,Not Started,Revenue Department,67,0,0
TL-0012275,LG-001116,Possession,2024-09-23,2024-11-15,,,Not Started,Finance Department,53,0,0
TL-0012276,LG-001116,Final Handover,2024-11-20,2025-02-09,,,Not Started,Revenue Department,81,0,0
TL-0012277,LG-001117,Land Identification,2018-09-28,2018-11-11,2018-09-28,2018-11-11,Completed,Revenue Department,44,44,0
TL-0012278,LG-001117,Survey,2018-11-16,2018-12-26,2018-11-16,,In Progress,Environmental Cell,40,0,3
TL-0012279,LG-001117,Documentation,2018-12-31,2019-04-20,,,Not Started,Irrigation Department,110,0,0
TL-0012280,LG-001117,Approval,2019-04-25,2019-07-17,,,Not Started,Irrigation Department,83,0,0
TL-0012281,LG-001117,Notification,2019-07-22,2019-11-14,,,Not Started,Legal Affairs,115,0,0
TL-0012282,LG-001117,Objection/Hearing,2019-11-19,2019-12-29,,,Not Started,Revenue Department,40,0,0
TL-0012283,LG-001117,Compensation,2020-01-03,2020-03-12,,,Not Started,Public Works Dept,69,0,0
TL-0012284,LG-001117,Legal Resolution,2020-03-17,2020-06-18,,,Not Started,Finance Department,93,0,0
TL-0012285,LG-001117,R&R,2020-06-23,2020-07-27,,,Not Started,Land Records Cell,34,0,0
TL-0012286,LG-001117,Possession,2020-08-01,2020-09-14,,,Not Started,R&R Authority,44,0,0
TL-0012287,LG-001117,Final Handover,2020-09-19,2020-12-25,,,Not Started,Public Works Dept,97,0,0
TL-0012288,LG-001118,Land Identification,2018-07-11,2018-10-11,2018-07-11,2019-02-17,Completed,Land Records Cell,92,221,129
TL-0012289,LG-001118,Survey,2018-10-16,2018-12-24,2018-10-16,2019-03-16,Completed,R&R Authority,69,151,82
TL-0012290,LG-001118,Documentation,2018-12-29,2019-03-26,2018-12-29,,In Progress,Public Works Dept,87,0,67
TL-0012291,LG-001118,Approval,2019-03-31,2019-06-23,,,Not Started,R&R Authority,84,0,0
TL-0012292,LG-001118,Notification,2019-06-28,2019-10-07,,,Not Started,Public Works Dept,101,0,0
TL-0012293,LG-001118,Objection/Hearing,2019-10-12,2020-01-26,,,Not Started,Finance Department,106,0,0
TL-0012294,LG-001118,Compensation,2020-01-31,2020-04-23,,,Not Started,Finance Department,83,0,0
TL-0012295,LG-001118,Legal Resolution,2020-04-28,2020-07-21,,,Not Started,Environmental Cell,84,0,0
TL-0012296,LG-001118,R&R,2020-07-26,2020-11-20,,,Not Started,Land Records Cell,117,0,0
TL-0012297,LG-001118,Possession,2020-11-25,2021-03-10,,,Not Started,Land Records Cell,105,0,0
TL-0012298,LG-001118,Final Handover,2021-03-15,2021-05-12,,,Not Started,Finance Department,58,0,0
TL-0012299,LG-001119,Land Identification,2024-11-25,2025-01-03,2024-11-25,,In Progress,Legal Affairs,39,0,4
TL-0012300,LG-001119,Survey,2025-01-08,2025-02-25,,,Not Started,R&R Authority,48,0,0
TL-0012301,LG-001119,Documentation,2025-03-02,2025-06-27,,,Not Started,Environmental Cell,117,0,0
TL-0012302,LG-001119,Approval,2025-07-02,2025-09-26,,,Not Started,Legal Affairs,86,0,0
TL-0012303,LG-001119,Notification,2025-10-01,2025-11-17,,,Not Started,Finance Department,47,0,0
TL-0012304,LG-001119,Objection/Hearing,2025-11-22,2026-03-22,,,Not Started,Revenue Department,120,0,0
TL-0012305,LG-001119,Compensation,2026-03-27,2026-06-23,,,Not Started,Land Records Cell,88,0,0
TL-0012306,LG-001119,Legal Resolution,2026-06-28,2026-08-03,,,Not Started,Finance Department,36,0,0
TL-0012307,LG-001119,R&R,2026-08-08,2026-09-08,,,Not Started,Revenue Department,31,0,0
TL-0012308,LG-001119,Possession,2026-09-13,2026-12-05,,,Not Started,Land Records Cell,83,0,0
TL-0012309,LG-001119,Final Handover,2026-12-10,2027-01-22,,,Not Started,Legal Affairs,43,0,0
TL-0012310,LG-001120,Land Identification,2023-05-03,2023-08-17,2023-05-03,2023-08-23,Completed,Legal Affairs,106,112,6
TL-0012311,LG-001120,Survey,2023-08-22,2023-12-17,2023-08-22,2023-12-17,Completed,R&R Authority,117,117,0
TL-0012312,LG-001120,Documentation,2023-12-22,2024-04-18,2023-12-22,2024-04-18,Completed,Irrigation Department,118,118,0
TL-0012313,LG-001120,Approval,2024-04-23,2024-06-07,2024-04-23,2024-06-09,Completed,Revenue Department,45,47,2
TL-0012314,LG-001120,Notification,2024-06-12,2024-08-23,2024-06-12,2024-09-01,Completed,Public Works Dept,72,81,9
TL-0012315,LG-001120,Objection/Hearing,2024-08-28,2024-12-13,2024-08-28,2024-12-28,Completed,R&R Authority,107,122,15
TL-0012316,LG-001120,Compensation,2024-12-18,2025-02-05,2024-12-18,2025-02-12,Completed,Legal Affairs,49,56,7
TL-0012317,LG-001120,Legal Resolution,2025-02-10,2025-05-25,2025-02-10,2025-05-27,Completed,Revenue Department,104,106,2
TL-0012318,LG-001120,R&R,2025-05-30,2025-09-07,2025-05-30,,In Progress,Finance Department,100,0,5
TL-0012319,LG-001120,Possession,2025-09-12,2025-12-30,,,Not Started,Legal Affairs,109,0,0
TL-0012320,LG-001120,Final Handover,2026-01-04,2026-04-18,,,Not Started,Public Works Dept,104,0,0
TL-0012321,LG-001121,Land Identification,2018-06-14,2018-07-22,2018-06-14,2018-07-28,Completed,Environmental Cell,38,44,6
TL-0012322,LG-001121,Survey,2018-07-27,2018-10-26,2018-07-27,2018-11-02,Completed,Irrigation Department,91,98,7
TL-0012323,LG-001121,Documentation,2018-10-31,2019-02-10,2018-10-31,2019-02-12,Completed,Public Works Dept,102,104,2
TL-0012324,LG-001121,Approval,2019-02-15,2019-05-20,2019-02-15,2019-05-29,Completed,Legal Affairs,94,103,9
TL-0012325,LG-001121,Notification,2019-05-25,2019-07-11,2019-05-25,2019-07-13,Completed,Finance Department,47,49,2
TL-0012326,LG-001121,Objection/Hearing,2019-07-16,2019-08-27,2019-07-16,2019-09-06,Completed,Legal Affairs,42,52,10
TL-0012327,LG-001121,Compensation,2019-09-01,2019-10-15,2019-09-01,2019-10-15,Completed,Revenue Department,44,44,0
TL-0012328,LG-001121,Legal Resolution,2019-10-20,2019-12-17,2019-10-20,2019-12-28,Completed,Environmental Cell,58,69,11
TL-0012329,LG-001121,R&R,2019-12-22,2020-03-11,2019-12-22,,In Progress,R&R Authority,80,0,7
TL-0012330,LG-001121,Possession,2020-03-16,2020-06-12,,,Not Started,Legal Affairs,88,0,0
TL-0012331,LG-001121,Final Handover,2020-06-17,2020-09-04,,,Not Started,Land Records Cell,79,0,0
TL-0012332,LG-001122,Land Identification,2018-07-10,2018-08-21,2018-07-10,2018-08-31,Completed,R&R Authority,42,52,10
TL-0012333,LG-001122,Survey,2018-08-26,2018-11-25,2018-08-26,2018-12-04,Completed,Land Records Cell,91,100,9
TL-0012334,LG-001122,Documentation,2018-11-30,2019-01-08,2018-11-30,2019-01-10,Completed,Irrigation Department,39,41,2
TL-0012335,LG-001122,Approval,2019-01-13,2019-03-21,2019-01-13,2019-03-26,Completed,Public Works Dept,67,72,5
TL-0012336,LG-001122,Notification,2019-03-26,2019-06-10,2019-03-26,2019-06-15,Completed,R&R Authority,76,81,5
TL-0012337,LG-001122,Objection/Hearing,2019-06-15,2019-09-09,2019-06-15,,In Progress,Revenue Department,86,0,1
TL-0012338,LG-001122,Compensation,2019-09-14,2020-01-05,,,Not Started,Legal Affairs,113,0,0
TL-0012339,LG-001122,Legal Resolution,2020-01-10,2020-03-16,,,Not Started,Public Works Dept,66,0,0
TL-0012340,LG-001122,R&R,2020-03-21,2020-06-01,,,Not Started,R&R Authority,72,0,0
TL-0012341,LG-001122,Possession,2020-06-06,2020-08-19,,,Not Started,Finance Department,74,0,0
TL-0012342,LG-001122,Final Handover,2020-08-24,2020-12-06,,,Not Started,R&R Authority,104,0,0
